Frequency,Z,?°
200 kHz,329.541 m?,88.7269 °
300 kHz,494.803 m?,88.9187 °
400 kHz,657.661 m?,88.7525 °
500 kHz,813.19 m?,88.4933 °
600 kHz,970.89 m?,88.6882 °
700 kHz,1.1286 ?,88.8177 °
800 kHz,1.2696 ?,88.8374 °
900 kHz,1.4199 ?,88.7701 °
