FileName	Kap_1_F	Kap_2_F	Kap_3_F	Kap_4_F	Kap_5_F	Kap_6_F	Kap_7_F	Kap_8_F	Kap_9_F	Kap_10_F
2018_05_04_09_00_31_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.789980e-10
2018_05_04_09_00_36_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.545583e-10
2018_05_04_09_00_42_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.704332e-10
2018_05_04_09_02_40_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.644531e-10
2018_05_04_09_02_46_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.717189e-10
2018_05_04_09_02_51_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.815731e-10
2018_05_04_09_02_57_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.854477e-10
2018_05_04_09_03_03_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.632411e-10
2018_05_04_09_04_44_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.755187e-10
2018_05_04_09_04_50_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.739597e-10
2018_05_04_09_04_56_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.678374e-10
2018_05_04_09_05_03_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.575227e-10
2018_05_04_09_08_15_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.736323e-10
2018_05_04_09_08_23_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.644992e-10
2018_05_04_09_08_29_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.467327e-10
2018_05_04_09_52_35_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.530699e-10
2018_05_04_09_52_40_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.662206e-10
2018_05_04_09_52_45_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.497435e-10
2018_05_04_09_53_14_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.619067e-10
2018_05_04_09_53_30_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.533892e-10
2018_05_04_09_53_35_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.808495e-10
2018_05_04_09_53_41_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.755341e-10
2018_05_04_09_53_45_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.647038e-10
2018_05_04_09_55_14_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.685170e-10
2018_05_04_09_55_20_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.690147e-10
2018_05_04_09_55_27_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.728198e-10
2018_05_04_09_57_12_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.650784e-10
2018_05_04_09_57_18_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.766738e-10
2018_05_04_09_57_23_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.628000e-10
2018_05_04_09_57_28_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.914279e-10
2018_05_04_09_59_12_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.656357e-10
2018_05_04_09_59_20_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.630303e-10
2018_05_04_09_59_26_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.810737e-10
2018_05_04_09_59_31_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.834582e-10
2018_05_04_10_01_49_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.642053e-10
2018_05_04_10_01_55_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.608915e-10
2018_05_04_10_02_00_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.542900e-10
2018_05_04_10_03_08_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.574534e-10
2018_05_04_10_03_16_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.560140e-10
2018_05_04_10_03_23_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.651893e-10
2018_05_04_10_03_32_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.716348e-11
2018_05_04_10_03_38_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.242985e-11
2018_05_04_10_03_45_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.026307e-11
2018_05_04_10_04_36_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	8.718042e-11
2018_05_04_10_04_45_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	8.894918e-11
2018_05_04_10_04_51_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.235314e-11
2018_05_04_10_04_57_m007	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.612908e-11
2018_05_04_11_32_17_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10
2018_05_04_11_32_24_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10
2018_05_04_11_33_04_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.423798e-11
2018_05_04_11_33_09_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.649618e-11
2018_05_04_11_33_20_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10
2018_05_04_11_34_12_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.685064e-10
2018_05_04_11_34_17_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.735118e-10
2018_05_04_11_34_22_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.649234e-10
2018_05_04_11_34_29_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.914635e-10
2018_05_04_11_35_26_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	2.046117e-10
2018_05_04_11_35_33_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	2.799137e-10
2018_05_04_11_35_38_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.537337e-10
2018_05_04_11_35_44_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.554074e-10
2018_05_04_11_36_21_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.718715e-10
2018_05_04_11_36_30_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.794222e-10
2018_05_04_11_36_36_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.569091e-10
2018_05_04_11_36_41_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.807305e-10
2018_05_04_11_37_15_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	2.068231e-10
2018_05_04_11_37_21_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.519411e-10
2018_05_04_11_37_25_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.586907e-09
2018_05_04_11_37_30_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.968078e-10
2018_05_04_11_37_36_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	2.707232e-10
2018_05_04_11_38_04_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.471917e-10
2018_05_04_11_38_09_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.544871e-10
2018_05_04_11_38_13_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	2.838896e-10
2018_05_04_11_38_18_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.723293e-10
2018_05_04_11_38_23_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.574842e-10
2018_05_04_11_38_28_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.942816e-10
2018_05_04_11_38_33_m009	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.603529e-10
