FileName	Kap_1_F	Kap_2_F	Kap_3_F	Kap_4_F	Kap_5_F	Kap_6_F	Kap_7_F	Kap_8_F	Kap_9_F	Kap_10_F
2018_05_03_11_50_01_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10
2018_05_03_11_52_10_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	3.089836e-10
2018_05_03_11_52_20_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.540370e-10
2018_05_03_11_53_06_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.885956e-11
2018_05_03_11_53_16_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.444892e-11
2018_05_03_11_53_28_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.807382e-10
2018_05_03_11_55_13_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.018159e-10
2018_05_03_11_55_25_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.679048e-11
2018_05_03_11_55_34_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.044640e-10
2018_05_03_11_55_44_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.005959e-10
2018_05_03_11_57_03_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.030325e-10
2018_05_03_11_57_13_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.877283e-11
2018_05_03_11_57_23_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.535575e-11
2018_05_03_11_58_09_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.966045e-11
2018_05_03_11_58_18_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.022063e-10
2018_05_03_11_58_28_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	8.649541e-11
2018_05_03_11_58_39_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	8.708729e-11
2018_05_03_11_58_49_m002	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.977875e-11
2018_05_03_13_39_10_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10
2018_05_03_13_39_19_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.961633e-11
2018_05_03_13_40_03_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.452157e-11
2018_05_03_13_40_14_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.091828e-10
2018_05_03_13_40_25_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	2.017001e-10
2018_05_03_13_41_59_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	2.568723e-10
2018_05_03_13_42_09_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.441658e-11
2018_05_03_13_42_25_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	2.222601e-10
2018_05_03_13_42_36_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.984447e-11
2018_05_03_13_42_45_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.649901e-10
2018_05_03_13_43_35_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.821949e-10
2018_05_03_13_43_53_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.952129e-11
2018_05_03_13_44_03_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.483605e-10
2018_05_03_13_47_56_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.921182e-11
2018_05_03_13_48_06_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.143349e-10
2018_05_03_13_48_16_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.967594e-10
2018_05_03_13_50_16_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.652336e-10
2018_05_03_13_50_29_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.561034e-10
2018_05_03_13_50_44_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.025943e-10
2018_05_03_13_50_58_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.661604e-10
2018_05_03_13_52_14_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.108054e-11
2018_05_03_13_52_24_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.473092e-11
2018_05_03_13_52_35_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.344962e-11
2018_05_03_13_53_22_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.013754e-10
2018_05_03_13_53_34_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.719204e-11
2018_05_03_13_53_46_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	8.803013e-11
2018_05_03_13_53_57_m003	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.064268e-10
2018_05_03_14_00_22_m004	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10
2018_05_03_14_00_34_m004	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.006996e-10
2018_05_03_14_01_48_m004	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.467339e-11
2018_05_03_14_01_58_m004	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.830004e-11
2018_05_03_14_02_13_m004	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.749989e-11
2018_05_03_14_06_06_m004	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	9.586660e-11
2018_05_03_14_06_18_m004	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.720032e-10
2018_05_03_14_06_28_m004	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.621168e-10
2018_05_03_14_06_39_m004	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.605410e-10
2018_05_03_14_47_07_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.648958e-10
2018_05_03_14_47_58_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.746312e-10
2018_05_03_14_48_08_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.630441e-10
2018_05_03_14_49_33_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	2.984819e-10
2018_05_03_14_49_46_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.640142e-10
2018_05_03_14_49_58_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	2.084966e-10
2018_05_03_14_50_25_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10
2018_05_03_14_51_04_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	2.398170e-10
2018_05_03_14_51_20_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.577044e-10
2018_05_03_14_51_58_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.700249e-10
2018_05_03_14_52_10_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.743941e-10
2018_05_03_14_52_24_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.696858e-10
2018_05_03_14_54_03_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.593095e-10
2018_05_03_14_54_15_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.564613e-10
2018_05_03_14_54_24_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.478622e-10
2018_05_03_14_55_48_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.719704e-10
2018_05_03_14_56_02_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.582994e-10
2018_05_03_14_56_13_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.620498e-10
2018_05_03_14_57_31_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.602451e-10
2018_05_03_14_57_42_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.596944e-10
2018_05_03_14_57_53_mSHC320_005	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.697386e-10
2018_05_04_08_54_56_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.661505e-10
2018_05_04_08_55_03_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.634453e-10
2018_05_04_08_55_08_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.613590e-10
2018_05_04_08_55_14_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.663926e-10
2018_05_04_08_56_33_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.511857e-10
2018_05_04_08_56_39_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.717214e-10
2018_05_04_08_56_43_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.755094e-10
2018_05_04_08_58_49_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.703076e-10
2018_05_04_08_58_54_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.669035e-10
2018_05_04_08_58_59_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.649846e-10
2018_05_04_09_00_25_m006	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.008187e-10	1.008612e-10	9.383346e-11	1.000262e-10	1.508856e-10
