Ladekurvenmessung
Zeit: 2018_05_04 10.03.45
Info: FVA3, v = 0.747, T = 23, F = 20, h = 457.0
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 1
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3
0	0.002447	0.000639	-0.001334
1	0.00146	0.00031	0.001789
2	0.002611	0.000146	0.002447
3	-1.9e-05	0.00031	0.002118
4	0.002118	-0.000183	0.002775
5	-0.001498	-0.000676	0.00409
6	0.000967	-0.002977	0.000803
7	0.003268	-0.003963	0.003268
8	-0.001991	-0.001169	0.001132
9	-0.001005	0.000803	0.001954
10	-0.000347	-0.002977	-0.000183
11	0.002447	0.005241	0.006062
12	-0.001827	-0.002484	-0.000512
13	0.00031	-0.002484	0.000803
14	0.000967	-0.000512	0.001625
15	0.00294	-0.001005	0.00294
16	0.000474	-0.000347	0.001954
17	0.003433	-0.001498	0.001954
18	-0.000512	-0.003142	0.003926
19	0.001132	-0.001827	0.004419
20	0.000967	0.004255	0.002611
21	0.001296	-0.001827	0.00409
22	-1.9e-05	-0.000841	0.005898
23	-0.001662	-0.0061	-0.002155
24	-0.001827	-0.00347	0.002282
25	-0.003142	-0.000512	0.00146
26	0.003926	-0.002977	-1.9e-05
27	-1.9e-05	0.002611	0.001954
28	0.003597	-0.001334	-0.000841
29	0.001296	-0.002484	0.002611
30	0.000474	-0.00232	0.003761
31	0.000474	-1.9e-05	0.00146
32	0.001296	-0.000841	0.003761
33	0.000474	-0.010866	0.001296
34	0.00146	-0.001827	0.003926
35	0.000967	-0.000183	0.00031
36	0.000474	-0.002155	0.004419
37	-0.000183	-0.003306	0.004255
38	-0.002155	0.000803	0.002611
39	0.003597	-0.000512	-0.003963
40	-0.000676	-0.004785	-0.000347
41	0.000803	0.00294	0.000803
42	-0.00232	-0.000183	-0.000183
43	0.006556	0.001296	0.003926
44	-0.000183	-0.00347	0.005734
45	0.002118	-0.001334	0.00031
46	0.004419	0.001625	-0.001169
47	-0.003306	0.000146	0.00146
48	0.001132	0.002447	0.000146
49	0.001132	-0.000676	0.001789
50	0.002775	0.00031	-0.004621
51	0.002447	-0.002484	0.000146
52	0.004912	-0.000841	0.001954
53	0.001954	-0.00347	0.000639
54	0.003761	0.000639	0.000967
55	0.000639	-0.001662	0.001296
56	-0.000512	-0.00232	0.003104
57	-0.000183	-0.001169	0.000639
58	-0.000676	-0.000183	0.004912
59	0.000803	-0.001169	0.002118
60	0.000803	-0.000841	0.003433
61	-0.000347	0.000967	0.002611
62	0.004255	-0.000841	0.002775
63	0.003268	0.002118	-0.000183
64	-0.000347	0.000803	0.003926
65	0.002118	-0.000183	0.001625
66	0.001789	-0.001169	0.000474
67	0.003597	0.001625	0.000967
68	0.002447	-0.000512	0.00294
69	0.002118	-0.003963	0.004583
70	0.003433	0.001625	0.000967
71	0.006391	-0.003799	0.003597
72	0.001954	-0.003963	0.001296
73	0.004583	-0.006922	0.003926
74	0.004583	-0.002484	0.00294
75	0.000967	-0.002977	0.008692
76	-0.000512	-1.9e-05	0.00409
77	0.00294	-0.002648	0.005569
78	0.00031	-0.000347	0.004912
79	0.004255	-0.00232	0.004255
80	0.000967	-0.000512	0.005569
81	0.000967	-0.000841	0.003268
82	0.004255	0.003926	0.005076
83	-0.002648	-0.00232	-1.9e-05
84	0.00294	-0.000183	0.007706
85	0.005241	0.001625	0.004748
86	0.003926	0.000967	0.005405
87	0.002447	-0.001334	0.004748
88	0.005405	-0.000512	0.005405
89	0.003268	-0.001005	0.007377
90	0.007049	-0.001991	0.003926
91	0.003104	-0.001169	0.005734
92	0.005076	-0.000347	0.008363
93	0.008363	-0.001334	0.008528
94	0.004583	-0.002648	0.009021
95	0.003597	0.001789	0.008528
96	0.005569	0.001789	0.005569
97	0.00409	0.005076	0.006227
98	0.00031	-0.000347	0.003104
99	0.000967	0.000474	0.005734
100	0.00409	0.002118	0.002447
101	0.003761	-0.000841	0.007213
102	0.001789	-0.000347	0.002282
103	0.002282	0.000639	0.003926
104	0.003926	0.00146	0.007377
105	0.005241	-0.002155	0.007049
106	0.000146	-0.002977	0.007049
107	0.003268	-0.001169	0.008528
108	0.001954	-0.000347	0.007377
109	0.004255	-0.002977	0.008692
110	0.002447	-0.001169	0.00672
111	0.002447	-1.9e-05	0.00935
112	0.000639	-0.000841	0.00935
113	0.000474	-0.000676	0.006391
114	0.003268	0.001132	0.007377
115	0.001789	0.000146	0.012308
116	0.003104	-0.001498	0.009021
117	0.000803	0.00031	0.007542
118	0.005241	-0.000347	0.007542
119	0.00031	0.000639	0.009185
120	0.000967	-1.9e-05	0.007049
121	0.003268	-0.000183	0.007213
122	0.001789	-0.001662	0.0105
123	0.000639	-0.003799	0.00935
124	0.004748	-0.008565	0.010664
125	0.006556	-0.001991	0.010171
126	0.003926	-0.003306	0.013787
127	0.004583	-0.001991	0.013623
128	0.00146	-0.003963	0.012801
129	0.002118	-0.001005	0.012801
130	-0.001169	-0.001005	0.012144
131	0.001625	-0.001169	0.011815
132	0.001625	-0.000512	0.010336
133	0.003104	0.001625	0.011486
134	0.000967	-0.004128	0.00935
135	0.003268	-0.000841	0.010664
136	0.00146	-0.001991	0.010171
137	0.000474	-0.002977	0.014116
138	0.001296	-0.004949	0.008857
139	0.003433	-0.002977	0.009514
140	0.010336	0.000639	0.011815
141	0.006556	-0.003635	0.010664
142	0.000474	-0.00232	0.011322
143	0.003104	-0.005607	0.013294
144	0.003268	0.000967	0.012965
145	0.002447	-0.001827	0.013294
146	0.003761	-0.002484	0.015266
147	0.00031	-0.00232	0.012144
148	0.000474	-0.000183	0.012308
149	0.000803	-0.003963	0.010664
150	0.00146	-0.001991	0.009514
151	-0.001662	-0.002155	0.0105
152	0.003433	0.002118	0.011979
153	0.003104	-1.9e-05	0.010007
154	-0.004456	0.000146	0.012308
155	0.00146	0.001625	0.00935
156	0.001789	-0.006757	0.013952
157	0.002447	-0.001662	0.013294
158	0.004255	-0.002813	0.013294
159	0.003761	-0.001662	0.016746
160	-0.000676	-0.005278	0.015102
161	0.00294	-0.002813	0.015102
162	0.000803	-0.001991	0.015102
163	0.001132	-0.001827	0.018554
164	-1.9e-05	-0.001991	0.013787
165	0.001789	-0.002813	0.021183
166	0.00031	-0.000841	0.013623
167	0.001296	-0.001334	0.01313
168	-0.001334	-0.003635	0.014445
169	0.002611	-0.001662	0.014116
170	-0.000512	-0.000183	0.010007
171	0.001954	-0.001334	0.012308
172	0.00146	-0.004128	0.012472
173	0.001789	-0.00232	0.014116
174	0.00146	-0.000347	0.019047
175	0.003597	-0.003963	0.017732
176	0.004583	-0.001991	0.016417
177	0.002611	-0.00232	0.013459
178	0.002118	-0.000183	0.01691
179	0.001296	0.000967	0.016581
180	0.001132	0.00294	0.017403
181	0.001132	-0.003799	0.016581
182	0.00294	0.000474	0.014445
183	0.001954	-0.000841	0.013787
184	0.001296	-0.001662	0.017074
185	-0.003799	-0.001005	0.012965
186	0.002611	-1.9e-05	0.012472
187	0.000474	0.002447	0.014609
188	-0.000676	-0.000512	0.015431
189	0.004583	0.002447	0.011651
190	-0.005607	-0.002484	0.011979
191	-0.000841	0.001296	0.014609
192	0.002447	-1.9e-05	0.01313
193	0.002118	-0.002813	0.018882
194	0.000474	0.003104	0.014116
195	0.000803	0.002611	0.01313
196	0.002447	-1.9e-05	0.013459
197	0.002611	0.000639	0.011322
198	0.000146	0.000967	0.008035
199	0.006884	-0.004292	0.00935
200	0.000474	-0.001498	0.00935
201	-0.004128	0.000146	0.011158
202	-0.003963	0.000146	0.01428
203	0.00031	-0.002484	0.009843
204	-0.000347	-0.001334	0.013459
205	-0.00232	-0.001991	0.00935
206	0.000146	0.000803	0.008857
207	-0.001827	-0.000183	0.013294
208	0.002447	-0.000347	0.007049
209	0.002611	0.001132	0.008199
210	-0.001169	0.000474	0.010171
211	0.000967	-0.004456	0.004912
212	0.001625	-0.001005	0.005569
213	-0.000347	0.002447	0.007706
214	0.006391	-0.003635	0.010336
215	0.002611	-0.001005	0.004748
216	0.00294	-0.00347	0.007213
217	0.000803	0.001789	0.006391
218	0.001789	-0.000841	0.012308
219	-0.000183	-0.001827	0.003433
220	0.001296	-0.001827	0.002611
221	0.000146	0.00294	0.004255
222	0.000146	-0.004456	0.002447
223	0.001296	-0.001169	0.001625
224	-1.9e-05	-0.000512	0.005569
225	0.001789	0.000803	0.004583
226	-0.000183	0.00031	-0.001991
227	0.000639	-0.001991	0.002447
228	0.000146	0.000639	-0.001005
229	0.003268	0.003597	-0.002484
230	0.000639	0.004583	-0.003635
231	0.002282	-0.001169	0.00031
232	0.000146	0.002447	-0.002813
233	0.000803	-0.00232	-0.001498
234	0.001132	0.001625	-0.002977
235	-0.000347	0.00146	-0.000841
236	0.001625	-0.000183	-0.002977
237	-0.002484	-0.000512	-0.0061
238	-0.001005	0.002282	-0.001334
239	-0.001005	0.00146	-0.002977
240	-0.001169	0.002447	-0.014975
241	-0.003306	0.001954	-0.006264
242	-0.000676	0.002611	-0.005443
243	-0.005443	-1.9e-05	-0.00988
244	0.000146	0.00146	-0.004785
245	0.000146	0.005241	-0.00873
246	0.000639	0.003104	-0.009223
247	-0.000183	-0.001005	-0.00988
248	0.001132	-0.001169	-0.015468
249	0.000639	0.000639	-0.005936
250	-0.001827	-0.004949	-0.009058
251	-1.9e-05	0.00787	-0.01366
252	0.011322	0.013623	0.001296
253	0.021512	0.020197	0.0105
254	0.026771	0.026443	0.013952
255	0.033181	0.039263	0.023649
256	0.037948	0.042714	0.029401
257	0.04633	0.047973	0.036469
258	0.049781	0.056356	0.040577
259	0.057013	0.061615	0.048631
260	0.063094	0.066875	0.049946
261	0.07197	0.071805	0.062601
262	0.074764	0.079366	0.054876
263	0.007706	0.080681	0.061779
264	0.018225	0.086926	0.068354
265	0.025621	0.093172	0.070326
266	0.031209	0.095966	0.081174
267	0.039263	0.098102	0.08594
268	0.04748	0.109772	0.087255
269	0.051261	0.105827	0.094322
270	0.058821	0.11158	0.097445
271	0.062273	0.115031	0.099417
272	0.072463	0.120455	0.105827
273	0.069504	0.121934	0.106649
274	0.078215	0.123413	0.109607
275	0.082324	0.130481	0.108786
276	0.088405	0.132946	0.113223
277	0.093007	0.13459	0.117332
278	0.096459	0.136562	0.121277
279	0.10517	0.143136	0.121112
280	0.108457	0.142972	0.122756
281	0.113716	0.145602	0.129166
282	0.112566	0.147409	0.130809
283	0.117332	0.149875	0.134754
284	0.121277	0.150368	0.133932
285	0.123578	0.154312	0.135904
286	0.1267	0.156778	0.13837
287	0.134261	0.155956	0.139849
288	0.130974	0.158586	0.141328
289	0.134754	0.160394	0.145437
290	0.138699	0.165489	0.144615
291	0.138534	0.162859	0.147903
292	0.140506	0.16516	0.15119
293	0.145437	0.168283	0.152011
294	0.14478	0.169269	0.150697
295	0.145437	0.170748	0.153162
296	0.151518	0.17272	0.153326
297	0.152505	0.171241	0.153819
298	0.156613	0.175843	0.159572
299	0.154477	0.173542	0.161544
300	0.159901	0.176665	0.162859
301	0.163352	0.174857	0.162366
302	0.170584	0.177158	0.160229
303	0.16779	0.177651	0.168118
304	0.168118	0.178309	0.165982
305	0.165489	0.18554	0.166311
306	0.166475	0.181924	0.169433
307	0.167625	0.183404	0.166639
308	0.170091	0.185376	0.170913
309	0.166639	0.185705	0.17157
310	0.170255	0.183568	0.169433
311	0.170091	0.184554	0.170748
312	0.174528	0.185376	0.170748
313	0.175515	0.187513	0.168612
314	0.177651	0.185869	0.171241
315	0.179295	0.187513	0.170748
316	0.18061	0.188992	0.169269
317	0.179788	0.191457	0.176336
318	0.10254	0.191457	0.176665
319	0.017732	0.191786	0.180445
320	0.02332	0.191128	0.175186
321	0.033674	0.188006	0.182089
322	0.038276	0.190964	0.181103
323	0.048302	0.188992	0.183404
324	0.053397	0.191457	0.179623
325	0.058164	0.189485	0.184225
326	0.064245	0.191457	0.182253
327	0.07197	0.188992	0.182911
328	0.070983	0.194087	0.185705
329	0.078544	0.193758	0.187184
330	0.085611	0.197045	0.183897
331	0.092679	0.19573	0.183897
332	0.100403	0.194744	0.184883
333	0.103362	0.19195	0.183404
334	0.107635	0.196059	0.187348
335	0.109607	0.196059	0.183897
336	0.113881	0.19458	0.186526
337	0.112566	0.195073	0.185047
338	0.120455	0.19721	0.188334
339	0.122756	0.198196	0.187677
340	0.124728	0.19573	0.192115
341	0.128673	0.198031	0.189156
342	0.130645	0.196223	0.188827
343	0.133603	0.19836	0.191128
344	0.138699	0.193429	0.189814
345	0.141	0.195073	0.186855
346	0.143465	0.198196	0.192115
347	0.144615	0.200332	0.192115
348	0.145766	0.196552	0.191786
349	0.155134	0.201483	0.193265
350	0.15119	0.201319	0.18817
351	0.152669	0.198524	0.194909
352	0.154312	0.201154	0.189649
353	0.14856	0.199182	0.191128
354	0.154477	0.199346	0.192936
355	0.160558	0.199018	0.193429
356	0.161215	0.202305	0.193101
357	0.164174	0.195895	0.195402
358	0.165489	0.199018	0.191293
359	0.166475	0.19458	0.195073
360	0.171734	0.199511	0.195895
361	0.168776	0.199018	0.192772
362	0.171077	0.199839	0.196059
363	0.170748	0.199675	0.190471
364	0.174364	0.207235	0.194744
365	0.172063	0.199839	0.192443
366	0.176008	0.198031	0.18817
367	0.179459	0.201319	0.189485
368	0.177158	0.201154	0.192772
369	0.176829	0.202962	0.195237
370	0.18061	0.199675	0.193265
371	0.18554	0.202469	0.195566
372	0.181596	0.200004	0.198031
373	0.180445	0.199182	0.19836
374	0.183404	0.199346	0.196223
375	0.183075	0.200332	0.194251
376	0.184225	0.194416	0.197703
377	0.186033	0.19721	0.200825
378	0.184883	0.201812	0.198689
379	0.186526	0.199346	0.200332
380	0.182746	0.20099	0.19458
381	0.180116	0.201319	0.198524
382	0.189485	0.202633	0.197374
383	0.188992	0.206578	0.196552
384	0.185705	0.202469	0.200168
385	0.188992	0.200661	0.200168
386	0.186855	0.204113	0.195895
387	0.187677	0.202305	0.197374
388	0.190471	0.202633	0.197045
389	0.189814	0.201647	0.197045
390	0.190142	0.203126	0.196552
391	0.191293	0.199839	0.19836
392	0.187513	0.201319	0.198031
393	0.192608	0.20099	0.199018
394	0.19195	0.198853	0.199839
395	0.191293	0.197045	0.198524
396	0.191786	0.200168	0.198031
397	0.192772	0.205263	0.197045
398	0.192115	0.200004	0.200168
399	0.192279	0.199346	0.196059
400	0.188827	0.205263	0.195895
401	0.187677	0.201319	0.196059
402	0.191293	0.201483	0.200332
403	0.188827	0.204934	0.198853
404	0.187841	0.201976	0.197867
