Ladekurvenmessung
Zeit: 2018_05_04 11.36.36
Info: FVA3, v = 0.748, T = 80, F = 20, h = 160.9
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7
0	-0.001334	-0.001334	0.00146	0.001296	0.000639	0.016746	-0.000347
1	0.001132	-0.000347	0.000639	0.005569	0.005076	0.021348	-0.000347
2	0.000967	-0.000347	0.002611	0.001296	0.000146	0.017732	-0.000512
3	0.002611	-0.000183	0.00031	0.00294	0.003926	0.020033	-1.9e-05
4	0.000967	-1.9e-05	0.001625	0.003926	0.000803	0.018882	-0.000512
5	0.003104	-0.000183	0.001625	0.002282	-0.000183	0.017732	-0.000183
6	-0.000183	0.002118	-0.001662	0.003268	0.001132	0.014938	-0.000512
7	0.002118	-0.000512	-0.001498	0.004255	-0.001827	0.015102	0.000474
8	0.00146	0.000639	0.002611	0.001132	-0.001169	0.011815	-0.001991
9	-0.002155	0.001625	0.000146	0.005898	-0.001827	0.013787	0.000146
10	0.001296	0.003926	0.001132	0.001954	-0.001005	0.011979	-0.001662
11	0.00031	0.00146	-0.001662	0.007213	-0.000841	0.009514	-0.000183
12	-0.001005	0.002775	0.002118	0.008199	-0.000183	0.009514	-0.001498
13	0.003926	0.001132	-0.000183	0.001296	-0.00232	0.007049	-0.000676
14	0.004583	-0.000676	0.00146	0.002282	0.000639	0.00146	-0.001498
15	-1.9e-05	0.000639	0.000474	0.005734	-0.000676	0.00409	-0.001662
16	0.004748	-0.000676	0.00031	0.005076	-0.000183	-0.002484	-1.9e-05
17	0.001132	0.000146	-0.000183	0.006062	-0.001005	-1.9e-05	0.000146
18	0.000146	-0.001991	-0.000183	0.004748	-0.001991	-1.9e-05	0.000146
19	-1.9e-05	-0.000512	0.001789	0.001954	-0.002155	-0.001334	0.00031
20	-0.000183	0.00031	0.002118	0.004583	-0.001991	-0.000512	-0.000512
21	-0.000512	0.002282	0.002775	0.006391	-0.001005	0.00146	-0.000512
22	0.000639	0.001296	-0.001827	0.007049	-0.000512	0.003433	-0.000183
23	-0.000676	0.00409	0.000474	-0.00232	-0.000841	-0.003142	-0.000347
