Ladekurvenmessung
Zeit: 2018_05_04 09.00.36
Info: FVA3, v = 0.382, T = 23, F = 20, h = 314.9
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3
0	0.001132	0.001789	0.00294
1	0.001789	0.002282	0.006884
2	0.003433	0.00146	0.003433
3	0.003104	0.000639	0.006062
4	0.004583	0.003433	0.002611
5	-0.000183	0.000967	0.003433
6	0.00031	0.001954	0.00409
7	-0.000183	0.00146	0.00146
8	-0.000183	0.00146	0.002447
9	0.001296	0.002611	0.000967
10	0.000474	0.006391	0.004419
11	0.005734	0.006556	0.001789
12	0.001789	0.003926	0.00031
13	0.004255	-0.000347	0.003433
14	-0.001827	0.004583	0.003433
15	0.002282	0.002282	0.00146
16	0.000803	0.003433	0.000474
17	0.005076	0.001132	-0.001334
18	-0.000676	0.001625	0.000474
19	0.003926	0.001296	0.001625
20	0.00146	0.000474	0.001296
21	0.00146	0.00146	0.003433
22	0.001954	0.000639	0.002611
23	0.000803	0.002447	0.003104
24	0.002611	0.000803	-0.001169
25	0.004419	0.001789	0.004255
26	0.002118	0.000803	0.002775
27	0.003104	0.003433	0.000967
28	0.002775	-0.001169	0.002447
29	0.000474	0.001954	0.00146
30	0.002282	0.004748	0.001296
31	0.002611	0.001954	0.000474
32	0.002118	-0.000347	0.000146
33	0.002118	-0.000183	0.001954
34	0.001789	-0.000183	-0.002155
35	0.000967	-0.001498	0.001296
36	0.001954	-0.001662	-0.001991
37	-0.001169	0.003268	-0.00347
38	-0.000347	-0.003306	0.001789
39	-0.001005	-0.001498	0.000639
40	-0.000512	0.001132	0.002118
41	0.001789	0.000639	0.001296
42	0.002282	-0.001169	0.001625
43	-0.001334	-0.000512	0.002447
44	-0.000347	0.00031	0.001954
45	0.001132	-0.000512	0.001789
46	0.00031	0.002282	0.001296
47	0.001954	0.00146	0.003104
48	0.001625	0.001625	0.00146
49	0.001132	0.003104	0.000639
50	0.000146	-0.000841	0.001954
51	0.001954	0.002282	0.004912
52	0.000474	-1.9e-05	0.001789
53	0.000967	0.001954	0.001789
54	-0.001169	0.001789	0.000639
55	0.000146	0.003104	0.000474
56	0.001789	-0.001498	-0.000183
57	-0.001662	0.001296	0.001296
58	0.003268	0.000146	0.001625
59	0.00031	0.002118	0.00031
60	-0.000347	-1.9e-05	0.000639
61	0.000967	-0.000347	-0.004292
62	0.00146	0.003104	-0.000841
63	-0.000676	0.000803	0.002282
64	0.004583	0.00031	-0.000347
65	0.003104	0.005898	0.001625
66	0.004748	0.00146	-0.000183
67	0.001296	-0.002813	0.000146
68	0.002611	0.001625	0.000803
69	0.001296	0.00031	-0.000676
70	0.000639	-0.000512	-0.001498
71	0.001132	0.001296	0.000474
72	-0.000183	0.002282	-0.001169
73	0.000474	0.000639	0.000474
74	-0.001005	0.003268	-0.000347
75	0.000639	0.001296	-0.004128
76	0.001132	0.001132	0.00146
77	-1.9e-05	0.002611	0.001296
78	0.000474	0.00294	0.001296
79	0.000803	0.003597	0.001954
80	0.002775	0.002282	-1.9e-05
81	0.005734	0.002282	0.001954
82	0.000474	-1.9e-05	0.000474
83	0.005076	-0.000347	0.001132
84	0.001132	-0.001169	-0.001169
85	0.001954	0.003761	0.002118
86	0.003268	-0.001334	-0.00347
87	0.000474	-0.001498	-0.002648
88	0.001296	0.002611	-1.9e-05
89	-0.001005	-0.001169	-0.000183
90	0.000803	0.00146	0.000967
91	0.000146	0.001789	0.000967
92	0.003104	-0.001334	0.001954
93	0.004583	0.004419	0.00031
94	0.002282	-0.002648	0.000967
95	0.000474	-0.001827	0.001625
96	0.001954	0.003268	0.005898
97	-0.004128	-0.000347	0.001296
98	0.002118	-1.9e-05	0.003104
99	0.000967	0.000803	0.002282
100	0.000474	0.000639	0.00294
101	0.002118	0.000967	0.001132
102	0.000803	0.00294	0.003104
103	0.001789	0.001132	0.000803
104	0.001789	0.001789	0.002118
105	-0.000183	0.00031	0.000639
106	-0.000512	0.001296	0.000967
107	-0.001005	0.001132	0.00294
108	-0.007415	0.000967	0.001625
109	0.002611	-0.000183	0.001625
110	-0.002813	-0.000183	0.001789
111	0.00031	-0.001662	0.003761
112	0.000639	-0.000347	-0.000841
113	0.001789	0.000639	0.00409
114	0.00294	-0.000347	0.000967
115	0.006062	-0.002484	0.005405
116	-0.000512	-0.001991	0.002447
117	0.00031	-1.9e-05	-0.001169
118	0.000474	0.000967	0.001789
119	-0.009058	0.000803	0.001954
120	-0.001662	-1.9e-05	-0.000676
121	0.000967	0.004748	0.000967
122	0.000146	0.000803	0.000146
123	0.000146	0.00146	0.000639
124	0.001789	0.001625	-0.000512
125	0.002447	-0.000841	0.000146
126	0.004748	-0.000183	-0.001498
127	-0.000676	-1.9e-05	0.001132
128	0.002282	0.002282	0.003268
129	0.001132	-0.001991	0.001954
130	-0.000841	-0.000512	0.005405
131	0.001132	-0.001991	0.00409
132	0.000967	-0.000347	0.003268
133	0.003104	-0.004292	0.00031
134	-1.9e-05	0.00146	-1.9e-05
135	-0.000512	0.000146	-0.005607
136	0.001625	0.002447	-0.000841
137	0.000967	0.005241	-0.001662
138	0.002447	0.002447	-0.002648
139	0.003433	0.002775	-0.001498
140	-0.000512	0.001296	0.000639
141	0.002611	0.002775	0.004912
142	-0.002648	-0.000512	-1.9e-05
143	0.003268	0.003268	0.002447
144	0.00146	0.004912	0.001296
145	0.001132	-0.00232	-0.002813
