Ladekurvenmessung
Zeit: 2018_05_03 14.06.28
Info: FVA3, v = 0.382, T = 40, F = 10, h =???
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8
0	-0.003142	0.003597	-0.004292	-0.000347	0.000474	0.006391	-0.005443	0.007213
1	-0.000512	0.006227	-0.001334	-0.000841	0.000146	0.008035	-0.001005	0.005734
2	-0.002484	0.006227	-0.002484	0.000639	-0.001334	0.006391	-0.005607	0.004583
3	-0.001334	0.005569	-0.000676	-0.00232	-0.001498	0.007049	0.000803	0.004255
4	-0.00232	0.007542	-0.007744	-0.006264	-0.001334	0.009678	-0.003306	0.004419
5	0.002282	0.004255	-0.005278	-0.001334	-0.000183	0.004583	-0.002648	0.002447
6	-0.004292	0.010171	-0.003963	0.000803	-0.003306	0.005241	0.000639	0.00409
7	-0.005936	0.004748	-0.005114	-0.002813	-0.001827	0.007706	-0.004128	0.004419
8	-0.003306	0.005076	-0.000183	-0.002155	-0.001169	0.003761	0.000146	0.008692
9	-0.003963	0.006062	-0.000676	-0.000841	0.001954	0.006062	-0.005771	0.004583
10	-0.001169	0.008035	0.000146	0.000967	0.000474	0.00672	0.00031	0.001954
11	-0.004949	0.00935	0.000474	0.000967	0.000146	0.009185	-0.004456	0.004748
12	-0.001662	0.0105	-0.000676	-1.9e-05	0.004583	0.000803	-0.004292	0.00409
13	-0.002484	0.006062	0.003104	-0.001498	0.000146	0.006227	-0.00347	0.002282
14	-0.002977	0.008528	0.00146	-0.000512	-0.000676	0.004912	-0.003963	0.001625
15	-0.006757	0.010336	-1.9e-05	-1.9e-05	-0.00347	0.005405	-0.005114	0.005405
16	-0.001991	0.005734	-0.000841	-0.002155	0.002118	0.004583	-0.002977	0.001132
17	-0.006593	0.008857	0.00031	-0.002977	-0.001827	0.000639	-0.002813	0.008692
18	-0.00347	0.011158	-0.002155	-0.00232	-0.004292	0.003104	-0.007086	0.00031
19	-0.005771	0.011158	0.000146	0.000639	-0.002484	0.001625	-0.003963	-0.004292
20	-0.002648	0.007377	-0.002813	-0.005278	-0.000676	0.00146	-0.005771	0.000146
21	-0.003963	0.009185	0.003268	0.000146	-0.004949	-0.001169	-0.003963	0.001954
22	-0.006757	0.006391	0.00031	-0.002977	-0.002155	0.003926	-0.005936	0.000474
23	-0.003142	0.007377	-0.002155	-0.001498	-0.005443	0.004419	-0.004128	0.000639
24	-0.004785	0.003926	0.002447	-0.00232	-0.003306	0.004748	-0.000512	0.001132
25	-0.003799	0.003597	0.000967	-1.9e-05	-0.003306	0.003597	-0.005114	0.000803
26	-0.0061	0.007706	0.002282	-0.000841	-0.002155	0.004912	-0.000676	0.002447
27	-0.002484	0.006391	0.000146	-0.000841	-0.005278	0.005076	-0.003799	0.000803
28	-0.008565	0.007213	0.003104	-0.001334	-0.000841	0.002775	-0.003306	0.005405
29	-0.003142	0.009021	0.001132	0.001132	-0.001498	0.002282	-0.005114	0.00409
30	-0.008072	0.009185	0.001954	-0.00347	-0.001498	0.005569	-0.003799	0.002775
31	-0.005443	0.011158	0.002611	-0.001662	-0.001827	0.002447	-0.004456	0.002282
32	-0.010045	0.00935	0.00031	-0.004292	-0.003799	0.00409	-0.005607	0.005076
33	-0.008565	0.00409	0.00031	-0.004128	-0.003963	0.005241	-0.001827	0.000474
34	-0.006922	0.003597	-0.000676	-0.003306	-0.012346	0.006884	-0.009551	0.003104
35	-0.002977	0.008363	-0.001827	-0.005771	-0.004785	0.00935	-0.007579	0.004583
36	-0.007744	0.004748	0.000474	-0.00232	-0.009058	0.012308	-0.004785	0.007542
37	-0.004292	0.006556	-0.000512	-0.005278	-0.007744	0.00787	-0.005771	0.00672
38	-0.00347	0.003926	-0.000183	-0.004128	-0.005771	0.006062	-0.002813	0.007377
39	-0.010045	0.006062	0.002447	-0.008401	-0.005114	0.007213	-0.001827	0.004912
40	-0.01629	0.008363	-0.000347	-0.00347	-0.004949	0.002118	-0.005936	0.001954
