Ladekurvenmessung
Zeit: 2018_05_03 14.06.06
Info: FVA3, v = 0.382, T = 40, F = 10, h =???
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8
0	0.002282	0.003433	-0.005607	-0.001334	-0.00347	-0.005278	0.007542	-0.001005
1	0.003597	0.003104	-0.003963	-0.005278	-0.001991	-0.00347	0.007706	0.005405
2	0.004748	0.002282	-0.001662	0.001132	-0.001005	-0.003306	0.010336	-1.9e-05
3	0.002775	0.004255	0.002447	0.001296	-0.004785	-0.002648	0.013952	0.005734
4	-0.001169	0.005076	-0.003799	-0.000841	-0.002813	-0.004621	0.005734	0.001954
5	0.002447	0.006062	-0.000676	-0.004292	0.000146	-0.004621	0.00672	0.000639
6	0.000146	0.004748	-0.00232	-0.002648	-1.9e-05	-0.004292	0.008035	0.000474
7	0.000967	0.003433	-0.001498	0.00031	0.00294	-0.002648	0.007377	-0.002155
8	0.002118	0.004255	-0.001662	0.00409	0.000474	-0.005607	0.008857	-0.001334
9	0.001132	0.003268	-0.003799	-0.001005	0.002118	-0.002155	0.006391	-0.000347
10	0.002282	0.007706	-0.000841	0.000639	0.00031	-0.004621	0.008035	-0.00347
11	0.001954	0.002775	-0.004292	0.003761	-0.003306	-0.001991	0.003926	-1.9e-05
12	-1.9e-05	0.005734	-0.003635	-0.00232	0.001132	-0.000183	0.007542	0.001789
13	0.005076	0.00031	-0.001005	-0.005278	0.001625	-0.001334	0.009021	-0.003635
14	0.00294	0.002447	-0.001334	0.00031	0.000474	-0.005114	0.007542	-0.001334
15	0.001789	0.001789	-0.000183	-0.001991	-0.004128	0.002282	0.008363	0.001296
16	-0.001991	0.002118	0.000639	-0.001334	-0.001991	-0.008072	0.0105	-0.001169
17	0.003926	0.000639	-0.004456	-0.000183	0.00146	-0.002977	0.008035	0.001296
18	0.00409	-1.9e-05	0.00294	-0.000347	-0.000347	-0.001169	0.007049	-0.000183
19	0.003104	0.005241	-0.001991	0.001132	0.000639	-0.004128	0.009514	-0.002155
20	-0.002484	0.001296	-0.001827	-0.001169	-1.9e-05	-0.001169	0.009185	0.001132
21	0.001625	0.005241	-0.003306	-1.9e-05	0.001132	-0.007579	0.004583	-0.001005
22	0.001132	0.007377	-0.001827	-0.010866	0.001625	-0.00347	0.007377	-0.000841
23	-0.002155	0.011322	-0.002648	-0.002484	0.002775	-0.003635	0.011322	0.00031
24	0.001954	0.005241	-0.003963	-0.003306	0.000639	-0.004785	0.006391	0.002611
25	0.004419	0.006062	-0.000347	-0.001498	0.003433	-0.003635	0.006227	-0.002155
26	0.003926	0.003926	-0.001005	-0.00232	0.000639	0.000967	0.005076	0.001132
27	-0.000347	0.001789	-0.002155	-0.001498	0.004419	-0.001827	0.005569	-0.003635
28	-0.000512	0.003104	0.000146	-0.007744	0.003104	-0.001827	0.002775	-0.00232
29	0.001625	0.002118	-0.001005	-0.001827	0.003268	-0.001005	0.003761	-0.005443
30	0.003104	0.005076	-0.00347	-0.003142	0.003104	-0.003142	0.005241	0.000146
31	0.004583	0.003268	0.001296	-0.005771	0.002775	0.001625	0.012308	-0.000676
32	0.001954	0.004419	-0.007579	-0.001498	-1.9e-05	-0.004292	0.003761	-0.00232
33	0.004419	0.00409	-0.004785	-0.006593	0.000967	-0.000676	0.010007	-0.001005
34	0.004748	0.002775	-0.004128	-0.003306	-1.9e-05	-0.000841	0.008692	-0.002813
35	0.004912	0.006391	-0.006264	-0.006264	0.001132	-1.9e-05	0.009185	-0.002155
36	0.00409	0.00294	-0.002155	-0.002977	0.002282	-0.004292	0.010336	-0.001662
37	0.002611	0.006391	-0.001498	-0.005607	0.001789	0.006391	0.007377	0.000146
38	0.000639	0.001954	-0.003306	-0.00347	0.004912	-0.004785	0.009185	-0.001827
39	0.007213	0.005569	-0.004621	-0.00347	0.002611	-0.000512	0.008692	0.000474
40	0.005076	0.005405	-0.002484	-0.000512	0.001789	0.000474	0.009021	-0.006264
41	0.004419	0.00672	-0.004456	-0.004128	0.000474	0.000803	0.005898	-0.002484
42	0.003268	0.006062	-0.005114	-0.001991	0.004748	-0.001334	0.008363	-0.003306
43	0.003597	0.003104	-0.003963	-0.00725	0.001625	0.001789	0.009843	-0.001169
44	0.002447	0.006062	-0.004456	-0.003306	0.003104	0.001954	0.010171	-0.00347
