Ladekurvenmessung
Zeit: 2018_05_03 14.06.18
Info: FVA3, v = 0.382, T = 40, F = 10, h =???
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8
94	-0.003963	-0.002155	0.004419	0.00294	0.003926	-0.011359	0.000639	0.001625
95	-0.005278	-0.000183	0.004583	0.003433	0.007706	-0.015797	-0.004456	0.003268
96	-0.007908	-0.003963	0.005241	0.005734	0.001296	-0.01629	-0.001498	-0.003142
97	-0.003799	-0.003635	0.004583	0.003433	0.001789	-0.014482	-0.00347	0.000146
98	-0.006757	-0.00232	0.008035	0.003268	0.003761	-0.015633	-0.003963	-0.004621
99	-0.004785	-0.001005	-0.000183	0.006062	0.00294	-0.015633	-0.002813	-0.00347
100	-0.006264	-0.001662	0.008692	0.003268	0.003104	-0.014811	-0.003142	-0.006593
101	-0.004949	-0.00232	0.004583	0.006556	0.002118	-0.011524	0.00031	-0.003799
102	-0.004456	-0.00232	0.005569	0.004419	0.002611	-0.01514	-0.004456	-0.00347
103	-0.00725	-0.002813	0.004912	0.010171	0.00031	-0.013332	-0.005114	-0.004949
104	-0.001991	-0.002484	0.005898	0.005734	-0.001169	-0.015633	-0.003963	-0.000676
105	-0.007744	-0.003306	0.005569	0.005734	0.001789	-0.017276	-0.003635	-0.000183
106	-0.004785	-0.003142	0.006556	0.006391	-0.012674	-0.01514	-0.002977	-0.000676
107	-0.00347	-0.000676	0.005076	0.007706	0.000639	-0.013167	-0.003306	-0.002484
108	-0.005936	-0.001991	0.00935	0.004419	-0.001169	-0.014811	-0.002813	-0.000347
109	-0.0061	-0.001169	0.005734	0.005405	0.00031	-0.010702	-0.001827	-0.004456
110	-0.006922	-0.00347	0.008363	0.00787	-1.9e-05	-0.012181	-0.002813	-0.000512
111	-0.007086	-0.002155	0.006391	0.002447	0.001789	-0.012346	-0.00232	-0.002813
112	-0.005936	-0.002155	0.00409	0.003433	-0.001662	-0.013003	-0.004128	-0.001827
113	-0.004456	-0.002813	0.003268	0.009514	0.003926	-0.015304	-0.004456	-0.002484
114	-0.006757	-0.001827	0.006062	0.003926	-0.000676	-0.010373	-0.001991	-0.001498
115	-0.002648	-0.00232	0.003268	0.003597	0.00409	-0.011031	-0.004128	-0.003799
116	-0.006429	-0.000512	0.006556	0.004748	0.002447	-0.013332	-0.002484	-0.001334
117	-0.004621	-0.003799	0.004583	0.005076	-1.9e-05	-0.011359	-0.005114	-0.001827
118	-0.003306	-0.002648	0.000803	0.008199	-0.000841	-0.016454	-0.002813	-0.001991
119	-0.003799	-0.003142	0.006556	0.004583	-0.000841	-0.014975	-0.002813	-0.001991
120	-0.005607	-0.003306	0.004912	0.006227	-0.002484	-0.01629	0.000639	-0.004621
121	-0.004785	-0.00347	0.004912	0.00787	-0.001334	-0.01514	-0.003306	-0.001169
122	-0.002155	-0.003963	0.003597	0.008363	-0.000347	-0.012181	0.00031	-0.00725
123	-0.001827	-0.002813	0.007542	0.005405	-0.002155	-0.013825	-0.002155	-0.000183
124	0.001296	-0.006429	-0.000347	0.007706	0.000803	-0.011359	0.000803	-0.003799
125	-1.9e-05	-0.002977	0.006556	0.00672	-0.001169	-0.009716	-0.002813	0.000639
126	-0.001005	-0.00347	0.003433	0.010664	-0.001991	-0.020563	-0.000183	-0.000676
127	-1.9e-05	-0.005771	0.004419	0.005241	0.000803	-0.012017	-0.001498	0.003268
128	0.00031	-0.004621	0.005734	0.007706	0.000639	-0.011688	-0.002484	0.002118
129	-0.001005	-0.002813	0.004255	0.006556	-0.001334	-0.011031	-0.003142	0.000967
130	0.005734	-0.000512	0.007213	0.006884	0.002118	-0.011688	-0.002155	-0.005114
131	-0.001991	-0.00232	0.002611	0.005076	0.000474	-0.011688	-0.002977	0.001296
132	0.000474	-0.005936	0.001625	0.009678	-0.00347	-0.010373	-0.006593	-0.002155
133	0.000146	-0.007415	0.003104	0.006391	-0.001169	-0.010373	-0.002813	-0.003799
134	0.00146	-0.003963	-0.000676	0.009185	-1.9e-05	-0.00988	-0.003306	0.000146
135	-0.001169	-0.004456	-0.000676	0.007213	0.001296	-0.008401	-0.002155	-0.002484
136	0.000967	-0.006757	0.003268	0.003433	-0.000347	-0.01366	-0.002484	-0.001498
137	0.004912	-0.002484	0.000474	0.003433	-0.001991	-0.010209	-0.000347	-0.001827
138	0.007213	-0.005607	0.002282	0.005898	-0.001005	-0.015468	-0.003635	0.002118
