Ladekurvenmessung
Zeit: 2018_05_02 15.11.57
Info: FVA3, v = 0.1074, T = 40, F = 20, h = 95.8
Ladewiderstand[Ohm]: 1012700
Störkapazität[nF]: 0.000000
Entladezeit[ms]: 100
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500
Verzögerung [ms]: 1
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4
0	0.002541	0.005634	0.002344	7.4e-05
1	-0.001242	0.004746	0.003265	-2.5e-05
2	0.000535	0.005305	0.003167	0.000173
3	-0.00167	0.003956	0.001686	0.000107
4	-0.002492	0.005173	0.005601	0.000239
5	0.004384	0.003989	0.00037	4.1e-05
6	-0.003183	0.003923	0.003298	7.4e-05
7	0.002969	0.005667	0.003956	-2.5e-05
8	-0.000584	0.0082	0.002805	4.1e-05
9	0.002903	0.006424	0.000765	-5.8e-05
10	0.000206	0.003857	0.00389	-0.000189
11	0.001423	0.003397	0.002015	-0.000156
12	-0.000189	0.005338	0.004548	0.00014
13	0.001456	0.004121	0.003693	0.00014
14	-0.00111	0.005667	0.003792	0.000107
15	0.000502	0.00514	0.001916	0.000107
16	-0.000189	0.007707	0.004614	0.000107
17	-0.000123	0.005798	0.007213	0.000304
18	0.000239	0.008068	0.001554	-5.8e-05
19	7.4e-05	0.007378	0.004351	8e-06
20	0.000535	0.006226	-0.000123	0.000107
21	-0.000222	0.003857	0.001752	0.000633
22	-2.5e-05	0.00718	0.002936	-5.8e-05
23	0.001719	0.005864	0.00287	0.000271
24	4.1e-05	0.008101	0.00218	0.00014
25	0.000173	0.005469	0.005568	-0.000288
26	0.00037	0.002805	0.001653	7.4e-05
27	-0.000189	0.005338	0.0057	0.00037
28	0.001752	0.005502	0.003167	-0.000123
29	-9e-05	0.00718	0.002377	-0.000189
30	0.001423	0.003331	0.004252	0.001061
31	0.000502	0.00718	0.000929	-0.000387
32	0.001456	0.005404	0.004055	-0.000222
33	0.000732	0.006424	0.005338	-0.002525
34	0.000239	0.006588	0.001587	0.000995
35	0.001258	0.007805	0.002147	7.4e-05
36	0.000239	0.008167	-0.000321	0.000469
37	0.000798	0.005766	0.001094	-0.000452
38	0.000173	0.006358	0.000798	0.001258
39	0.000995	0.006818	-0.000321	0.00264
40	0.000304	0.006193	0.000469	0.00218
41	0.001423	0.003331	0.000962	0.002081
42	0.001719	0.008397	8e-06	0.000699
43	0.001554	0.003759	0.002015	0.000107
44	-9e-05	0.004976	0.00287	-0.000123
45	0.000962	0.001554	-0.000189	-2.5e-05
46	-0.000321	0.006687	-2.5e-05	7.4e-05
47	0.000798	0.002311	-9e-05	0.000107
48	0.002443	0.003759	7.4e-05	-0.000156
49	0.000535	0.002344	-9e-05	-0.000288
50	0.00241	0.001982	0.000304	-0.001209
51	4.1e-05	0.004351	0.004055	0.000864
52	0.000633	0.003923	-0.000222	-0.000946
53	0.000304	0.005897	0.001587	0.000107
54	0.000502	0.001883	0.000107	-0.000321
55	0.003035	0.007114	0.001883	7.4e-05
56	-5.8e-05	0.005437	0.003331	-0.000189
57	-0.000123	0.007443	0.006292	0.000633
58	0.003594	0.006983	0.000107	0.00014
59	0.000173	0.007082	0.001883	0.000206
60	0.00014	0.004088	0.002903	0.000239
61	0.000239	0.006456	0.001587	-9e-05
62	-5.8e-05	0.005996	0.003364	8e-06
63	-9e-05	0.005206	0.002344	0.000206
64	7.4e-05	0.005568	-0.000683	0.000304
65	-0.000354	0.006884	-0.000255	-0.000321
66	0.003002	0.005831	0.005831	0.000239
67	-0.000419	0.006259	0.000897	-0.001966
68	0.000469	0.006489	0.001324	0.000304
69	0.000666	0.005042	0.001752	-0.000452
70	0.000173	0.007805	0.000699	-0.000288
71	0.000107	0.006193	-0.002163	-0.000354
72	7.4e-05	0.008167	0.000502	0.00116
73	-9e-05	0.00695	-0.000354	0.000502
74	-2.5e-05	0.005996	0.000831	0.001193
75	-5.8e-05	0.006555	0.001489	-9e-05
76	-0.000123	0.004614	0.00218	0.000765
77	-0.000584	0.005239	0.003463	-9e-05
78	-9e-05	0.008101	0.003792	4.1e-05
79	0.000206	0.006391	0.002574	-5.8e-05
80	0.00014	0.004943	0.004154	0.000173
81	0.000173	0.005502	0.003002	-5.8e-05
82	0.00014	0.005601	0.000469	0.000173
83	0.000239	0.007772	0.001982	0.000633
84	-2.5e-05	0.007147	0.003199	-0.000255
85	-5.8e-05	0.007279	0.00366	-0.000123
86	-0.000288	0.006621	0.002936	-0.000156
87	-2.5e-05	0.009286	0.005042	-0.00111
88	-5.8e-05	0.007279	0.001028	4.1e-05
89	0.000107	0.008332	0.002739	0.001028
90	8e-06	0.008661	0.000206	4.1e-05
91	0.000107	0.004713	-0.000551	0.000929
92	0.000173	0.004713	-0.001768	0.001916
93	0.000206	0.00366	0.000897	0.002081
94	8e-06	-0.000288	0.000897	0.001357
95	8e-06	0.00468	0.002212	-0.000683
96	7.4e-05	0.002048	0.002048	-0.000321
97	-0.000189	-0.000156	4.1e-05	-0.000123
98	-9e-05	-0.000748	0.002969	-9e-05
99	-2.5e-05	0.003759	-0.000419	-2.5e-05
100	-0.000222	0.001357	0.001423	4.1e-05
101	8e-06	0.002969	0.001982	8e-06
102	4.1e-05	0.005437	0.005239	7.4e-05
103	8e-06	0.005042	-0.001571	7.4e-05
104	0.000239	0.006621	0.00014	0.000206
105	0.00014	0.003561	-0.000485	7.4e-05
106	8e-06	0.000666	0.001028	8e-06
107	0.000107	-0.002854	-0.000321	-5.8e-05
108	-0.000189	0.003496	-0.000781	-0.000617
109	0.000206	0.001719	-0.00111	8e-06
110	-2.5e-05	0.003528	-0.000123	-5.8e-05
111	-9e-05	0.001785	0.000633	7.4e-05
112	8e-06	0.006226	0.00037	8e-06
113	0.000206	7.4e-05	-0.003117	8e-06
114	-9e-05	-0.00088	0.000239	0.00014
115	0.000271	8e-06	8e-06	0.00014
116	0.000239	0.00014	-0.000452	8e-06
117	4.1e-05	4.1e-05	4.1e-05	-2.5e-05
118	7.4e-05	-0.001176	-0.000584	-0.000716
119	-0.000156	0.000107	0.000535	7.4e-05
120	-2.5e-05	0.000864	-0.00111	-0.001571
121	4.1e-05	0.002245	7.4e-05	0.000929
122	-0.000156	-0.000123	0.000502	0.000173
123	-2.5e-05	0.003594	8e-06	0.000929
124	0.000107	-0.000617	-0.000485	0.000304
125	-9e-05	0.001686	0.000337	0.000107
126	0.00014	0.001094	-0.000189	0.00014
127	0.000206	0.000765	0.000206	0.00162
128	0.000173	-0.000156	0.000469	0.002081
129	-2.5e-05	0.000469	0.000633	0.00116
130	8e-06	-0.000123	-0.000255	0.000436
131	-0.000156	0.002081	0.000337	0.000864
132	4.1e-05	0.001982	8e-06	-0.000156
133	-9e-05	0.001456	0.000239	-2.5e-05
134	7.4e-05	0.00287	0.000239	0.000568
135	0.00014	0.000107	-2.5e-05	-0.00065
136	-5.8e-05	0.000666	-0.000979	0.001193
137	7.4e-05	0.003792	-0.000781	-0.000354
138	0.000271	0.004318	0.000765	0.000107
139	7.4e-05	0.004318	-0.00065	-5.8e-05
140	-0.000156	0.003792	-5.8e-05	0.00014
141	-2.5e-05	0.008233	-0.001275	0.001719
142	-0.000156	0.007608	0.000633	0.00014
143	8e-06	0.004713	-0.000222	0.004746
144	-2.5e-05	0.007049	0.000271	0.00139
145	7.4e-05	0.002212	-2.5e-05	0.00616
146	7.4e-05	0.005535	-2.5e-05	0.00264
147	0.00014	0.002805	-0.000222	0.002903
148	0.00014	-0.000387	0.0006	0.001324
149	0.000239	0.007443	0.000765	0.001752
150	8e-06	0.005601	0.000502	0.00241
151	8e-06	0.005535	0.000995	0.000929
152	-2.5e-05	0.007476	0.000666	0.00037
153	0.000239	0.008003	-5.8e-05	0.000535
154	-2.5e-05	0.006917	-0.000419	-0.00111
155	-0.000156	0.007608	0.000732	-0.004762
156	8e-06	0.005535	0.00037	0.000864
157	-0.000189	0.003232	0.000107	0.001522
158	-2.5e-05	0.006095	7.4e-05	0.004515
159	-9e-05	0.00797	0.000239	-0.001637
160	0.000535	0.006917	-0.000518	0.004844
161	-0.001933	0.007213	0.000304	0.002114
162	0.000535	0.005371	0.000173	0.006456
163	-0.000321	0.0057	0.000239	0.004943
164	0.000831	0.006029	0.000304	0.00218
165	8e-06	0.006983	8e-06	0.003463
166	0.000436	0.005897	8e-06	0.000765
167	-0.001406	0.006325	0.000107	0.003331
168	0.000403	0.006621	0.000666	0.002311
169	-0.000485	0.007838	-9e-05	0.002805
170	0.000962	0.007674	0.000337	0.003792
171	0.000206	0.004581	-2.5e-05	0.001916
172	0.000995	0.006753	0.000107	0.003364
173	-2.5e-05	0.00445	-2.5e-05	0.002509
174	-0.000551	0.008068	0.000436	-0.000617
175	0.000568	0.005305	4.1e-05	0.0006
176	-0.001077	0.00593	-0.000123	0.005634
