Ladekurvenmessung
Zeit: 2018_05_02 15.34.31
Info: FVA3, v = 1.5797, T = 40, F = 20, h = 552.7
Ladewiderstand[Ohm]: 1012700
Störkapazität[nF]: 0.000000
Entladezeit[ms]: 100
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500
Verzögerung [ms]: 1
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7
0	0.008858	0.007476	-0.00213	0.022643	-0.010125	0.00445	-0.005585
1	0.01603	0.012247	-0.000354	0.026591	-0.013546	0.010766	0.001028
2	0.014188	0.012148	-0.002295	0.024288	-0.017198	0.00718	0.000666
3	0.015997	0.010075	-0.000814	0.023465	-0.015816	0.009023	-0.002295
4	0.008562	0.014418	-0.004565	0.02238	-0.017066	0.006325	0.003923
5	0.013365	0.012674	-0.003973	0.02182	-0.02029	0.007312	-0.000485
6	0.009615	0.014385	-0.004532	0.020932	-0.017461	0.011523	0.001258
7	0.012444	0.009845	-0.003347	0.02182	-0.021179	0.008299	0.003199
8	0.009384	0.012806	-0.00065	0.0183	-0.02029	0.00366	-0.000485
9	0.010898	0.009055	0.002147	0.019682	-0.0297	0.004811	-0.001966
10	0.009648	0.011029	-0.005223	0.016951	-0.02312	0.003496	0.002147
11	0.008529	0.008792	-0.002722	0.013628	-0.028647	0.003627	-0.001999
12	0.013727	0.010174	-0.005848	0.014418	-0.024173	0.001883	7.4e-05
13	0.008036	0.011589	-0.008184	0.015602	-0.027364	0.002739	-0.001077
14	0.010503	0.011128	-0.008151	0.013234	-0.027166	0.001028	-0.000452
15	0.009154	0.006226	-0.009138	0.012806	-0.026311	0.000403	-0.002163
16	0.010108	0.005601	-0.013118	0.012477	-0.032167	0.000929	-0.000913
17	0.006785	0.008365	-0.009203	0.009516	-0.034338	0.00218	0.000107
18	0.010536	0.007246	-0.010388	0.013102	-0.033845	0.005338	-0.000979
19	0.007937	0.008595	-0.011934	0.009944	-0.034075	0.002805	-0.002163
