Ladekurvenmessung
Zeit: 2018_05_02 15.27.09
Info: FVA3, v = 0.8059, T = 40, F = 20, h = 332.7
Ladewiderstand[Ohm]: 1012700
Störkapazität[nF]: 0.000000
Entladezeit[ms]: 100
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500
Verzögerung [ms]: 1
Ladespannung[V]: 0.200000
	Kurve_1
1104	0.200659
1105	0.201153
1106	0.202008
1107	0.200626
1108	0.202403
1109	0.200791
1110	0.198126
1111	0.198619
1112	0.197797
1113	0.197205
1114	0.195922
1115	0.198488
1116	0.199639
1117	0.194704
1118	0.195001
1119	0.200528
1120	0.195001
1121	0.197665
1122	0.196251
1123	0.199508
1124	0.197731
1125	0.196448
1126	0.202008
1127	0.190888
1128	0.194079
1129	0.193619
1130	0.193915
1131	0.191612
1132	0.192632
1133	0.192698
1134	0.194277
1135	0.192698
1136	0.192434
1137	0.193783
1138	0.193882
1139	0.195494
1140	0.193257
1141	0.196415
1142	0.192961
1143	0.194079
1144	0.18773
1145	0.192994
1146	0.19204
1147	0.19
1148	0.191711
1149	0.192895
1150	0.189605
1151	0.192105
1152	0.19148
1153	0.191053
1154	0.19102
1155	0.190691
1156	0.192961
1157	0.193191
1158	0.191809
1159	0.192303
1160	0.192007
1161	0.190428
1162	0.192369
1163	0.191316
1164	0.190493
1165	0.190691
1166	0.191842
1167	0.189803
1168	0.192204
1169	0.190131
1170	0.192171
1171	0.191809
1172	0.196218
1173	0.190757
1174	0.192994
1175	0.186842
1176	0.190263
1177	0.188618
1178	0.190164
1179	0.191513
1180	0.188519
1181	0.193421
1182	0.190921
1183	0.190888
1184	0.192961
1185	0.193421
1186	0.190526
1187	0.189671
1188	0.191118
1189	0.190691
1190	0.191875
1191	0.191349
1192	0.190592
1193	0.188881
1194	0.193191
1195	0.189638
1196	0.195198
1197	0.190559
1198	0.190559
1199	0.190822
1200	0.190954
1201	0.190691
1202	0.19125
1203	0.192204
1204	0.192105
1205	0.192336
1206	0.191513
1207	0.18898
1208	0.189901
1209	0.19102
1210	0.190757
1211	0.192763
1212	0.19023
1213	0.193356
1214	0.19204
1215	0.192994
1216	0.193652
1217	0.195198
1218	0.190658
1219	0.191053
1220	0.191151
1221	0.190954
1222	0.189704
1223	0.190329
1224	0.195362
1225	0.187335
1226	0.191875
1227	0.193356
1228	0.190131
1229	0.191217
1230	0.191579
1231	0.190296
1232	0.190954
1233	0.192566
1234	0.193125
1235	0.194211
1236	0.193421
1237	0.193125
1238	0.193257
1239	0.193553
1240	0.192796
1241	0.195001
1242	0.19102
1243	0.196481
1244	0.195066
1245	0.193652
1246	0.197238
1247	0.196119
1248	0.19477
1249	0.1976
1250	0.19556
1251	0.194408
1252	0.195593
1253	0.192961
1254	0.195922
1255	0.192204
1256	0.192566
1257	0.193125
1258	0.19352
1259	0.193224
1260	0.194408
1261	0.193849
1262	0.194573
1263	0.195231
1264	0.195231
1265	0.193882
1266	0.19602
1267	0.195988
1268	0.196316
1269	0.193849
1270	0.197106
1271	0.196942
1272	0.196053
1273	0.196645
1274	0.197698
1275	0.197238
1276	0.190822
1277	0.195198
1278	0.193849
1279	0.194014
1280	0.190724
1281	0.197501
1282	0.196053
1283	0.196316
1284	0.19885
1285	0.196086
1286	0.196744
1287	0.192862
1288	0.198027
1289	0.193948
1290	0.195988
1291	0.194211
1292	0.199409
1293	0.193421
1294	0.194244
1295	0.196152
1296	0.194737
1297	0.193783
1298	0.196514
1299	0.194606
1300	0.195527
1301	0.200199
1302	0.196514
1303	0.194639
1304	0.195724
1305	0.193191
1306	0.195461
1307	0.19704
1308	0.191842
1309	0.195955
1310	0.192829
1311	0.194836
1312	0.194639
1313	0.193849
1314	0.197501
1315	0.195461
1316	0.195001
1317	0.196514
1318	0.196711
1319	0.193685
1320	0.191612
1321	0.192434
1322	0.194474
1323	0.193553
1324	0.19204
1325	0.19431
1326	0.19579
1327	0.190822
1328	0.195856
1329	0.195428
1330	0.191053
1331	0.191875
1332	0.194211
1333	0.195001
1334	0.195198
1335	0.197172
1336	0.194211
1337	0.193388
1338	0.193158
1339	0.193224
1340	0.196547
1341	0.192796
1342	0.190921
1343	0.19148
1344	0.192007
1345	0.192138
1346	0.189375
1347	0.19806
1348	0.194737
1349	0.196744
1350	0.195362
1351	0.190921
1352	0.193356
1353	0.191316
1354	0.194014
1355	0.192599
1356	0.191908
1357	0.192994
1358	0.195428
1359	0.192007
1360	0.194112
1361	0.192171
1362	0.192434
1363	0.192533
1364	0.19046
1365	0.19306
1366	0.195362
1367	0.191908
1368	0.19533
1369	0.197929
1370	0.194507
1371	0.194639
1372	0.193323
1373	0.192467
1374	0.193421
1375	0.186447
1376	0.190362
1377	0.19431
1378	0.189177
1379	0.191744
1380	0.192961
1381	0.195099
1382	0.194573
1383	0.19533
1384	0.194375
1385	0.193553
1386	0.196711
1387	0.193158
1388	0.195659
