Ladekurvenmessung
Zeit: 2018_05_04 11.36.30
Info: FVA3, v = 0.748, T = 80, F = 20, h = 160.9
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7
0	0.003761	-1.9e-05	-0.006593	-0.005114	0.002447	0.004583	-0.000183
1	0.001625	-0.001498	-0.004785	-0.005771	0.003433	0.000146	0.000474
2	0.00146	-0.000183	-0.002813	-0.009716	0.005405	0.001625	0.00031
3	0.001132	0.000639	-0.0061	-0.005771	0.004255	-0.00232	0.001296
4	0.00409	0.00031	-0.009223	-0.005936	0.007542	0.002611	-0.001662
5	0.002118	0.000639	-0.007744	-0.006593	0.006884	0.002282	0.000639
6	0.001954	-1.9e-05	-0.00873	-0.00873	0.006062	0.004748	-0.001498
7	0.002282	0.001296	-0.005936	-0.005607	0.007213	0.005076	-0.000841
8	0.002611	-0.001334	-0.008565	-0.011195	0.006556	0.004748	0.000146
9	0.002775	-0.004621	-0.007744	-0.008894	0.009021	0.005734	-0.002813
10	0.000639	-0.004456	-0.008072	-0.011359	0.003433	0.006556	-0.002484
11	0.001296	0.000146	-0.006757	-0.007415	0.006062	0.007706	-0.001169
12	0.002611	-0.002155	-0.00725	-0.008237	0.003104	0.009021	-0.001991
13	0.001296	-0.00232	-0.007415	-0.005607	0.006556	0.00935	0.002118
14	-1.9e-05	-0.003142	-0.006593	-0.006757	0.005898	0.008528	-0.007415
15	0.003761	-0.000183	-0.012346	-0.007908	0.00294	0.010171	0.000474
16	0.000967	-0.002155	-0.008401	-0.007415	0.005569	0.007706	-0.001005
17	0.002447	-0.001005	-0.006757	-0.010045	0.00787	0.010171	0.000474
18	0.001954	-0.000676	-0.007908	-0.004949	0.003926	0.006227	0.000146
19	0.003761	-0.002155	-0.007086	-0.009058	0.004255	0.010007	-0.000183
20	0.006062	-1.9e-05	-0.009058	-0.006593	-0.007744	0.008528	0.000146
21	0.005076	-0.001334	-0.005114	-0.008565	0.000803	0.009185	-0.001662
22	0.000474	-0.002484	-0.007579	-0.005278	0.005405	0.007706	-1.9e-05
23	-0.000676	0.000803	-0.011031	-0.011195	0.00294	0.012144	-0.001662
24	0.001789	-0.002484	-0.010702	-0.008894	0.003597	0.011486	0.00031
25	-0.000347	0.003104	-0.009551	-0.009716	0.004419	0.012308	-0.00232
26	-0.000512	-0.000676	-0.013167	-0.008072	0.00672	0.012144	-0.003635
27	0.002282	-0.001498	-0.009716	-0.009716	0.002611	0.014938	-0.001498
28	0.00031	-0.000347	-0.009387	-0.00988	0.004748	0.01428	-0.002484
29	-0.000183	-0.002648	-0.008072	-0.0061	0.002611	0.013952	-0.000841
30	0.003268	-0.003635	-0.00988	-0.00725	0.003433	0.017239	-0.000183
31	-0.001334	-0.00347	-0.007086	-0.0061	0.000474	0.014773	-0.001498
32	0.003761	0.000146	-0.007415	-0.009223	0.001132	0.015266	-0.004785
33	0.000146	-0.002813	-0.00725	-0.005771	0.000803	0.014445	-0.002813
34	0.000146	-0.002155	-0.008401	-0.005771	0.001625	0.015595	0.00031
35	0.000967	-0.000676	-0.006922	-0.008565	-0.000183	0.013459	-0.00232
36	-0.001498	-0.000347	-0.007086	-0.007744	0.001296	0.013294	-0.004785
37	-1.9e-05	-0.001827	-0.010702	-0.006757	0.000803	0.013459	-0.001334
38	-0.000841	0.00146	-0.008894	-0.011195	0.000146	0.015102	-0.002155
39	-1.9e-05	-0.000512	-0.008565	-0.010045	0.000639	0.011815	-0.00347
40	0.00031	0.000967	-0.008072	-0.007086	0.001132	0.011486	-0.00347
41	0.00294	-1.9e-05	-0.00873	-0.007086	0.001132	0.013294	-0.000841
42	0.003926	0.000639	-0.008237	-0.009058	0.00294	0.015924	-0.001662
43	0.002447	0.000474	-0.010209	-0.009387	0.00146	0.012472	-0.00347
44	-0.000183	-0.002484	-0.009387	-0.006757	0.003104	0.01313	-0.002484
45	0.00294	-0.000841	-0.009551	-0.008072	0.001132	0.014116	0.000803
46	0.000146	-0.003142	-0.009223	-0.008072	-0.001827	0.015102	0.003597
47	0.001132	0.000146	-0.008237	-0.00988	-0.001334	0.013787	-0.000512
48	0.000803	-0.004621	-0.008401	-0.008237	-0.00347	0.013952	0.000803
49	0.002447	-0.002648	-0.009551	-0.009387	-0.004292	0.015266	0.003268
50	0.00294	-0.001662	-0.010866	-0.009058	-0.004456	0.010993	0.001132
51	0.000639	-0.002155	-0.009058	-0.007744	-0.004128	0.012308	-0.002977
52	0.003433	-0.002155	-0.009058	-0.008401	-0.003635	0.013787	-0.002813
53	-0.000183	-0.001005	-0.006757	-0.010045	-0.006593	0.017239	0.000146
54	-0.000841	-0.001991	-0.010702	-0.010538	-0.008237	0.013952	-0.001827
