Ladekurvenmessung
Zeit: 2018_05_03 13.53.46
Info: FVA3, v = 2.06, T = 40, F = 20, h = 599.6
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12	Kurve_13	Kurve_14	Kurve_15	Kurve_16	Kurve_17	Kurve_18
1330	0.199511	0.202469	0.207071	0.193265	0.197867	0.207728	0.197867	0.19458	0.20477	0.128015	0.193758	0.177322	0.168118	0.169105	0.003104	0.19721	0.214631	0.1908
1331	0.201812	0.201319	0.205099	0.195237	0.198196	0.209536	0.197703	0.193101	0.205921	0.133932	0.192443	0.176336	0.166804	0.172885	0.002775	0.197703	0.215289	0.193922
1332	0.203455	0.198196	0.21118	0.192443	0.19458	0.205921	0.197703	0.19721	0.204113	0.136398	0.191293	0.179788	0.170255	0.171406	0.002282	0.196552	0.215453	0.189978
1333	0.201154	0.20214	0.206414	0.189978	0.197867	0.205427	0.200004	0.194909	0.20362	0.138863	0.194251	0.181267	0.169598	0.172885	-0.000183	0.194744	0.213152	0.194744
1334	0.20214	0.202798	0.203948	0.19195	0.196388	0.205592	0.201319	0.196059	0.20477	0.141	0.196388	0.179459	0.169598	0.171077	-0.000512	0.19573	0.216275	0.19573
1335	0.201319	0.200825	0.208222	0.188992	0.19836	0.204277	0.198689	0.196223	0.203291	0.144122	0.195895	0.179623	0.173378	0.115853	-0.000347	0.195237	0.215453	0.184061
1336	0.206085	0.200168	0.205592	0.189978	0.198853	0.201976	0.200497	0.192936	0.20362	0.147738	0.197045	0.180281	0.171406	0.007542	0.000146	0.197867	0.205263	0.19458
1337	0.199182	0.201319	0.205756	0.194087	0.19836	0.199839	0.200004	0.19458	0.204277	0.147574	0.194909	0.179952	0.170748	0.009678	-0.000183	0.196059	0.042221	0.194416
1338	0.198196	0.203948	0.206907	0.191293	0.197867	0.202633	0.194087	0.191786	0.204113	0.15234	0.197703	0.177815	0.174364	0.017732	-0.000347	0.195073	0.047973	0.195566
1339	0.199018	0.201483	0.204934	0.195237	0.197703	0.205263	0.198853	0.195237	0.200332	0.154148	0.194087	0.182582	0.174693	0.024964	-0.000347	0.199018	0.059807	0.196552
1340	0.201647	0.203948	0.207893	0.194251	0.197538	0.203455	0.20099	0.192443	0.203784	0.154312	0.197703	0.177651	0.174528	0.030552	-0.000183	0.196059	0.064738	0.195402
1341	0.200004	0.205921	0.20362	0.194416	0.199182	0.201976	0.199839	0.19458	0.202305	0.152998	0.194744	0.182582	0.178802	0.036962	-1.9e-05	0.197045	0.00409	0.194909
1342	0.203948	0.205263	0.206414	0.196059	0.197703	0.196223	0.201483	0.190964	0.200497	0.158257	0.196717	0.17913	0.177815	0.036304	-0.000183	0.198853	0.009514	0.196059
1343	0.201647	0.205427	0.206414	0.193429	0.196388	0.202305	0.199511	0.193594	0.204441	0.1576	0.199018	0.177158	0.176665	0.00294	-0.000347	0.197703	0.018225	0.194909
1344	0.201976	0.202469	0.209043	0.19573	0.198031	0.202305	0.199839	0.193594	0.20099	0.160887	0.198853	0.179295	0.177322	0.007213	-0.000512	0.194416	0.007706	0.197045
1345	0.201319	0.205592	0.205756	0.195073	0.196059	0.203455	0.200004	0.192115	0.202469	0.163516	0.202633	0.176336	0.178966	0.018225	-0.001169	0.198689	0.020197	0.196388
1346	0.20099	0.205756	0.210687	0.195566	0.198196	0.202633	0.199346	0.192443	0.201154	0.167297	0.20099	0.176994	0.177322	0.022169	0.000967	0.19573	0.028415	0.195566
1347	0.199839	0.20362	0.206085	0.195237	0.194744	0.204934	0.201154	0.191786	0.202305	0.168447	0.199511	0.173707	0.176336	0.020197	-0.000347	0.198524	0.036633	0.192443
1348	0.199675	0.206414	0.204441	0.192608	0.198689	0.202305	0.199675	0.191128	0.203455	0.16894	0.198031	0.174693	0.174364	0.019704	0.000146	0.196881	0.04633	0.195073
1349	0.201154	0.207235	0.202798	0.190307	0.19836	0.202962	0.200497	0.191786	0.203948	0.170913	0.19721	0.174528	0.180774	0.033674	-1.9e-05	0.194744	0.052082	0.192936
1350	0.199675	0.204606	0.206085	0.194416	0.196059	0.206085	0.198031	0.192279	0.199511	0.162202	0.19836	0.173707	0.177322	0.034003	-0.000512	0.197045	0.061779	0.19573
1351	0.200661	0.204277	0.204934	0.194909	0.196881	0.20362	0.200497	0.190471	0.204277	0.170419	0.196552	0.1742	0.172227	0.043207	-0.000512	0.194416	0.067203	0.196059
1352	0.199511	0.204606	0.204606	0.195237	0.200004	0.202633	0.199675	0.1908	0.200825	0.172063	0.198689	0.173871	0.177158	0.046659	0.000474	0.200661	0.074435	0.193922
1353	0.200825	0.202798	0.20477	0.196388	0.199346	0.201812	0.200004	0.187513	0.20214	0.173871	0.195895	0.007706	0.177815	0.050603	0.002282	0.196388	0.019211	0.196059
1354	0.201154	0.205263	0.205099	0.19573	0.20214	0.199675	0.200497	0.191293	0.20362	0.174857	0.19573	0.00672	0.183404	0.059314	-0.000841	0.196881	0.029566	0.19573
1355	0.201647	0.201976	0.206414	0.195237	0.195402	0.202633	0.20214	0.190142	0.201812	0.176829	0.197867	0.013952	0.180938	0.059643	-0.000183	0.199182	0.036469	0.19836
1356	0.200497	0.204934	0.204934	0.196223	0.198196	0.202305	0.200004	0.193429	0.202305	0.176008	0.193594	0.019868	0.183732	0.067532	-0.000512	0.196881	0.043371	0.19721
1357	0.202798	0.200825	0.2074	0.197703	0.19836	0.201812	0.200661	0.192772	0.20099	0.178802	0.194416	0.030223	0.182253	0.07049	-0.000347	0.197867	0.031867	0.19836
1358	0.200004	0.202798	0.202633	0.195402	0.196388	0.203455	0.201319	0.191293	0.201319	0.177651	0.193265	0.036304	0.184883	0.081009	-0.000512	0.199182	0.03992	0.194087
1359	0.201812	0.203784	0.206907	0.196223	0.196223	0.201319	0.199839	0.191457	0.198853	0.180116	0.191786	0.038605	0.182253	0.08216	-0.000183	0.201812	0.046659	0.197374
1360	0.199675	0.204113	0.205592	0.194909	0.196388	0.200497	0.200661	0.191786	0.201319	0.182417	0.188499	0.049781	0.186526	0.087419	0.002282	0.19721	0.05011	0.196388
1361	0.203455	0.20214	0.204113	0.198853	0.198524	0.201812	0.198196	0.192115	0.198689	0.181267	0.186362	0.052411	0.189814	0.093336	0.000639	0.200004	0.063587	0.198853
1362	0.200825	0.203126	0.207893	0.195895	0.196552	0.201319	0.20099	0.191786	0.201647	0.182417	0.187513	0.058492	0.186691	0.096788	0.000146	0.199675	0.064738	0.193922
1363	0.198196	0.205263	0.205921	0.198853	0.195566	0.201976	0.203126	0.192772	0.201647	0.183732	0.186855	0.062601	0.186855	0.100403	-0.000676	0.199018	0.066546	0.195237
1364	0.199511	0.20099	0.201812	0.197374	0.193758	0.204113	0.200004	0.192443	0.201154	0.184225	0.184061	0.069011	0.187513	0.101883	-0.000841	0.201812	0.012637	0.196388
1365	0.198524	0.205921	0.204277	0.197045	0.196223	0.200825	0.19721	0.19458	0.201483	0.187513	0.185047	0.074271	0.187677	0.104184	-0.000841	0.196552	0.017896	0.19573
1366	0.200497	0.205263	0.204113	0.196881	0.19458	0.201976	0.20099	0.195073	0.202469	0.188663	0.182089	0.081831	0.185869	0.105992	-0.000676	0.196881	0.026278	0.196223
1367	0.197538	0.203291	0.203455	0.198196	0.192608	0.201812	0.197867	0.19458	0.20099	0.187513	0.183075	0.085611	0.18817	0.107635	-0.000512	0.196717	0.035154	0.196881
1368	0.200497	0.202469	0.205263	0.197867	0.19721	0.201154	0.196717	0.195566	0.201154	0.191128	0.183404	0.090378	0.186526	0.109607	-0.000676	0.200004	0.037126	0.198524
1369	0.194909	0.202305	0.203291	0.197538	0.196552	0.201154	0.200661	0.193594	0.201647	0.188663	0.182089	0.093993	0.187513	0.111251	-0.000512	0.196059	0.04633	0.195895
1370	0.199675	0.199675	0.205263	0.199018	0.194416	0.201154	0.19836	0.192443	0.202962	0.191457	0.178637	0.097116	0.186526	0.113552	-0.000676	0.19836	0.052247	0.198031
1371	0.198196	0.202305	0.203784	0.197538	0.197045	0.200497	0.197867	0.193922	0.199839	0.191786	0.118154	0.104184	0.190307	0.115524	-0.000676	0.196059	0.056027	0.197703
1372	0.200332	0.198853	0.20477	0.20099	0.197867	0.202469	0.201483	0.191786	0.199675	0.191457	0.117332	0.108293	0.18817	0.114209	-0.000841	0.196388	0.001954	0.197867
1373	0.197538	0.203784	0.204277	0.199346	0.195402	0.201647	0.198031	0.194251	0.200004	0.189978	0.123578	0.109936	0.189814	0.114867	-0.000512	0.198689	0.00031	0.198196
1374	0.198524	0.203455	0.202962	0.201483	0.195895	0.199839	0.200004	0.192936	0.199346	0.194087	0.125057	0.113716	0.19195	0.120126	-0.000676	0.200497	-0.000183	0.19836
1375	0.193265	0.202305	0.203455	0.20362	0.192443	0.20214	0.196552	0.195237	0.198031	0.195566	0.126043	0.118647	0.188992	0.120126	-0.000347	0.200332	0.005898	0.195402
1376	0.197703	0.205099	0.205427	0.199839	0.193265	0.199182	0.197703	0.195237	0.201154	0.196881	0.126207	0.120619	0.189649	0.120291	-0.000512	0.195402	0.003926	0.198853
1377	0.194251	0.201976	0.205099	0.198689	0.193922	0.200332	0.200168	0.195237	0.198853	0.195402	0.130645	0.125386	0.191786	0.123742	-0.000841	0.200661	0.008035	0.199018
1378	0.19836	0.202469	0.204934	0.200004	0.193922	0.198524	0.197374	0.194744	0.200332	0.199839	0.132289	0.126865	0.191293	0.12292	-0.000347	0.198853	0.003761	0.194416
1379	0.193922	0.201647	0.205592	0.201647	0.195566	0.200168	0.195073	0.19573	0.20099	0.198689	0.132782	0.128344	0.193758	0.125221	-0.000841	0.200168	0.004419	0.194251
1380	0.196388	0.202962	0.20477	0.199018	0.194744	0.198853	0.199839	0.192772	0.198196	0.200168	0.13952	0.13196	0.193758	0.129166	-0.000512	0.196223	0.008857	0.197045
1381	0.196552	0.201319	0.20099	0.195566	0.193758	0.201976	0.195895	0.193594	0.197867	0.204606	0.13311	0.133603	0.192936	0.127851	-0.000841	0.198031	0.014609	0.196059
1382	0.19458	0.202633	0.201647	0.202305	0.196552	0.198196	0.197703	0.191786	0.199018	0.20477	0.138699	0.136562	0.190471	0.126043	-0.000512	0.196059	0.023813	0.197703
1383	0.193265	0.199675	0.203784	0.200497	0.197703	0.202469	0.202798	0.190635	0.201647	0.080681	0.13952	0.138863	0.192772	0.126372	-0.000512	0.196223	0.026443	0.195073
1384	0.193101	0.201319	0.204113	0.200168	0.197867	0.201647	0.192279	0.193594	0.200661	0.08594	0.142479	0.140013	0.1908	0.130645	-0.000841	0.200004	0.032853	0.197538
1385	0.191293	0.200497	0.205756	0.201319	0.195566	0.200004	0.195073	0.18932	0.203455	0.091857	0.139685	0.140178	0.189814	0.128508	-0.000512	0.198031	0.037948	0.197538
1386	0.188992	0.201483	0.203291	0.202633	0.198689	0.199511	0.194744	0.195566	0.200661	0.014609	0.143301	0.143958	0.191786	0.13196	-1.9e-05	0.196717	0.044029	0.200004
1387	0.191128	0.201319	0.205921	0.201319	0.196388	0.200497	0.197045	0.19195	0.202798	0.026114	0.143136	0.147738	0.190964	0.131302	0.000146	0.196552	0.049781	0.198031
1388	0.188827	0.205592	0.20477	0.201154	0.199675	0.20099	0.195566	0.193101	0.203291	0.032195	0.146259	0.150204	0.191457	0.135411	-0.000512	0.196881	0.054219	0.198853
1389	0.193429	0.199675	0.205921	0.202962	0.199346	0.19836	0.197867	0.193101	0.200004	0.038276	0.145108	0.146916	0.191293	0.137219	-0.000347	0.199018	0.056356	0.199675
1390	0.189156	0.199839	0.207071	0.201812	0.198689	0.20099	0.195073	0.196223	0.199182	0.045344	0.149053	0.151025	0.194744	0.140178	-0.000512	0.200332	0.057013	0.196717
1391	0.19195	0.20214	0.204606	0.20214	0.201647	0.198853	0.195237	0.191128	0.201319	0.050603	0.156285	0.15234	0.194251	0.141	-0.000676	0.199675	0.061286	0.199839
1392	0.189978	0.202469	0.204934	0.201154	0.199839	0.201154	0.196388	0.193101	0.199675	0.020033	0.148067	0.154806	0.19195	0.142314	-0.000183	0.194909	0.064409	0.196223
1393	0.192443	0.202798	0.208057	0.205099	0.199675	0.19836	0.195237	0.191128	0.199346	0.028744	0.153819	0.150861	0.192115	0.143794	-0.000183	0.198196	0.065724	0.198196
1394	0.194087	0.20214	0.205592	0.201154	0.200497	0.200661	0.196717	0.193429	0.19836	0.034989	0.157271	0.150368	0.195073	0.146588	-0.000183	0.199346	0.073449	0.19573
1395	0.190635	0.202962	0.2074	0.203784	0.198196	0.201976	0.194909	0.190471	0.201154	0.043043	0.155299	0.147081	0.191786	0.147738	-0.000183	0.197703	0.074106	0.196717
1396	0.189156	0.204606	0.209208	0.200825	0.198196	0.202962	0.194087	0.194087	0.200168	0.048302	0.157107	0.151518	0.195073	0.148889	-0.001662	0.198853	0.076407	0.195402
1397	0.188827	0.202798	0.203291	0.203784	0.199839	0.199182	0.193101	0.192115	0.199346	0.051589	0.161215	0.153326	0.193265	0.152176	-1.9e-05	0.197374	0.043207	0.196717
1398	0.189485	0.207564	0.201483	0.198031	0.197374	0.200332	0.193265	0.189978	0.203291	0.040577	0.157107	0.152669	0.188499	0.154477	-0.000512	0.196059	0.043536	0.195073
1399	0.187677	0.20362	0.20362	0.199675	0.201319	0.199675	0.192608	0.191128	0.200168	0.042057	0.159901	0.15497	0.192279	0.154806	-1.9e-05	0.195402	0.047973	0.19721
1400	0.192115	0.201976	0.206085	0.199511	0.200497	0.200661	0.192936	0.190964	0.200825	0.052411	0.16516	0.155792	0.192608	0.15875	-0.000512	0.199839	0.051754	0.196388
1401	0.181924	0.203291	0.204277	0.201319	0.198853	0.199675	0.189814	0.194909	0.199346	0.05537	0.165653	0.155299	0.190471	0.156449	-1.9e-05	0.194416	0.056191	0.196552
1402	0.188663	0.202305	0.20477	0.199839	0.200332	0.200825	0.193594	0.190142	0.199511	0.05652	0.162859	0.156285	0.19458	0.158914	0.000474	0.199675	0.060465	0.199018
1403	0.186033	0.204113	0.204113	0.19836	0.200004	0.198853	0.189485	0.193922	0.198689	0.063752	0.161051	0.159243	0.190964	0.162366	-0.000183	0.199675	0.063587	0.195895
1404	0.191457	0.200661	0.204606	0.202798	0.20099	0.200168	0.191786	0.191786	0.198524	0.067532	0.125221	0.160722	0.194087	0.161709	-0.000347	0.196881	0.070655	0.024142
1405	0.190307	0.202469	0.205099	0.199346	0.20362	0.200497	0.191293	0.191621	0.195566	0.069176	0.129988	0.163681	0.193594	0.161544	-0.000183	0.199018	0.074764	0.032195
1406	0.186526	0.201812	0.204441	0.200825	0.199675	0.200825	0.190471	0.190142	0.197538	0.076736	0.130316	0.156613	0.167297	0.163352	-0.000512	0.198524	0.075585	0.040249
1407	0.186691	0.202469	0.203784	0.201812	0.20362	0.201319	0.189649	0.190471	0.197867	0.077886	0.135247	0.164831	0.16516	0.162202	-0.000183	0.19836	0.080023	0.047973
1408	0.187677	0.20214	0.203291	0.202469	0.201976	0.199018	0.189814	0.190471	0.199675	0.083803	0.136233	0.164174	0.163023	0.163681	-0.000347	0.196717	0.082488	0.056356
1409	0.187184	0.20362	0.203126	0.198853	0.202633	0.201483	0.18932	0.189978	0.19836	0.086597	0.138041	0.164174	0.167461	0.007377	-0.000183	0.200332	0.089227	0.058328
1410	0.188663	0.20214	0.205427	0.202633	0.200661	0.200168	0.189978	0.190142	0.19573	0.092186	0.144944	0.16516	0.158093	0.012308	-0.000347	0.199182	0.090542	0.063094
1411	0.188006	0.204277	0.203291	0.200332	0.202962	0.200332	0.189814	0.193101	0.196881	0.094322	0.144944	0.161873	0.157928	0.023156	-0.001169	0.199018	0.09498	0.069833
1412	0.186691	0.204113	0.204441	0.199839	0.201319	0.201154	0.186198	0.181267	0.194416	0.099746	0.147903	0.162037	0.153984	0.02447	-0.000183	0.19836	0.095801	0.07575
1413	0.188663	0.202469	0.198031	0.198689	0.20099	0.203455	0.188499	0.190635	0.197703	0.102869	0.141328	0.165982	0.061944	0.036633	-0.000347	0.198853	0.10139	0.078544
1414	0.189156	0.202305	0.201319	0.199346	0.202633	0.200168	0.188334	0.191457	0.196388	0.108293	0.150532	0.164831	0.0603	0.037783	-0.000183	0.19721	0.104348	0.085283
1415	0.18817	0.202962	0.202305	0.19721	0.200825	0.203126	0.190635	0.191457	0.196223	0.110265	0.153162	0.169433	0.071805	0.04255	-1.9e-05	0.197045	0.108786	0.089227
1416	0.1908	0.20477	0.200168	0.196717	0.20477	0.200497	0.18932	0.194087	0.197538	0.114045	0.156285	0.169926	0.069176	0.048302	-0.000183	0.200168	0.110922	0.092843
1417	0.188827	0.201647	0.200661	0.19721	0.200004	0.20362	0.18817	0.191293	0.198196	0.118154	0.1576	0.165489	0.076736	0.052082	0.000967	0.198524	0.112566	0.095637
1418	0.186526	0.203784	0.20099	0.197703	0.200004	0.202633	0.187348	0.1908	0.19573	0.120126	0.158093	0.16894	0.081995	0.059478	0.003597	0.197867	0.117496	0.10139
1419	0.18932	0.202962	0.200332	0.200825	0.20099	0.202305	0.18817	0.191786	0.199346	0.122756	0.15875	0.171899	0.08216	0.00935	0.011486	0.199346	0.121441	0.105663
1420	0.188499	0.203291	0.200168	0.195073	0.201647	0.201976	0.187677	0.189649	0.199346	0.124399	0.160229	0.172556	0.086597	0.017896	0.005569	0.197045	0.124071	0.108786
1421	0.195402	0.200497	0.20099	0.199018	0.199511	0.201647	0.187513	0.189649	0.197374	0.127358	0.160887	0.1742	0.091199	0.025128	0.006227	0.195073	0.127358	0.114045
1422	0.191293	0.202962	0.20099	0.197867	0.199511	0.200825	0.187841	0.191128	0.196059	0.129166	0.166639	0.174364	0.099746	0.031373	-0.008237	0.20099	0.132289	0.117825
1423	0.1908	0.200168	0.201647	0.197538	0.198031	0.202305	0.182911	0.188006	0.197045	0.133932	0.165982	0.173378	0.097938	0.038112	-0.052942	0.199182	0.133275	0.121934
1424	0.195073	0.197538	0.19836	0.198031	0.201647	0.200497	0.187019	0.188827	0.196552	0.133603	0.164338	0.177651	0.102376	0.045508	-0.001498	0.200825	0.139027	0.123085
1425	0.19458	0.201483	0.201319	0.19721	0.199675	0.200497	0.186855	0.192936	0.194416	0.139849	0.165982	0.176665	0.006556	0.050274	-0.000676	0.200661	0.138863	0.128344
1426	0.192279	0.20099	0.197538	0.19458	0.203291	0.202469	0.185869	0.193101	0.19721	0.142479	0.169105	0.176829	0.014445	0.059807	-0.000347	0.199018	0.146423	0.12818
1427	0.198031	0.20099	0.200168	0.198853	0.200661	0.201483	0.18817	0.192443	0.195895	0.141164	0.173542	0.176172	0.021183	0.061122	0.000146	0.201154	0.145273	0.132453
1428	0.194416	0.204113	0.196552	0.196388	0.198853	0.201647	0.186855	0.195402	0.199018	0.14856	0.171241	0.175021	0.027758	0.067861	-0.000512	0.201319	0.147903	0.133603
1429	0.197703	0.20362	0.198853	0.197703	0.200661	0.200497	0.184061	0.194909	0.197374	0.148231	0.174035	0.180281	0.009678	0.07049	0.000803	0.200497	0.150532	0.133932
1430	0.199839	0.204113	0.196388	0.20099	0.198031	0.203291	0.187841	0.195402	0.198689	0.15234	0.175679	0.180774	0.014609	0.078708	-0.000347	0.20099	0.154806	0.140178
1431	0.196552	0.205592	0.197867	0.196223	0.200168	0.202305	0.183897	0.193758	0.206742	0.155627	0.177651	0.179623	0.027429	0.078544	0.003597	0.199182	0.155299	0.13952
1432	0.198524	0.200661	0.194909	0.193758	0.19836	0.203784	0.183404	0.196059	0.198689	0.156285	0.176829	0.185705	0.031867	0.084461	0.010829	0.201319	0.155463	0.143465
1433	0.192772	0.204277	0.194744	0.19573	0.198524	0.202305	0.181103	0.195237	0.199182	0.161051	0.182089	0.179295	0.038934	0.089227	0.000146	0.200661	0.159408	0.151847
1434	0.195073	0.201976	0.193429	0.193594	0.197374	0.201976	0.186855	0.199018	0.20214	0.162037	0.179623	0.182746	0.046823	0.095966	0.001789	0.201483	0.151683	0.147574
1435	0.195566	0.202798	0.192608	0.194087	0.198853	0.20099	0.185869	0.198853	0.200168	0.161873	0.183239	0.183897	0.053233	0.09991	0.001296	0.198853	0.158914	0.150861
1436	0.199839	0.202798	0.192936	0.197703	0.199018	0.202305	0.187841	0.196717	0.201483	0.165817	0.179952	0.185212	0.059314	0.104348	0.001132	0.200168	0.162366	0.152176
1437	0.197703	0.203455	0.193758	0.199018	0.199346	0.202962	0.18554	0.195073	0.198853	0.167297	0.157271	0.18554	0.066053	0.110593	-0.000183	0.200332	0.16779	0.153491
1438	0.200004	0.201154	0.193101	0.194087	0.200004	0.200497	0.186362	0.194251	0.198524	0.169762	0.139192	0.186033	0.075257	0.111251	-1.9e-05	0.202633	0.170419	0.156285
1439	0.198524	0.205263	0.191457	0.19721	0.199018	0.201647	0.186691	0.194416	0.201154	0.171241	0.143958	0.188499	0.079037	0.117332	0.000146	0.200168	0.016581	0.158093
1440	0.199182	0.202633	0.192772	0.19721	0.199018	0.199675	0.188006	0.198031	0.199346	0.173542	0.148889	0.187677	0.084789	0.118647	0.005076	0.202962	0.025785	0.159736
1441	0.199675	0.202633	0.189649	0.187184	0.200332	0.199018	0.186691	0.199018	0.20099	0.172227	0.143958	0.189814	0.091857	0.124893	-0.000183	0.204441	0.038769	0.161051
1442	0.201319	0.203948	0.193101	0.19721	0.199675	0.201319	0.189978	0.197703	0.200825	0.17798	0.150697	0.192115	0.093993	0.127358	-1.9e-05	0.202962	0.045837	0.160887
1443	0.198853	0.204113	0.190964	0.195237	0.197045	0.20099	0.188663	0.199018	0.198689	0.176665	0.14856	0.182582	0.097938	0.13459	-0.000183	0.203784	0.055041	0.164174
1444	0.202798	0.199182	0.193758	0.19721	0.198524	0.197703	0.189649	0.199182	0.19836	0.182582	0.154148	0.189978	0.103197	0.131467	-0.000512	0.202798	0.065067	0.167297
1445	0.201647	0.205921	0.18932	0.195073	0.196881	0.200332	0.189485	0.200497	0.199511	0.181267	0.157435	0.192936	0.109772	0.139849	-0.000183	0.202962	0.07197	0.166146
1446	0.204606	0.206249	0.189156	0.197374	0.200168	0.199675	0.192115	0.197538	0.200661	0.185047	0.158421	0.19195	0.111744	0.141657	-0.000183	0.201647	0.021676	0.170255
1447	0.202798	0.202469	0.186526	0.197867	0.199675	0.199839	0.192443	0.199511	0.197703	0.185869	0.159572	0.193594	0.116017	0.142643	-0.000183	0.205263	0.01954	0.168612
1448	0.200661	0.204441	0.186362	0.196223	0.199346	0.199182	0.192772	0.198524	0.199182	0.188992	0.16401	0.192443	0.119797	0.145108	-0.000183	0.194909	0.027922	0.170255
1449	0.201154	0.201647	0.188334	0.194744	0.198689	0.199839	0.193922	0.19836	0.199018	0.188006	0.164503	0.192443	0.124893	0.146916	-0.000183	0.20099	0.040577	0.169105
1450	0.195566	0.206249	0.190142	0.197703	0.201319	0.200497	0.192608	0.19836	0.200497	0.193101	0.166639	0.191457	0.125057	0.15119	-1.9e-05	0.199675	0.042221	0.173049
1451	0.198853	0.204934	0.186362	0.195895	0.199346	0.199182	0.195237	0.198031	0.200825	0.189156	0.165982	0.195402	0.130645	0.152998	-1.9e-05	0.199675	0.048631	0.1742
1452	0.200497	0.203455	0.18817	0.19721	0.199839	0.200661	0.196388	0.19836	0.199675	0.186033	0.168776	0.196881	0.130809	0.155463	0.000474	0.200332	0.056191	0.172063
1453	0.198196	0.206907	0.190142	0.196059	0.199182	0.200825	0.195237	0.19573	0.1908	0.193101	0.169762	0.196059	0.135576	0.157764	0.001954	0.022334	0.062437	0.173707
1454	0.20214	0.204934	0.186855	0.197867	0.199346	0.197045	0.194909	0.200825	0.196059	0.184554	0.172063	0.195237	0.141164	0.160394	-0.002155	0.000639	0.071148	0.175021
1455	0.199839	0.201812	0.191128	0.197867	0.196388	0.199839	0.197374	0.197703	0.198196	0.189649	0.171077	0.194744	0.139849	0.16138	-0.000676	0.0105	0.060136	0.176829
1456	0.198031	0.205592	0.18817	0.197538	0.200168	0.197045	0.194251	0.199182	0.196552	0.18932	0.171734	0.197374	0.144944	0.165653	0.002775	0.000639	0.061615	0.178966
1457	0.201647	0.202962	0.189978	0.199018	0.200497	0.197045	0.198853	0.199182	0.199182	0.186691	0.174035	0.196059	0.147903	0.160065	0.001789	-0.001827	0.025128	0.180774
1458	0.199675	0.204277	0.185212	0.19721	0.200332	0.197867	0.198524	0.199346	0.196717	0.188499	0.1742	0.195402	0.147903	0.169433	-0.000512	0.006391	0.006556	0.178966
1459	0.202305	0.204113	0.187677	0.201154	0.201647	0.19836	0.200497	0.196552	0.196717	0.185869	0.172885	0.195566	0.152011	0.172227	0.003104	0.019868	0.013294	0.17913
1460	0.202469	0.203126	0.188499	0.196717	0.19836	0.198524	0.200332	0.200497	0.192443	0.18817	0.172556	0.19458	0.152505	0.170913	0.00294	0.028415	0.015266	0.178144
1461	0.201483	0.205592	0.188827	0.199346	0.200168	0.197045	0.199018	0.196223	0.197867	0.081995	0.173049	0.195895	0.157107	0.17535	0.010007	0.032688	0.026278	0.18176
1462	0.201812	0.206742	0.187019	0.198689	0.198524	0.200168	0.201812	0.197867	0.194909	0.084296	0.175186	0.197045	0.157764	0.176665	0.001132	0.043207	0.032688	0.182582
1463	0.200168	0.20477	0.190471	0.198689	0.200661	0.201319	0.197703	0.19721	0.194744	0.089227	0.175021	0.195237	0.159243	0.176336	0.004583	0.045837	0.037126	0.182417
1464	0.202962	0.20477	0.190307	0.198031	0.201154	0.200004	0.197703	0.196881	0.194744	0.091857	0.174857	0.200168	0.161709	0.178802	0.012637	0.051261	0.043865	0.179623
1465	0.200168	0.205756	0.191128	0.198196	0.199675	0.197703	0.19836	0.193101	0.192115	0.096952	0.176665	0.193101	0.162366	0.179459	0.013623	0.058821	0.047809	0.187841
1466	0.200332	0.206249	0.189485	0.196881	0.199018	0.19836	0.199675	0.201976	0.195566	0.096788	0.174857	0.196881	0.165324	0.179952	0.00409	0.065724	0.051754	0.184554
1467	0.200168	0.205099	0.193594	0.199182	0.199182	0.198524	0.19836	0.19573	0.192936	0.001625	0.178144	0.194744	0.166146	0.181596	-0.030754	0.071641	0.056027	0.182746
1468	0.200168	0.203455	0.193758	0.197538	0.200168	0.19836	0.20099	0.19836	0.193758	0.003761	0.178966	0.13459	0.169598	0.184554	0.003926	0.080187	0.057013	0.185047
1469	0.201319	0.205099	0.192608	0.198524	0.201647	0.197867	0.200497	0.198524	0.191786	0.006556	0.181103	0.134918	0.166311	0.183897	0.004583	0.082324	0.046987	0.184554
1470	0.201154	0.203126	0.194251	0.198196	0.199675	0.196717	0.201976	0.19573	0.193265	0.011158	0.17913	0.135247	0.173214	0.183568	-0.000183	0.093172	0.031702	0.185047
1471	0.197867	0.203784	0.192608	0.199346	0.20477	0.195237	0.201154	0.197045	0.191786	0.012472	0.179623	0.140506	0.172063	0.184883	0.000967	0.096294	0.000803	0.186691
1472	0.205592	0.20362	0.196717	0.198689	0.200825	0.19573	0.198031	0.19721	0.192936	0.001296	0.177815	0.142972	0.175679	0.181267	0.000474	0.101883	0.001625	0.186362
1473	0.204277	0.206907	0.193101	0.197703	0.20362	0.196059	0.196388	0.198524	0.193101	0.009021	0.177487	0.146752	0.178473	0.184718	0.006884	0.104841	0.00672	0.18817
1474	0.202469	0.199839	0.193429	0.199346	0.201319	0.196388	0.197703	0.19836	0.190964	0.016746	0.177322	0.147245	0.177815	0.182417	-0.000183	0.1101	0.012472	0.187513
