Ladekurvenmessung
Zeit: 2018_05_03 13.53.46
Info: FVA3, v = 2.06, T = 40, F = 20, h = 599.6
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12	Kurve_13	Kurve_14	Kurve_15	Kurve_16	Kurve_17	Kurve_18
414	0.000639	0.003597	0.00146	0.004912	0.003104	0.006062	0.002775	-0.011852	0.008692	-0.002484	-0.010702	-0.004128	0.019375	-0.007744	0.00294	-0.028946	-0.0061	-0.007744
415	-0.000512	0.000474	0.001132	0.004255	0.003433	0.00409	-0.000512	-0.008894	0.002775	-0.004456	-0.01251	0.001789	0.01691	-0.00347	0.003268	-0.031247	-0.004456	-0.004621
416	0.001625	0.000967	0.000967	0.006391	0.004583	0.004255	0.00146	-0.00873	0.004255	-0.000841	-0.00873	-0.003142	0.018389	-0.001827	0.003597	-0.028781	-0.005278	-0.004456
417	0.00294	0.001625	0.000474	0.006062	0.003268	0.002611	-0.002484	-0.007086	0.00294	-0.001169	-0.009551	-0.002977	0.01576	-0.001991	0.001789	-0.030096	-0.006757	-0.004456
418	0.002447	0.002611	0.00031	0.006884	0.00409	0.004748	0.000474	-0.00725	0.006556	-0.002977	-0.007908	-0.003963	0.01428	-0.003799	0.00294	-0.004128	-0.003963	-0.002484
419	0.001132	0.002775	0.00031	0.005734	0.005076	0.003268	0.001625	-0.00725	0.003433	-0.003306	-0.00873	-0.001169	0.013952	-0.001005	0.000803	-0.003142	-0.005114	-0.005771
420	0.002447	0.000474	0.003268	0.004912	0.003433	0.003597	0.001625	-0.007415	0.001789	0.000146	-0.010373	-0.002813	0.015595	-0.001334	0.002118	-0.008401	-0.004456	-0.004292
421	0.002447	0.00294	-0.001169	0.003761	0.006062	0.005569	0.00294	-0.005771	0.003104	-0.005443	-0.011688	-0.001169	0.013787	-0.003142	0.00031	-0.007908	0.001296	-0.00347
422	0.003268	0.004419	0.001296	0.007213	0.00294	0.005076	0.00146	-0.0061	0.003597	-0.001169	-0.011852	-0.003306	0.012144	-0.002813	0.001296	-0.009716	-0.001498	-0.001662
423	0.001954	0.004419	-0.000183	0.003268	0.003104	0.00294	-0.000183	-0.004785	0.00409	-0.004785	-0.01366	0.000803	0.010993	-0.000183	-0.000347	-0.010373	-0.003142	-0.002977
424	0.00294	0.000803	0.005076	0.007213	0.004912	0.003597	0.001296	-0.006429	0.003433	-0.004456	-0.010373	0.001132	0.008035	0.00031	-0.001827	-0.010702	-0.002813	-0.000512
425	-0.000183	0.003433	0.003104	0.004255	0.004255	0.005898	0.001296	-0.005278	0.000639	-0.004949	-0.009387	-0.000676	0.007706	0.001625	-0.000676	-0.011359	-0.002155	-0.004949
426	0.002447	0.003268	0.005734	0.00787	0.003597	0.00294	0.001132	-0.002155	0.000639	-0.004621	-0.001334	0.003433	0.007377	0.004255	0.003433	-0.01366	-0.003142	-0.001498
427	0.001954	0.005405	0.002282	0.006884	0.001789	0.006227	0.00031	-0.001662	0.005405	-0.004785	-0.004292	-0.000183	0.005241	0.003597	-1.9e-05	-0.010702	-0.002648	-0.000512
428	-0.001169	0.005405	0.003597	0.004748	0.003104	0.003104	-0.001169	-0.005443	0.000967	-0.003963	-0.003142	-0.000676	0.005076	0.006062	-0.001991	-0.013332	-0.004128	-0.001498
429	0.00409	0.003433	0.001625	0.006062	-0.001169	0.005076	0.002118	-0.003799	0.001789	-0.00347	-0.002155	0.001625	0.003597	0.004419	0.000967	-0.010045	-0.001005	-0.003635
430	0.001296	0.008363	0.000474	0.006227	0.004419	0.00409	0.00031	-0.005278	0.000474	-0.003306	-0.001662	0.001954	0.001132	0.008035	-0.001662	-0.01251	-0.000183	-0.003142
431	0.004748	0.003926	0.003268	0.004419	0.004583	0.005734	0.000803	-0.004949	0.002611	-0.001498	-0.004621	0.003926	0.002447	0.010336	0.001132	-0.008894	-0.00232	-0.002977
432	0.002118	0.005569	0.003104	0.00409	0.001132	0.001789	-0.000676	-0.003635	0.000146	-0.001991	-0.003799	0.004912	0.002118	0.006884	-0.002155	-0.010702	0.000474	-0.004128
433	0.001954	0.006556	-0.002648	0.005405	0.001296	0.003433	-0.000183	-0.003963	0.005076	0.00146	-0.004621	0.00294	-0.004785	0.009021	-0.000841	-0.010045	-0.004292	-0.001991
434	-0.000183	0.006556	-0.004456	0.003761	0.002282	0.00146	-0.001169	-0.001827	0.00146	-0.00347	-0.00232	0.006556	0.001296	0.009185	-0.001991	-0.011031	-0.001827	-0.003635
435	0.003433	0.005241	0.004748	0.007542	-0.001005	0.005569	0.000474	-0.003635	0.002118	-0.003142	-0.005443	0.006556	-0.005278	0.007213	-0.001662	-0.008072	-0.003142	-0.001662
436	0.000474	0.010007	-0.001005	0.003433	-0.001662	0.000803	-0.001991	0.001296	0.001954	-0.001662	-0.006593	0.009843	-0.004621	0.013294	-0.004949	-0.011852	-0.001827	-0.004785
437	0.000146	0.005405	0.000967	0.003597	0.002611	0.002775	0.002775	-0.003306	0.00146	-0.002977	-0.006429	0.005898	-0.005771	0.012472	-0.004292	-0.012674	-0.002813	-0.002155
438	0.002282	0.007049	0.00031	0.002775	-1.9e-05	0.004419	0.000803	-0.000841	-0.000183	-0.001662	-0.007415	0.008692	-0.006593	0.009514	-0.00725	-0.008401	-0.001991	0.000639
439	0.000639	0.005734	0.005734	0.005405	-0.000512	0.001625	-0.000676	-0.001991	0.001296	0.00031	-0.006264	0.008692	-0.008072	0.012637	-0.011031	-0.009058	-0.001827	-0.000512
440	0.003104	0.007049	0.002775	0.002611	-0.000676	0.004255	-0.000347	0.000146	-0.000183	-0.00347	-0.006922	0.009514	-0.010045	0.014445	-0.007744	-0.005936	-0.001498	-0.001169
441	0.000639	0.00672	0.00409	0.005898	0.001954	0.001954	0.001954	-0.004128	0.000474	-0.001334	-0.004456	0.010664	-0.012181	0.014609	-0.008237	-0.005114	-0.001005	0.000639
442	-0.000512	0.005898	0.003597	0.003926	-0.000676	0.002775	0.004912	-0.002484	-0.002155	-0.003142	-0.011195	0.008528	-0.010209	0.017239	-0.003306	-0.003635	-0.002977	-0.00232
443	0.002447	0.007542	0.003433	0.00409	0.000639	0.00031	0.003433	-0.002977	-0.001991	-0.001827	-0.008565	0.008528	-0.010538	0.016581	-0.002155	0.000474	0.000803	-0.002648
444	0.001625	0.008035	0.004583	0.00672	-0.001005	0.00294	0.003597	-0.003799	0.004583	-0.001991	-0.006264	0.009678	-0.012181	0.017896	0.002118	0.004583	-0.002977	-0.000841
445	-0.000347	0.007049	0.00409	0.002447	-0.001169	0.00409	0.00294	-0.004785	-0.001334	-0.001991	-0.006593	0.009678	-0.013496	0.01954	-0.004128	0.001132	-0.002813	-0.001827
446	0.003104	0.008528	0.005241	0.002447	-0.003635	0.008035	0.004419	-0.004949	-0.001005	-0.002648	-0.008401	0.010336	-0.011195	0.018061	-0.007086	0.009678	-0.000347	-0.002155
447	0.00146	0.008199	0.002447	0.006227	-0.005278	0.007706	0.001132	-0.006429	-0.000512	-0.001827	-0.002977	0.011322	-0.013496	0.020197	-0.005443	0.005898	-0.000841	-0.00232
448	0.000803	0.005898	0.004583	0.000146	-0.003799	0.003268	0.002282	-0.005771	0.003104	-0.000512	-0.010702	0.013952	-0.011195	0.021512	-0.005443	0.007706	-0.002155	-0.001169
449	0.001132	0.009021	0.00294	0.004255	-1.9e-05	0.003597	0.001296	-0.005114	-0.001827	-0.002813	-0.005278	0.009843	-0.011688	0.016253	-0.010702	0.010171	0.00294	-0.001334
450	0.001954	0.005734	-0.003799	0.002447	-0.004456	0.00294	0.005405	-0.005114	-0.000347	-0.000676	-0.004785	0.008199	-0.013496	0.018389	-0.011031	0.011815	-0.005278	-0.001991
451	0.001296	0.005076	0.002775	0.000146	-0.006429	0.002447	0.001296	-0.000841	-0.000676	-0.004621	-0.006264	0.008857	-0.012017	0.019868	-0.009387	0.014609	-0.000347	-0.000841
452	0.003104	0.004912	0.006062	-0.000183	-0.004292	0.005241	0.003926	-0.0061	-0.000676	0.000967	-0.003306	0.007377	-0.014975	0.017896	-0.011852	0.015431	-0.001169	-0.002813
453	0.001954	0.007706	0.001954	0.002447	-0.002977	0.002447	0.001789	-0.004785	-0.000841	-0.000841	-0.006264	0.008528	-0.010702	0.008857	-0.014153	0.016417	-0.001169	-0.000347
454	0.005405	0.00409	0.004419	0.003268	-0.001169	0.001132	0.005405	-0.004621	-0.002648	-0.000676	-0.005607	0.005898	-0.01251	0.005734	-0.017112	0.019375	0.000146	0.002447
455	0.002611	0.006391	0.003597	0.003761	-0.004785	0.005898	0.003268	-0.004128	-0.002813	-0.001169	-0.007744	0.008363	-0.013332	0.006391	-0.016783	0.022005	-0.002155	-0.000183
456	0.003268	0.006391	0.004419	0.006556	-0.001498	0.003104	0.004255	-0.005114	-0.00232	-0.001662	-0.004949	0.006227	-0.013003	0.007377	-0.019742	0.022169	0.001625	0.000474
457	0.00146	0.004912	0.004255	0.004419	-0.003963	0.005405	0.003433	-0.003963	-0.00232	-0.003635	-0.005607	0.001132	-0.013825	0.007377	-0.024344	0.024306	-0.000841	-0.002813
458	-0.000676	0.009021	0.003926	0.007706	-0.002484	0.003268	-1.9e-05	-0.002977	-0.001498	0.000146	-0.006593	0.002775	-0.01251	0.009185	-0.023522	0.024964	0.000474	-0.001498
459	0.001296	0.004583	0.004255	0.004748	-0.004128	0.004912	0.003433	-0.000347	-0.000347	-0.001498	-0.008565	-0.002813	-0.010045	0.013787	-0.025165	0.029072	-0.003142	-0.000676
460	0.003926	0.004912	0.006062	0.006227	-0.003799	0.00146	-1.9e-05	-0.003799	-0.003963	0.000474	-0.006264	-0.00347	-0.013003	0.009514	-0.015797	0.02973	-0.001334	0.000803
461	0.003433	0.004748	0.006227	0.005405	-0.003306	0.003926	0.005405	-0.004292	-0.002813	-0.002648	-0.0061	0.002447	-0.012017	0.004583	-0.014153	0.033017	-0.003306	0.00031
462	0.004912	0.005076	0.004419	0.004748	-0.002813	0.002611	0.006227	-0.004785	-0.004292	-0.001662	-0.004785	0.001296	-0.014153	0.003268	-0.02007	0.032524	-0.001991	0.002611
463	0.004419	0.005569	0.003926	0.002775	-0.003306	0.005898	0.003268	-0.00725	-0.002813	0.00031	-0.004785	-0.002813	-0.014647	0.002775	-0.018427	0.036633	-0.001334	-0.004785
464	0.004748	0.006391	0.004912	0.008692	-0.001662	0.002447	0.004912	-0.007086	-0.00347	-0.000347	-0.009223	0.000146	-0.011195	0.004255	-0.024508	0.037126	-0.000183	-0.001005
465	0.005405	0.002447	0.006062	0.002447	-0.004621	0.003268	0.002447	-0.006593	-0.003306	0.000474	-0.008237	-0.003142	-0.011524	-0.000347	-0.022207	0.038769	0.002118	-0.002813
466	0.003268	0.004912	0.00409	0.004419	-0.003963	0.005898	0.001789	-0.007908	-0.001827	-1.9e-05	-0.0061	0.000474	-0.013825	0.004419	-0.025165	0.036962	-0.001169	-0.00232
467	0.004912	0.005405	0.006062	0.006227	-0.005607	0.003268	0.003926	-0.007086	-0.000183	-0.000183	-0.003963	-0.00347	-0.010045	0.000967	-0.023193	0.035975	-0.003306	-0.001169
468	-0.001005	0.003761	0.002118	0.001954	-0.004128	0.003104	0.003268	-0.005936	-0.001991	0.003761	-0.0061	-0.004621	-0.011359	0.002611	-0.028453	0.029237	-0.000841	-0.001498
469	0.007049	0.002282	0.000967	0.009678	-0.001662	0.003597	0.002118	-0.010373	-0.000347	-0.002155	-0.004621	-0.006922	-0.010866	0.001954	-0.024015	0.036304	-0.002484	-0.000183
470	0.004255	0.003268	0.004419	0.005076	-0.001991	0.00146	0.002118	-0.006429	0.001625	-0.000183	-0.006264	-0.006593	-0.010209	0.004419	-0.028124	0.034496	-0.000512	0.001296
471	0.005241	0.001132	0.004419	0.005898	-0.000841	0.002447	0.003104	-0.005443	-0.002484	0.00031	-0.004621	-0.009716	-0.00873	0.000474	-0.028946	0.032853	0.001132	0.000967
472	0.003597	-0.000841	0.004255	0.005241	-0.00347	0.002611	0.00672	-0.005443	-0.003635	-0.002484	-0.004292	-0.008072	-0.010045	0.002282	-0.026973	0.035647	-0.000841	0.000639
473	0.005241	0.000803	0.006391	0.006391	-0.000183	0.003268	0.004912	-0.004456	-0.005278	-0.001334	-0.000512	-0.012181	-0.00873	0.005076	-0.027631	0.033674	-0.000676	0.002611
474	0.004255	-0.002484	0.00294	0.005076	-0.003963	0.005076	0.005076	-0.003963	-0.002813	-0.000512	-0.004949	-0.010866	-0.009387	0.006227	-0.027795	0.033017	0.000146	-0.000347
475	0.008857	0.00146	0.008199	0.006391	-0.002484	0.003597	0.004912	-0.006429	-0.004128	-0.000347	-0.003799	-0.013332	-0.007415	0.00672	-0.029767	0.033839	0.00031	0.000803
476	0.006884	-0.000347	0.005405	0.00409	0.003104	0.00294	0.006062	-0.004785	-0.001827	-0.004785	-0.005278	-0.015468	-0.002155	0.008692	-0.030425	0.030059	-0.009223	0.000146
477	0.005405	0.002775	0.005734	0.00672	-0.003306	0.00294	0.002282	-0.004785	-0.002813	-0.004456	-0.002977	-0.009387	-0.005278	0.009514	-0.027631	0.032195	-0.001169	0.002775
478	0.009185	0.003597	0.004912	0.005898	-0.002977	0.005898	0.004912	-0.007579	-0.001827	-0.000512	-0.003963	-0.009716	-0.001827	0.011158	-0.028124	0.031209	-0.001498	0.002282
479	0.00672	0.003597	0.004748	0.005898	-0.003635	0.002611	0.004255	-0.008237	-0.003635	-0.002155	-0.000183	-0.00873	-0.004292	0.011815	-0.027138	0.026936	0.00294	0.001625
480	0.006884	0.004583	0.001625	0.005734	-0.005443	0.006062	0.003926	-0.006593	-0.000512	-0.000676	-0.003799	-0.000676	-0.004621	0.011979	-0.025494	0.027265	-0.001498	0.002611
481	0.006227	0.001789	0.004419	0.004419	-0.000347	0.001296	0.003433	-0.005936	-0.001334	-0.001662	-0.002648	-0.000347	-0.001991	0.01576	-0.028124	0.028415	-0.001005	0.002775
482	0.006062	0.002118	0.008528	0.004583	-0.00347	0.002282	0.006391	-0.006922	-1.9e-05	0.000146	-0.00232	0.000639	-0.000183	0.013623	-0.025494	0.028251	-0.000347	-0.001169
483	0.004255	0.002118	0.004748	0.003104	-0.003635	0.002611	0.003761	-0.011031	-0.001005	-0.001662	0.000146	-0.001005	0.000803	0.016746	-0.0227	0.026114	-0.002155	-0.001005
484	0.00672	0.000967	0.010993	0.004419	-0.002648	0.002282	0.003597	-0.009223	-0.000347	-0.002813	-0.000841	-0.001169	0.002611	0.016746	-0.023193	0.026607	-0.001662	0.000967
485	0.00787	0.001789	0.004255	0.00409	-0.001662	0.001625	0.006227	-0.006757	-0.003306	-0.000676	0.002775	-0.002484	0.005734	0.018554	-0.025165	0.022334	-0.000676	-0.001334
486	0.008199	0.00031	0.003268	0.002611	-0.001498	0.000967	0.005734	-0.006593	-0.001169	-0.001334	-0.002977	-0.00347	0.007377	0.018554	-0.023029	0.021183	-0.001498	0.000146
487	0.008857	0.000803	0.00294	0.001954	-0.003963	-0.001005	0.009678	-0.006593	-0.000183	-0.001827	-0.001662	0.00146	0.009678	0.018389	-0.024179	0.021512	-1.9e-05	-0.000183
488	0.005405	0.000474	0.003597	0.003104	-0.001991	0.001954	0.003433	-0.005771	-0.000183	0.000146	-0.001005	-0.003142	0.007706	0.018389	-0.021221	0.02069	-0.001991	0.002447
489	0.004912	0.000474	0.002282	0.002282	0.001625	0.003104	0.005734	-0.003306	-0.000676	-0.004456	-0.001169	-0.002484	0.014609	0.021841	-0.02155	0.02447	0.001625	-0.000512
490	0.005734	0.001954	0.006062	0.003597	-0.001334	0.000803	0.005898	-0.00725	-0.000676	0.000803	-0.000841	-0.003306	0.014938	0.02332	-0.021056	0.021512	-0.001498	0.000474
491	0.003926	-1.9e-05	0.001132	0.003104	-0.000676	0.005569	0.003104	-0.0061	-0.001498	-0.001334	-0.001498	-0.003635	0.018554	0.01954	-0.02007	0.025128	0.00146	0.002447
492	0.006884	0.001789	0.005076	0.00294	0.001625	0.000474	0.00409	-0.005114	-0.002977	-0.002813	-1.9e-05	-0.004785	0.020526	0.023156	-0.018591	0.023484	0.002447	0.000146
493	0.00409	0.002447	0.003433	0.000639	-0.000512	0.001296	0.004255	-0.003799	-0.002648	-0.002813	-0.002155	-0.00347	0.025292	0.025785	-0.019084	0.024142	0.000967	-0.000512
494	0.005405	0.002118	0.00409	0.00294	-0.001334	-1.9e-05	0.004912	-0.0061	-0.002813	-0.002813	0.001954	-0.004949	0.025785	0.02447	-0.019577	0.028415	-0.001334	-0.000347
495	0.00672	0.001789	0.00294	0.00031	0.001625	0.00294	0.002447	-0.003306	-0.002977	-0.004292	0.003433	-0.005607	0.030223	0.029072	-0.01366	0.03351	0.001132	0.001954
496	0.006227	0.003104	0.002775	0.001789	0.001954	-0.000183	0.003433	-0.007086	-0.003142	-0.000347	0.001132	-0.0061	0.033181	0.028415	-0.014318	0.028415	0.001296	-0.000347
497	0.009185	0.00031	0.002447	0.000474	0.000146	0.003104	0.005241	-0.006429	-0.002648	-0.000183	0.000967	-0.004949	0.029566	0.0271	-0.009058	0.03614	0.000474	-0.001991
498	0.003433	0.003597	0.001296	-0.000841	-0.0061	-0.000512	-0.003963	-0.004456	-0.003963	-0.001827	0.004255	-0.003635	0.031045	0.031373	-0.015304	0.034496	0.001625	0.000967
499	0.003433	0.003597	0.001954	0.000146	-0.001991	0.003761	0.004583	-0.00347	-0.000183	-0.001991	0.000146	-0.00347	0.030223	0.029072	-0.009716	0.039098	0.002775	-0.001991
500	0.004748	0.002611	0.000639	0.001296	-0.000841	0.00146	0.003104	-0.003142	-0.001662	-0.001169	0.001296	-0.004292	0.033674	0.028415	-0.009551	0.039591	0.000474	-0.002813
501	0.004419	0.000967	-0.001005	-0.004292	0.002447	0.001625	0.00672	-0.004949	0.001132	-0.001334	0.000146	-0.003963	0.030552	0.028579	-0.00988	0.040413	-0.003142	-0.001498
502	0.004419	-1.9e-05	-0.00347	-0.00232	0.000967	-0.001169	0.003926	-0.002648	-0.000841	-0.000676	-0.000676	-0.002813	0.031045	0.029401	-0.008401	0.039756	-1.9e-05	-0.000676
503	0.003268	0.000474	0.000803	-0.00232	0.003926	-0.000512	0.002775	-0.000676	0.000803	-1.9e-05	-0.000512	-0.004128	0.027265	0.025457	-0.007579	0.042385	-0.000183	-0.002155
504	0.00409	0.002611	-0.001498	-0.00347	0.003104	0.00031	0.003433	0.002447	-0.001169	-0.002155	0.002775	-0.001005	0.028744	0.025785	-0.00725	0.044522	0.001954	0.001789
505	0.001296	0.000967	-0.001334	0.000474	0.001625	-0.001498	0.004419	0.002611	-0.001334	-0.000183	0.002447	-0.005278	0.025457	0.025457	-0.005936	0.044851	-0.002813	0.000639
506	0.004912	0.001954	0.000967	-0.002484	0.004419	-0.000676	0.001625	0.004583	0.00146	-0.004128	-0.000183	-0.003799	0.0271	0.026278	-0.007579	0.047316	0.001296	0.004419
507	0.00294	0.001132	-0.000347	0.000474	0.004255	-0.000841	0.00294	0.000803	-0.001334	0.000639	0.003104	-0.006757	0.026607	0.018882	-0.005936	0.047152	0.003926	-0.002155
508	0.000474	0.002282	-0.001169	-0.002155	0.003104	0.001296	0.00409	0.001625	0.00031	-0.001498	-0.001334	-0.005114	0.025128	0.00146	-0.008072	0.048795	0.00031	-0.000183
509	0.00409	0.003761	0.001296	0.000474	0.002611	-0.004128	0.005076	0.002447	-0.001334	-0.002977	0.002447	-0.005114	0.024142	0.00031	-0.005114	0.047152	0.005241	-0.001334
510	0.004255	0.002775	0.000146	-0.001005	0.001954	0.002118	0.004255	0.001789	-0.002155	-0.001169	-0.000347	-0.004292	0.025292	-0.001991	-0.0061	0.051918	-0.000183	-0.001169
511	0.007049	0.003597	0.000146	0.000967	0.004583	-0.001991	0.00294	0.00294	-0.001005	-0.001827	0.000967	-0.00725	0.024799	-0.00347	-0.005607	0.049453	-0.000512	0.000146
512	0.004583	0.002282	0.000639	0.001789	0.003597	-0.003306	0.005734	0.003761	0.000639	-0.002648	0.00294	-0.004128	0.018225	-0.003799	-0.006264	0.051918	0.00409	-0.001005
513	0.006556	0.002775	-0.002484	0.000146	0.005569	-0.000183	0.002775	-0.000841	-0.000512	-0.001169	0.00031	-0.006264	0.018061	-0.005443	-0.003799	0.049617	0.000967	-0.000347
514	0.005734	0.001625	-0.001169	-0.003635	0.003761	-0.001827	0.003761	0.004419	0.001296	-1.9e-05	0.002775	-0.005607	0.016253	-0.006429	-0.001498	0.050439	0.000639	-0.008072
515	0.005076	0.003761	-0.002484	-0.002977	0.004912	-0.001991	0.00146	0.005076	-0.000183	-1.9e-05	0.005569	-0.004785	0.012472	-0.008237	-0.003306	0.048467	0.000146	-1.9e-05
516	0.004912	0.001954	-0.000676	-0.003142	0.002447	-1.9e-05	0.002611	0.005241	0.000639	-0.001169	0.003104	-0.006593	0.011322	-0.009387	-0.001662	0.046001	-0.002155	-0.001991
517	0.006884	0.003268	0.000474	-0.002484	0.004583	-0.000183	-0.001827	0.006227	-0.001169	-0.004949	0.005241	-0.006922	0.008692	-0.009551	-0.002484	0.044522	0.001296	-0.00873
518	0.004912	0.003597	-0.001169	-0.000841	0.004912	-0.000841	-0.000347	0.004748	0.00146	0.004583	0.008528	-0.006593	0.009185	-0.012017	-0.001005	0.043043	0.000474	-0.002977
519	0.005734	0.002447	-0.001498	-0.003142	0.008035	-0.00232	0.002282	0.00787	-0.000512	-0.001169	0.004255	-0.005607	0.005898	-0.013989	-0.001827	0.041399	0.000639	-0.002813
520	0.005898	0.001625	0.000803	-0.001498	0.006884	-0.004292	-0.000512	0.008199	0.00031	0.00031	0.006227	-0.004949	-0.000347	-0.014975	0.00146	0.037619	0.000146	-0.001498
521	0.005076	0.001132	-0.001005	0.001296	0.006227	0.000639	0.002118	0.008857	-0.001169	0.00409	0.006062	-0.005114	0.001789	-0.012017	0.000639	0.039098	0.004583	-0.000512
522	0.004419	-1.9e-05	0.000474	0.001954	0.007213	0.000474	0.001954	0.006391	0.001132	-0.001498	0.005569	-0.009716	-0.007086	-0.019742	0.001625	0.039591	-0.000512	-0.000676
523	0.003761	0.000639	-1.9e-05	0.001132	0.010171	0.001625	0.000474	0.010829	0.001789	-0.00232	0.002611	-0.004128	-0.00347	-0.014975	0.001789	0.036633	-0.001498	-0.001498
524	0.005734	0.002611	0.000803	0.003597	0.00935	-0.001662	0.002447	0.008528	-0.002648	-0.002977	0.005734	-0.005771	-0.005443	-0.017934	0.003761	0.034989	-0.001005	0.001296
525	0.003761	0.002118	0.000146	0.000474	0.006556	-0.000347	0.001789	0.012472	-0.002155	-0.005443	0.00409	-0.004949	-0.004128	-0.017276	0.003926	0.030552	0.000803	-0.003306
526	0.00672	0.00294	0.004255	0.00294	0.009185	-0.002813	0.002447	0.009678	-0.001991	-0.000841	0.007213	-0.003963	-0.006593	-0.018262	0.002282	0.027758	0.001132	0.000639
527	0.003597	0.002775	0.002118	0.002611	0.005405	-1.9e-05	0.003268	0.011979	-0.002813	-0.002648	0.00935	-0.005771	-0.007086	-0.012839	0.003761	0.027593	0.001954	-0.001498
528	0.006227	0.003268	0.003761	0.003268	0.010171	-0.001498	-0.002648	0.011979	-0.004128	0.000146	0.00787	-0.005278	-0.00988	-0.01366	0.003926	0.021019	-0.002648	0.001296
529	0.006391	0.00294	0.00146	0.003104	0.009185	0.00031	0.002611	0.0105	0.000803	0.000639	0.007213	-0.004292	-0.006922	-0.014975	0.007213	0.023484	0.002447	-0.001827
530	0.002447	0.003268	0.001296	0.002282	0.007049	-0.000512	0.002611	0.009514	-0.00347	0.001296	0.009514	-0.004949	-0.013332	-0.008401	0.005734	0.017732	-0.000841	-0.001991
531	0.004912	0.005241	-0.000841	0.00146	0.005898	0.000639	0.003268	0.011979	0.000146	-0.00232	0.009185	-0.005114	-0.006264	-0.011524	0.009185	0.016581	-0.001169	-0.001991
532	0.004419	0.002611	-0.000841	0.002282	0.005569	0.002775	0.007049	0.011815	-0.006593	-0.008072	0.01313	-0.004785	-0.010538	-0.012181	0.008363	0.015266	0.000474	-0.00232
533	0.005898	0.004583	-0.002813	0.003104	0.005898	0.001954	0.000967	0.012308	0.001789	-0.002813	0.011322	-0.00988	-0.009223	-0.009387	0.012472	0.011158	-0.002648	-0.002155
534	0.00294	0.005405	0.001132	0.004748	0.006391	0.002447	0.001132	0.008692	-0.00232	-0.003799	0.012801	0.000639	-0.011524	-0.00725	0.008857	0.010993	0.000639	-0.001498
535	0.000146	0.004748	0.001296	0.003761	0.007706	0.003433	-0.000183	0.008528	-0.001991	-1.9e-05	0.018061	-0.002155	-0.014482	-0.006593	0.012965	0.011815	-0.002155	-0.000512
536	0.003926	0.003268	0.002118	0.002118	0.007706	0.002282	0.001625	0.015102	0.002447	-0.002648	0.013623	-0.000676	-0.015304	-0.005443	0.011815	0.006884	-1.9e-05	-0.002977
537	0.001625	0.001132	0.005076	0.00409	0.008199	0.001132	0.002775	0.011979	-0.001005	-0.001169	0.015924	-1.9e-05	-0.017441	-0.005771	0.01576	0.00672	-0.000183	0.001789
538	0.000146	0.006062	0.004255	0.003268	0.00935	0.002447	0.004419	0.013294	0.000639	-0.002155	0.016746	-0.000841	-0.016619	0.000803	0.014445	0.005405	0.001296	-1.9e-05
539	0.005241	0.001296	0.006227	0.004583	0.0105	0.001625	0.002282	0.014609	-0.002155	0.00031	0.018882	-0.001334	-0.018262	-0.000676	0.01576	0.004419	0.001789	-0.000183
540	0.00146	0.003104	0.001132	0.004583	0.00935	0.003433	0.005569	0.013459	-0.002648	-0.001662	0.018061	0.001789	-0.018755	0.002447	0.016581	0.006391	0.001789	-0.001662
541	0.003926	0.007542	0.005076	0.006391	0.011158	0.002447	0.004583	0.012308	-0.001827	-0.001169	0.017567	0.000967	-0.024508	0.007049	0.017239	0.003926	0.001789	0.000474
542	0.003597	0.005569	0.004912	0.002775	0.008363	0.002447	0.005405	0.01428	-0.005936	-0.002155	0.021019	0.001296	-0.020399	0.002775	0.017896	-0.000676	0.00031	-0.002155
543	0.007049	0.003268	0.006884	0.008692	0.008528	0.004748	0.002282	0.013952	-0.004128	-0.001498	0.020197	-1.9e-05	-0.022536	0.006227	0.017074	-0.000347	0.001296	0.000146
544	0.003268	0.004583	0.006062	0.004912	0.010336	0.001132	0.003597	0.016253	-0.001169	-0.002648	0.015266	0.000967	-0.021221	0.007213	0.017403	0.00294	0.00031	-0.000841
545	0.00409	0.004255	0.009678	0.006391	0.009021	0.004583	0.001132	0.012965	-0.003306	-0.002155	0.018061	0.001625	-0.025165	0.012801	0.02069	-1.9e-05	-0.000512	-1.9e-05
546	0.003597	0.003433	0.007377	0.006062	0.009185	0.006884	0.003926	0.015924	-0.001498	-0.001169	0.021183	0.003104	-0.025823	0.00787	0.023977	0.000639	-0.000347	-0.00232
547	0.002118	0.007377	0.00672	0.005405	0.010336	0.002447	0.001789	0.018389	-0.001498	-0.001169	0.020526	0.001789	-0.025165	0.005241	0.022498	-0.001334	-0.000841	-0.001662
548	0.003433	0.002447	0.007049	0.00294	0.008199	0.005076	0.00146	0.013952	-0.001005	0.000146	0.021183	0.002447	-0.027466	0.010007	0.030059	-0.001005	-0.001991	-0.001169
549	0.003597	0.004912	0.006227	0.005241	0.010336	0.003761	0.001789	0.017239	-0.002484	-0.001005	0.022334	0.002775	-0.027631	0.012472	0.028908	-0.001991	0.000639	-0.002648
