Ladekurvenmessung
Zeit: 2018_05_04 11.38.18
Info: FVA3, v = 1.47, T = 80, F = 20, h = 214.9
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7
0	-0.001498	0.00787	-0.000512	0.013952	0.000474	-0.044888	-0.003142
1	0.000146	0.009514	-0.000183	0.011979	0.002118	-0.041108	-0.000347
2	-0.001169	0.008857	-0.001005	0.01428	0.002118	-0.041765	0.002611
3	-0.001498	0.009514	-0.005114	0.013294	-0.000676	-0.041437	0.001625
4	0.001132	0.008857	0.001296	0.012144	-0.000183	-0.040286	0.002118
5	-0.000183	0.007706	-0.004621	0.011979	0.000474	-0.0393	0.002775
6	0.000639	0.008199	0.001132	0.014609	-0.001005	-0.041601	-0.001169
7	0.001296	0.010171	-0.000183	0.012965	0.001625	-0.039464	-0.000183
8	-0.001334	0.010336	-0.003963	0.01576	0.001296	-0.040122	0.001625
9	0.005076	0.007213	-0.0061	0.013623	0.00146	-0.037985	-0.000512
10	0.000474	0.008857	-0.008237	0.015431	-0.001334	-0.036506	0.00146
11	-0.00232	0.010664	-0.006264	0.015266	0.001954	-0.037657	0.003761
12	0.00031	0.012472	-0.00347	0.016253	0.000803	-0.037657	0.002611
13	-0.001662	0.008199	-0.006593	0.017403	0.001132	-0.036999	-0.000676
14	-0.001169	0.011322	-0.006593	0.017896	0.001625	-0.035356	0.00146
15	-0.001005	0.007706	-0.003963	0.017896	0.004748	-0.037657	0.001954
16	0.000146	0.008692	-0.005278	0.019375	0.001132	-0.036506	0.003761
17	-0.000676	0.005569	-0.004456	0.020526	0.000146	-0.035684	0.002282
18	0.00031	0.007377	-0.005443	0.02447	-0.001334	-0.033219	0.004419
19	-0.000347	0.002611	-0.006757	0.024799	-0.001169	-0.033055	0.006062
20	0.000474	0.005734	-0.003635	0.024306	-0.000183	-0.029767	0.006884
21	-0.004785	0.006227	-0.006922	0.031867	-0.001827	-0.031247	0.005405
22	-0.001991	0.001132	-0.0061	0.034168	-1.9e-05	-0.028453	0.009021
23	-0.001169	0.00409	-0.003306	0.037783	-0.000183	-0.027302	0.008363
24	0.003104	0.002118	-0.004949	0.03614	-0.000841	-0.025165	0.00672
25	0.002282	0.004583	-0.006429	0.018389	0.000803	-0.025987	0.008528
26	-0.000676	0.001296	-0.005771	0.010007	0.002282	-0.0227	0.007542
27	-0.001662	0.002118	-0.005114	0.011322	-0.002484	-0.025494	0.009021
28	-0.001005	0.000639	-0.005443	0.014116	0.002118	-0.022371	0.008363
29	0.000967	0.001625	-0.007415	0.018225	-0.000676	-0.023193	0.006227
30	-0.001662	-0.002155	-0.008237	0.01954	0.002447	-0.021221	0.012144
31	0.000967	0.00031	-0.009716	0.019375	-0.001334	-0.020399	0.011651
32	-0.003635	0.002775	-0.009551	0.020526	-0.00232	-0.021056	0.01313
33	-0.002648	0.000803	-0.00988	0.022005	-0.000183	-0.019906	0.015595
34	-0.00232	0.002447	-0.005771	0.02595	-0.000512	-0.019577	0.017239
35	-0.002648	0.002775	-0.00873	0.023156	-0.004785	-0.019742	0.011979
36	-0.001005	0.002447	-0.007415	0.026936	-0.007415	-0.019577	0.014609
37	-0.001991	0.001625	-0.006922	0.023813	-0.000676	-0.018098	0.017732
38	-0.002648	-0.001005	-0.005936	0.0271	-0.001498	-0.021056	0.015431
39	0.000967	-0.000183	-0.007415	0.026278	0.000967	-0.019413	0.018389
40	-0.000512	-0.000512	-0.002648	0.02447	0.000474	-0.019742	0.020033
41	0.003433	0.00031	-0.007415	0.023156	0.00031	-0.016619	0.022005
42	0.003597	0.001132	-0.0061	0.029894	0.000474	-0.016619	0.022169
43	-0.002484	-1.9e-05	-0.006757	0.024799	0.001296	-0.014647	0.022169
44	-1.9e-05	-0.000676	-0.007744	0.024635	0.001296	-0.013825	0.020362
45	-0.002484	-0.004128	-0.007086	0.029894	0.001625	-0.016454	0.023649
46	-0.001334	-0.003963	-0.006429	0.030223	0.000639	-0.015468	0.021183
47	-0.001991	-0.001334	-0.007415	0.029566	0.003433	-0.013167	0.021019
48	-0.002155	0.000639	-0.004456	0.03088	0.001789	-0.013332	0.021676
49	-0.005936	0.001132	-0.008237	0.02973	-0.000183	-0.017934	0.019211
