Ladekurvenmessung
Zeit: 2018_05_02 15.15.07
Info: FVA3, v = 0.2108, T = 40, F = 20, h = 148.8
Ladewiderstand[Ohm]: 1012700
Störkapazität[nF]: 0.000000
Entladezeit[ms]: 100
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500
Verzögerung [ms]: 1
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6
0	-0.000814	0.008068	0.000864	-0.005091	0.009319	0.014352
1	0.001324	0.008266	0.003496	0.001225	0.012016	0.019879
2	0.001028	0.011951	0.001752	-0.001275	0.010371	0.021031
3	-0.0019	0.011293	0.003561	0.001423	0.013398	0.01932
4	-0.001275	0.010799	0.004877	0.001193	0.009845	0.019978
5	0.002739	0.013398	-0.003578	0.001456	0.008924	0.025308
6	4.1e-05	0.013036	-0.000847	-0.001341	0.010437	0.018662
7	0.001094	0.01251	0.002541	0.00116	0.010042	0.015504
8	0.001489	0.013793	4.1e-05	0.000436	0.010832	0.017017
9	0.008068	0.010931	-0.000255	0.001949	0.010174	0.021228
10	0.001225	0.010931	0.000666	0.001883	0.011852	0.016162
11	0.004219	0.011951	-0.000156	-0.00111	0.0107	0.018596
12	0.001522	0.012247	0.001752	0.001686	0.011654	0.020471
13	0.000502	0.011654	0.002147	-0.002393	0.010898	0.016688
14	-0.002525	0.012707	0.000897	0.001225	0.012674	0.020142
15	-0.000452	0.009615	0.00343	-0.000255	0.010207	0.018991
16	0.001686	0.011852	-0.002393	-0.000288	0.014582	0.010766
17	-0.004927	0.011556	-5.8e-05	0.000107	0.010536	0.01682
18	0.001127	0.010635	0.001127	-0.001834	0.00843	0.018662
19	0.000897	0.011654	0.001357	-0.003512	0.007937	0.014089
20	-0.002328	0.009977	0.000502	-0.003413	0.006753	0.015668
21	0.001061	0.010174	0.001686	-0.002953	0.008167	0.015405
22	0.001028	0.011029	-0.000979	-0.000617	0.002805	0.017313
23	-0.000419	0.014846	0.001225	-0.000814	0.006983	0.016951
24	0.001653	0.013135	0.000271	0.005897	0.00774	0.019024
25	0.002574	0.014221	-0.000617	0.001982	0.010635	0.015372
26	0.000929	0.009779	-0.001966	-0.001275	0.006325	0.013826
27	0.000864	0.012806	0.000568	0.001061	0.007476	0.017543
28	0.002245	0.011457	-0.00213	0.001554	0.008036	0.01251
29	0.000304	0.011293	-5.8e-05	0.004186	0.010931	0.013234
30	0.00218	0.007707	-0.000321	0.000436	0.007509	0.014451
31	-0.00213	0.009779	-0.000584	-0.000716	0.009121	0.013431
32	0.000831	0.008825	0.000633	0.002509	0.01024	0.012477
33	0.000107	0.008529	0.000403	0.000568	0.00899	0.013069
34	0.000271	0.008233	0.002344	-0.005256	0.004548	0.01682
35	-0.001472	0.009319	-0.002196	0.003857	0.005173	0.014188
36	-0.000716	0.009713	0.003068	-0.002887	0.007114	0.007114
37	-0.003347	0.011951	0.000831	0.000897	0.003068	0.014911
38	-0.002492	0.008233	0.000633	-0.000716	0.002805	0.011786
39	-0.002064	0.010964	-0.001242	0.000995	0.005239	0.011128
