Ladekurvenmessung
Zeit: 2018_05_04 09.02.51
Info: FVA3, v = 0.749, T = 23, F = 20, h = 374.2
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7
0	-0.002813	-0.001662	-0.001005	0.001789	-0.000841	-0.001498	0.001625
1	-0.002648	-0.001991	0.001625	0.002118	0.001625	0.00031	0.001132
2	-0.001991	-0.000512	-0.000512	0.002118	-0.000183	0.001789	0.003104
3	-1.9e-05	-0.003635	0.000146	0.001954	-1.9e-05	0.00031	0.000967
4	-0.001498	0.000474	0.000146	0.003597	0.000803	-0.000347	0.001132
5	0.000146	-0.001334	-0.002813	0.000803	0.000803	0.00146	-0.001005
6	-0.000347	-0.000512	-0.001498	0.00146	0.000803	0.001132	-0.000512
7	0.00146	0.00031	0.000146	0.004419	-0.002484	0.001296	-0.007579
8	-0.001169	-0.001169	0.003597	0.001954	-0.000183	-0.001827	-0.004785
9	0.00031	-0.001169	0.001296	0.000967	-0.002977	-0.001334	-0.002813
10	-0.001005	0.005405	0.00294	0.002447	-0.001169	0.001954	-0.001169
11	-0.002484	0.002447	0.001789	0.000639	-0.003306	-0.001169	0.000474
12	-0.000512	0.00146	0.003761	0.001132	0.001132	-0.000183	-0.001498
13	-0.005114	0.002282	0.000967	0.000639	0.00146	0.000803	-0.002484
14	-0.001662	-0.000183	0.002118	-0.000347	0.000474	-0.000512	0.000803
15	-0.001334	0.005076	-0.000183	0.001789	0.002118	0.000967	0.002447
16	-0.001334	-0.003142	0.00031	0.00031	0.000146	-0.000183	-0.000512
17	-0.003142	0.002611	-0.000841	0.000803	-1.9e-05	-0.000183	0.002611
18	-0.00347	-0.000183	-0.00232	0.003926	-0.000183	-0.000512	-1.9e-05
19	0.00031	-0.003142	-0.000676	0.000146	-0.000512	-0.000512	0.001296
20	-0.000512	0.000967	-0.001334	-0.001005	-1.9e-05	-0.000512	0.000639
21	-0.001991	0.002611	-0.001662	0.004748	-0.001662	0.000474	0.001954
22	0.003433	-0.001827	-0.001334	0.000474	0.001296	-0.001334	0.000146
23	-0.001662	-0.001169	-0.002648	0.002447	0.001954	-0.000512	-0.000183
24	-0.001334	-0.000676	0.000639	-0.000183	0.00294	0.001625	-0.000183
25	0.00031	-0.000841	0.001625	0.001625	0.003268	0.001625	-1.9e-05
26	0.000474	0.001132	0.000146	0.002118	0.002282	0.002447	-0.001498
27	0.00031	-0.000512	0.000474	-0.000183	0.000967	-0.002813	0.005734
28	-0.002155	-0.001169	0.001296	0.00146	0.00146	-0.002648	0.002118
29	-0.000512	0.00146	0.00031	0.005405	0.003761	0.000639	0.001132
30	-0.00232	0.002118	-0.001005	-0.000183	0.001954	0.00031	0.000967
31	-0.003963	-0.003635	-0.001005	-0.001005	0.00146	-0.003963	-0.000676
32	-0.004292	0.000146	0.003433	0.003926	0.000803	-0.001005	0.001789
33	-0.00725	-0.000183	-0.001005	-0.002155	-0.001334	-0.001827	-0.001498
34	-0.003635	0.000803	0.002118	0.002611	-0.000183	0.003926	0.000967
35	-0.00347	-0.001169	0.002775	0.001789	0.000146	0.000474	0.001625
36	-0.003963	-1.9e-05	0.001132	0.001625	-0.000183	-0.000841	0.001954
37	-0.000347	0.000967	0.000639	0.000967	0.002118	-0.002484	-0.001005
38	-0.001827	-0.001991	-0.000676	-0.001498	-1.9e-05	-0.002977	-0.000183
39	-0.000841	-0.00347	-0.000512	-0.003635	-0.001005	0.000146	0.001954
40	-0.000183	-0.001991	-0.001169	0.002282	0.000803	-0.001827	0.000146
41	-1.9e-05	-0.001662	-0.003963	-0.005278	-0.001334	-0.000183	-0.000183
42	-0.001498	-0.001662	0.000803	-0.002155	-0.002648	-0.000676	-0.001991
43	0.000474	-0.000183	0.000146	-0.001498	-0.001827	-1.9e-05	-0.000183
44	0.000967	-0.001662	0.000967	-0.003963	0.000474	-0.001169	-0.001498
45	-0.000183	0.000639	-0.000676	0.000146	-0.002155	-1.9e-05	0.000474
46	-0.001334	-0.001991	0.000803	0.001954	0.000146	-1.9e-05	-0.000183
47	-0.000676	0.000474	-0.000183	0.004255	0.001296	0.001296	-0.000676
48	-0.002484	-0.002977	-0.002813	0.002775	0.000967	0.00031	-0.002648
49	-0.003142	-0.001662	-0.000676	0.003433	-0.000183	0.000474	0.001296
50	-0.001827	-0.002977	-0.001991	-0.000183	0.001132	-0.001498	-0.004128
