Frequency,Z,?°
100 kHz,273.123 m?,85.6979 °
200 kHz,523.866 m?,87.8418 °
300 kHz,785.987 m?,86.8585 °
400 kHz,1.0514 ?,87.1332 °
500 kHz,1.3008 ?,87.092 °
600 kHz,1.5433 ?,87.8578 °
700 kHz,1.7964 ?,88.1522 °
800 kHz,2.0265 ?,88.1615 °
900 kHz,2.2742 ?,88.2679 °
