Frequency,Z,?°
200 kHz,94.851 m?,79.1331 °
300 kHz,138.325 m?,80.341 °
400 kHz,180.019 m?,80.0544 °
500 kHz,214.253 m?,80.1956 °
600 kHz,251.663 m?,80.6948 °
700 kHz,289.294 m?,81.421 °
800 kHz,309.86 m?,81.1896 °
900 kHz,340.898 m?,80.8024 °
