Frequency,Z,?°
100 kHz,82.7991 m?,89.8945 °
200 kHz,160.255 m?,88.2963 °
300 kHz,239.164 m?,87.8184 °
400 kHz,310.422 m?,87.9111 °
500 kHz,382.796 m?,87.775 °
600 kHz,451.186 m?,87.315 °
700 kHz,525.976 m?,87.316 °
800 kHz,578.302 m?,86.9734 °
900 kHz,641.861 m?,86.7511 °
