Frequency,Z,?°
100 kHz,63.6349 m?,91.602 °
200 kHz,115.825 m?,85.4709 °
300 kHz,167.51 m?,88.8508 °
400 kHz,211.356 m?,88.3888 °
500 kHz,261.427 m?,88.5584 °
600 kHz,306.06 m?,89.2981 °
700 kHz,361.109 m?,90.4397 °
800 kHz,395.938 m?,90.6344 °
900 kHz,446.083 m?,90.6438 °
