Frequency,Z,?°
100 kHz,67.2658 m?,84.1861 °
200 kHz,121.831 m?,81.9071 °
300 kHz,174.847 m?,82.5496 °
400 kHz,220.144 m?,83.2282 °
500 kHz,267.206 m?,84.0257 °
600 kHz,311.548 m?,84.3171 °
700 kHz,362.498 m?,85.1945 °
800 kHz,394.604 m?,85.2119 °
900 kHz,438.298 m?,85.2621 °
