+2.80284E-11,+5.65497E+00,+0,+0
+2.83885E-11,+3.48647E+00,+0,+0
+2.85871E-11,+2.76812E+00,+0,+0
+2.93046E-11,+1.36808E+00,+0,+0
+3.16962E-11,+8.95230E-01,+0,+0
+2.41538E-12,+2.17538E-01,+0,+0
+3.79202E-11,+2.09423E+03,+0,+0
+2.09571E-11,+3.79147E+02,+0,+0
+2.64905E-11,+2.99358E+01,+0,+0
+2.70530E-11,+1.46731E+01,+0,+0
+2.80833E-11,+5.64824E+00,+0,+0
+2.83317E-11,+3.49257E+00,+0,+0
+2.85193E-11,+2.77506E+00,+0,+0
+2.92392E-11,+1.37125E+00,+0,+0
+3.16943E-11,+8.95161E-01,+0,+0
+2.41653E-12,+2.16527E-01,+0,+0
+3.75863E-11,+2.11270E+03,+0,+0
+2.22364E-11,+3.57201E+02,+0,+0
+2.65542E-11,+2.98624E+01,+0,+0
+2.72157E-11,+1.45816E+01,+0,+0
+2.80068E-11,+5.65752E+00,+0,+0
+2.83555E-11,+3.49010E+00,+0,+0
+2.85807E-11,+2.76786E+00,+0,+0
+2.92837E-11,+1.36852E+00,+0,+0
+3.17089E-11,+8.94328E-01,+0,+0
+2.41707E-12,+2.16347E-01,+0,+0
+4.00005E-11,+1.98521E+03,+0,+0
+2.00420E-11,+3.96541E+02,+0,+0
+2.66330E-11,+2.97755E+01,+0,+0
+2.72956E-11,+1.45440E+01,+0,+0
+2.81175E-11,+5.63983E+00,+0,+0
+2.83799E-11,+3.48602E+00,+0,+0
+2.85500E-11,+2.77163E+00,+0,+0
+2.93220E-11,+1.37016E+00,+0,+0
+3.16768E-11,+8.94311E-01,+0,+0
+2.41664E-12,+2.16621E-01,+0,+0
+4.09311E-11,+1.94007E+03,+0,+0
+1.80499E-11,+4.40220E+02,+0,+0
+2.66161E-11,+2.97962E+01,+0,+0
+2.70994E-11,+1.46655E+01,+0,+0
+2.80536E-11,+5.65092E+00,+0,+0
+2.84341E-11,+3.47997E+00,+0,+0
+2.85797E-11,+2.76918E+00,+0,+0
+2.94062E-11,+1.36275E+00,+0,+0
+3.16875E-11,+8.94197E-01,+0,+0
+2.41675E-12,+2.16314E-01,+0,+0
+4.15442E-11,+1.91146E+03,+0,+0
+2.30553E-11,+3.44660E+02,+0,+0
+2.65743E-11,+2.98411E+01,+0,+0
+2.69955E-11,+1.47000E+01,+0,+0
+2.80911E-11,+5.64355E+00,+0,+0
+2.83533E-11,+3.49052E+00,+0,+0
+2.85747E-11,+2.76855E+00,+0,+0
+2.91951E-11,+1.37125E+00,+0,+0
+3.16827E-11,+8.94199E-01,+0,+0
+2.41693E-12,+2.16178E-01,+0,+0
+3.91932E-11,+2.02611E+03,+0,+0
+2.25569E-11,+3.52220E+02,+0,+0
+2.65707E-11,+2.98430E+01,+0,+0
+2.73038E-11,+1.45509E+01,+0,+0
+2.80155E-11,+5.65526E+00,+0,+0
+2.83267E-11,+3.49340E+00,+0,+0
+2.86035E-11,+2.76493E+00,+0,+0
+2.93392E-11,+1.36456E+00,+0,+0
+3.16699E-11,+8.95410E-01,+0,+0
+2.41624E-12,+2.16192E-01,+0,+0
+3.72448E-11,+2.13219E+03,+0,+0
+2.33841E-11,+3.39842E+02,+0,+0
+2.65514E-11,+2.98672E+01,+0,+0
+2.71458E-11,+1.46222E+01,+0,+0
+2.80695E-11,+5.64924E+00,+0,+0
+2.83847E-11,+3.48690E+00,+0,+0
+2.85337E-11,+2.77277E+00,+0,+0
+2.92723E-11,+1.36894E+00,+0,+0
+3.17338E-11,+8.93142E-01,+0,+0
+2.41596E-12,+2.16177E-01,+0,+0
+3.99272E-11,+1.98896E+03,+0,+0
+1.93170E-11,+4.11439E+02,+0,+0
+2.65579E-11,+2.98585E+01,+0,+0
+2.75212E-11,+1.44323E+01,+0,+0
+2.79999E-11,+5.65489E+00,+0,+0
+2.83802E-11,+3.48493E+00,+0,+0
+2.85653E-11,+2.77011E+00,+0,+0
+2.93158E-11,+1.36529E+00,+0,+0
+3.16743E-11,+8.95376E-01,+0,+0
+2.41644E-12,+2.16068E-01,+0,+0
+3.78641E-11,+2.09719E+03,+0,+0
+2.04923E-11,+3.87753E+02,+0,+0
+2.66244E-11,+2.97840E+01,+0,+0
+2.70821E-11,+1.46500E+01,+0,+0
+2.80134E-11,+5.65776E+00,+0,+0
+2.84112E-11,+3.48455E+00,+0,+0
+2.85796E-11,+2.76957E+00,+0,+0
+2.92911E-11,+1.36951E+00,+0,+0
+3.17069E-11,+8.92770E-01,+0,+0
+2.41655E-12,+2.16159E-01,+0,+0
+3.85851E-11,+2.05801E+03,+0,+0
+2.21060E-11,+3.59413E+02,+0,+0
+2.65843E-11,+2.98305E+01,+0,+0
+2.72870E-11,+1.45581E+01,+0,+0
+2.79829E-11,+5.66033E+00,+0,+0
+2.83762E-11,+3.48589E+00,+0,+0
+2.85401E-11,+2.77370E+00,+0,+0
+2.93379E-11,+1.36525E+00,+0,+0
+3.16812E-11,+8.94430E-01,+0,+0
+2.41598E-12,+2.16200E-01,+0,+0
+3.76162E-11,+2.11105E+03,+0,+0
+2.45800E-11,+3.23318E+02,+0,+0
+2.65369E-11,+2.98818E+01,+0,+0
+2.71512E-11,+1.46249E+01,+0,+0
+2.79118E-11,+5.67637E+00,+0,+0
+2.83358E-11,+3.49198E+00,+0,+0
+2.85555E-11,+2.77169E+00,+0,+0
+2.93724E-11,+1.36628E+00,+0,+0
+3.17037E-11,+8.94841E-01,+0,+0
+2.41648E-12,+2.16216E-01,+0,+0
+3.93447E-11,+2.01829E+03,+0,+0
+2.00609E-11,+3.96113E+02,+0,+0
