x-axis,y_1,y_2
Hz,Cp,D 
66092.500000,2.565687E-11,4.678117E+01
66216.250000,2.566833E-11,4.667737E+01
66340.000000,2.569391E-11,4.654208E+01
66463.750000,2.573827E-11,4.637348E+01
66587.500000,2.567890E-11,4.639476E+01
66711.250000,2.566553E-11,4.633331E+01
66835.000000,2.568993E-11,4.620406E+01
66958.750000,2.567718E-11,4.614204E+01
67082.500000,2.568081E-11,4.605043E+01
67206.250000,2.575574E-11,4.583231E+01
67330.000000,2.571006E-11,4.582824E+01
67453.750000,2.574200E-11,4.568737E+01
67577.500000,2.574193E-11,4.560323E+01
67701.250000,2.577092E-11,4.546905E+01
67825.000000,2.575864E-11,4.540727E+01
67948.750000,2.571380E-11,4.540467E+01
68072.500000,2.572677E-11,4.529778E+01
68196.250000,2.571257E-11,4.524310E+01
68320.000000,2.571243E-11,4.515985E+01
68443.750000,2.576358E-11,4.498922E+01
68567.500000,2.569612E-11,4.502525E+01
68691.250000,2.576693E-11,4.482199E+01
68815.000000,2.576920E-11,4.473776E+01
68938.750000,2.572298E-11,4.473716E+01
69062.500000,2.581609E-11,4.449419E+01
69186.250000,2.574274E-11,4.454200E+01
69310.000000,2.577024E-11,4.441568E+01
69433.750000,2.580107E-11,4.428102E+01
69557.500000,2.578049E-11,4.424025E+01
69681.250000,2.578909E-11,4.414436E+01
69805.000000,2.572425E-11,4.418127E+01
69928.750000,2.577429E-11,4.401564E+01
70052.500000,2.577908E-11,4.392945E+01
70176.250000,2.577234E-11,4.386385E+01
70300.000000,2.577799E-11,4.377589E+01
70423.750000,2.580369E-11,4.365700E+01
70547.500000,2.581295E-11,4.356305E+01
70671.250000,2.578278E-11,4.353725E+01
70795.000000,2.578286E-11,4.346308E+01
70918.750000,2.579544E-11,4.336302E+01
71042.500000,2.577438E-11,4.332585E+01
71166.250000,2.586874E-11,4.309230E+01
71290.000000,2.580440E-11,4.312409E+01
71413.750000,2.582667E-11,4.301146E+01
71537.500000,2.581304E-11,4.296096E+01
71661.250000,2.588043E-11,4.277364E+01
71785.000000,2.582604E-11,4.279238E+01
71908.750000,2.583381E-11,4.270301E+01
72032.500000,2.581490E-11,4.266337E+01
72156.250000,2.585437E-11,4.252415E+01
72280.000000,2.589516E-11,4.238497E+01
72403.750000,2.586313E-11,4.236591E+01
72527.500000,2.584107E-11,4.232775E+01
72651.250000,2.583810E-11,4.225982E+01
72775.000000,2.589854E-11,4.209034E+01
72898.750000,2.588242E-11,4.204632E+01
73022.500000,2.587059E-11,4.199372E+01
73146.250000,2.588737E-11,4.189532E+01
73270.000000,2.587210E-11,4.184993E+01
73393.750000,2.582737E-11,4.184921E+01
73517.500000,2.583272E-11,4.177071E+01
73641.250000,2.593078E-11,4.154259E+01
73765.000000,2.594306E-11,4.145401E+01
73888.750000,2.586397E-11,4.151039E+01
74012.500000,2.595105E-11,4.130318E+01
74136.250000,2.588755E-11,4.133486E+01
74260.000000,2.590396E-11,4.123954E+01
74383.750000,2.585029E-11,4.125663E+01
74507.500000,2.589247E-11,4.112084E+01
74631.250000,2.589592E-11,4.104880E+01
74755.000000,2.592725E-11,4.093068E+01
74878.750000,2.591165E-11,4.088638E+01
75002.500000,2.592404E-11,4.080045E+01
75126.250000,2.590716E-11,4.075825E+01
75250.000000,2.590675E-11,4.069523E+01
75373.750000,2.589384E-11,4.064869E+01
75497.500000,2.591287E-11,4.054827E+01
75621.250000,2.594348E-11,4.043567E+01
75745.000000,2.595208E-11,4.035638E+01
75868.750000,2.593130E-11,4.032328E+01
75992.500000,2.594010E-11,4.024411E+01
76116.250000,2.595281E-11,4.015654E+01
76240.000000,2.598099E-11,4.005139E+01
76363.750000,2.593109E-11,4.006136E+01
76487.500000,2.593856E-11,3.998594E+01
76611.250000,2.595837E-11,3.989151E+01
76735.000000,2.596274E-11,3.981936E+01
76858.750000,2.594223E-11,3.978888E+01
76982.500000,2.594720E-11,3.971564E+01
77106.250000,2.597287E-11,3.961139E+01
77230.000000,2.598415E-11,3.953223E+01
77353.750000,2.600037E-11,3.944435E+01
77477.500000,2.593287E-11,3.948404E+01
77601.250000,2.598144E-11,3.934841E+01
77725.000000,2.599026E-11,3.927102E+01
77848.750000,2.597990E-11,3.922485E+01
77972.500000,2.598521E-11,3.915269E+01
78096.250000,2.595642E-11,3.913705E+01
78220.000000,2.599591E-11,3.901332E+01
78343.750000,2.596010E-11,3.900630E+01
78467.500000,2.602375E-11,3.885001E+01
