x-axis,y_1,y_2
Hz,Cp,D 
78591.250000,2.600786E-11,3.881142E+01
78715.000000,2.599618E-11,3.876733E+01
78838.750000,2.600051E-11,3.869924E+01
78962.500000,2.603836E-11,3.858339E+01
79086.250000,2.599015E-11,3.859505E+01
79210.000000,2.598491E-11,3.854249E+01
79333.750000,2.597513E-11,3.849622E+01
79457.500000,2.602044E-11,3.836939E+01
79581.250000,2.598812E-11,3.835806E+01
79705.000000,2.605814E-11,3.819687E+01
79828.750000,2.605795E-11,3.813682E+01
79952.500000,2.600977E-11,3.814906E+01
80076.250000,2.600394E-11,3.809746E+01
80200.000000,2.605641E-11,3.796166E+01
80323.750000,2.605051E-11,3.791176E+01
80447.500000,2.608266E-11,3.780766E+01
80571.250000,2.606310E-11,3.777798E+01
80695.000000,2.602615E-11,3.777346E+01
80818.750000,2.605831E-11,3.766957E+01
80942.500000,2.605522E-11,3.761634E+01
81066.250000,2.604219E-11,3.757777E+01
81190.000000,2.604357E-11,3.751934E+01
81313.750000,2.607073E-11,3.742197E+01
81437.500000,2.607647E-11,3.735771E+01
81561.250000,2.605954E-11,3.732497E+01
81685.000000,2.606247E-11,3.726302E+01
81808.750000,2.607517E-11,3.718978E+01
81932.500000,2.608419E-11,3.712064E+01
82056.250000,2.611471E-11,3.701960E+01
82180.000000,2.610322E-11,3.698233E+01
82303.750000,2.608263E-11,3.695479E+01
82427.500000,2.606913E-11,3.691878E+01
82551.250000,2.606969E-11,3.686394E+01
82675.000000,2.613520E-11,3.671465E+01
82798.750000,2.608337E-11,3.673369E+01
82922.500000,2.607070E-11,3.669434E+01
83046.250000,2.608398E-11,3.662248E+01
83170.000000,2.608950E-11,3.656011E+01
83293.750000,2.610419E-11,3.648407E+01
83417.500000,2.608147E-11,3.646259E+01
83541.250000,2.609924E-11,3.638359E+01
83665.000000,2.611042E-11,3.631442E+01
83788.750000,2.610425E-11,3.626986E+01
83912.500000,2.609767E-11,3.622515E+01
84036.250000,2.610707E-11,3.616043E+01
84160.000000,2.612934E-11,3.607521E+01
84283.750000,2.614228E-11,3.600431E+01
84407.500000,2.614018E-11,3.595387E+01
84531.250000,2.608792E-11,3.597387E+01
84655.000000,2.611025E-11,3.589008E+01
84778.750000,2.613734E-11,3.580092E+01
84902.500000,2.612265E-11,3.576797E+01
85026.250000,2.614497E-11,3.568646E+01
85150.000000,2.612741E-11,3.565884E+01
85273.750000,2.614615E-11,3.558105E+01
85397.500000,2.612679E-11,3.555563E+01
85521.250000,2.612329E-11,3.550957E+01
85645.000000,2.614446E-11,3.542925E+01
85768.750000,2.616406E-11,3.535125E+01
85892.500000,2.618005E-11,3.527995E+01
86016.250000,2.611971E-11,3.530979E+01
86140.000000,2.615323E-11,3.521381E+01
86263.750000,2.616656E-11,3.514511E+01
86387.500000,2.617207E-11,3.508775E+01
86511.250000,2.616712E-11,3.504317E+01
86635.000000,2.617487E-11,3.498320E+01
86758.750000,2.613138E-11,3.499067E+01
86882.500000,2.613359E-11,3.494078E+01
87006.250000,2.617226E-11,3.483764E+01
87130.000000,2.615497E-11,3.481204E+01
87253.750000,2.617752E-11,3.473241E+01
87377.500000,2.618474E-11,3.467467E+01
87501.250000,2.614037E-11,3.468353E+01
87625.000000,2.620197E-11,3.455299E+01
87748.750000,2.621231E-11,3.449021E+01
87872.500000,2.613946E-11,3.453859E+01
87996.250000,2.620425E-11,3.440447E+01
88120.000000,2.617289E-11,3.439695E+01
88243.750000,2.621995E-11,3.428598E+01
88367.500000,2.620862E-11,3.425446E+01
88491.250000,2.618641E-11,3.423355E+01
88615.000000,2.617447E-11,3.420188E+01
88738.750000,2.618777E-11,3.413673E+01
88862.500000,2.619274E-11,3.408351E+01
88986.250000,2.624858E-11,3.396359E+01
89110.000000,2.616193E-11,3.402845E+01
89233.750000,2.621323E-11,3.391534E+01
89357.500000,2.621132E-11,3.386951E+01
89481.250000,2.620002E-11,3.383845E+01
89605.000000,2.621869E-11,3.376826E+01
89728.750000,2.622408E-11,3.371384E+01
89852.500000,2.621971E-11,3.367497E+01
89976.250000,2.618622E-11,3.366906E+01
90100.000000,2.621076E-11,3.359052E+01
90223.750000,2.621630E-11,3.353911E+01
90347.500000,2.624617E-11,3.345513E+01
90471.250000,2.620332E-11,3.346400E+01
90595.000000,2.621414E-11,3.340350E+01
90718.750000,2.624936E-11,3.331244E+01
90842.500000,2.622201E-11,3.330237E+01
90966.250000,2.623397E-11,3.324276E+01
91090.000000,2.622151E-11,3.321311E+01
91213.750000,2.624768E-11,3.313533E+01
91337.500000,2.624236E-11,3.309774E+01
91461.250000,2.623653E-11,3.305998E+01
91585.000000,2.626802E-11,3.297631E+01
91708.750000,2.624194E-11,3.296333E+01
91832.500000,2.624173E-11,3.292004E+01
91956.250000,2.628499E-11,3.282053E+01
92080.000000,2.625231E-11,3.281702E+01
92203.750000,2.626454E-11,3.275820E+01
92327.500000,2.628094E-11,3.269411E+01
92451.250000,2.627655E-11,3.265539E+01
92575.000000,2.624055E-11,3.265615E+01
92698.750000,2.627957E-11,3.256440E+01
92822.500000,2.627188E-11,3.253133E+01
92946.250000,2.627329E-11,3.248578E+01
93070.000000,2.626560E-11,3.245255E+01
93193.750000,2.630756E-11,3.235633E+01
93317.500000,2.630086E-11,3.232329E+01
93441.250000,2.624878E-11,3.234386E+01
93565.000000,2.629140E-11,3.224894E+01
93688.750000,2.622899E-11,3.228279E+01
93812.500000,2.627428E-11,3.218415E+01
93936.250000,2.628771E-11,3.212560E+01
94060.000000,2.628039E-11,3.209246E+01
94183.750000,2.627285E-11,3.205874E+01
94307.500000,2.630070E-11,3.198384E+01
94431.250000,2.628556E-11,3.195911E+01
94555.000000,2.629358E-11,3.190783E+01
94678.750000,2.631428E-11,3.184156E+01
94802.500000,2.630255E-11,3.181366E+01
94926.250000,2.630713E-11,3.176724E+01
95050.000000,2.627076E-11,3.176928E+01
95173.750000,2.631305E-11,3.167750E+01
95297.500000,2.632604E-11,3.162117E+01
95421.250000,2.632563E-11,3.157959E+01
95545.000000,2.631316E-11,3.155309E+01
95668.750000,2.632286E-11,3.150111E+01
95792.500000,2.633246E-11,3.144887E+01
95916.250000,2.631094E-11,3.143438E+01
96040.000000,2.629964E-11,3.140617E+01
96163.750000,2.632233E-11,3.134076E+01
96287.500000,2.630307E-11,3.132274E+01
96411.250000,2.632498E-11,3.125488E+01
96535.000000,2.632254E-11,3.121956E+01
96658.750000,2.635184E-11,3.114400E+01
96782.500000,2.633070E-11,3.112900E+01
96906.250000,2.632209E-11,3.110014E+01
97030.000000,2.632993E-11,3.105168E+01
97153.750000,2.632749E-11,3.101509E+01
97277.500000,2.633675E-11,3.096418E+01
97401.250000,2.633220E-11,3.093089E+01
97525.000000,2.634654E-11,3.087509E+01
97648.750000,2.633496E-11,3.084846E+01
97772.500000,2.637479E-11,3.076245E+01
97896.250000,2.635296E-11,3.075049E+01
98020.000000,2.635336E-11,3.071048E+01
98143.750000,2.635316E-11,3.067115E+01
98267.500000,2.636925E-11,3.061493E+01
98391.250000,2.631998E-11,3.063239E+01
98515.000000,2.638581E-11,3.051761E+01
98638.750000,2.635439E-11,3.051660E+01
98762.500000,2.636628E-11,3.046475E+01
98886.250000,2.639577E-11,3.039266E+01
99010.000000,2.638014E-11,3.037161E+01
99133.750000,2.637143E-11,3.034322E+01
99257.500000,2.637762E-11,3.029817E+01
99381.250000,2.639891E-11,3.023760E+01
99505.000000,2.640181E-11,3.019658E+01
99628.750000,2.638562E-11,3.017652E+01
99752.500000,2.634687E-11,3.018474E+01
99876.250000,2.636193E-11,3.012943E+01
100000.000000,2.639037E-11,3.006005E+01
