Frequency,Z,?°
100 kHz,87.9303 m?,87.4954 °
200 kHz,172.146 m?,87.6538 °
300 kHz,253.228 m?,88.0416 °
400 kHz,334.725 m?,88.3571 °
500 kHz,411.344 m?,88.1457 °
600 kHz,485.258 m?,88.3162 °
700 kHz,563.823 m?,88.6873 °
800 kHz,622.471 m?,88.5931 °
900 kHz,695.198 m?,88.7175 °
