Frequency,Z,?°;;;Frequency,Z,?°;;;Frequency,Z,?°;;;Frequency,Z,?°;;;Frequency,Z,?°
69 kHz,60.9811 m?,87.3885 °;;;69 kHz,31.9766 m?,102.579 °;;;69 kHz,60.9615 m?,-118.902 °;;;69 kHz,40.7027 m?,-146.51 °;;;69 kHz,128.031 m?,107.246 °
70 kHz,61.9584 m?,87.4441 °;;;70 kHz,32.3667 m?,102.258 °;;;70 kHz,61.5411 m?,-118.639 °;;;70 kHz,41.0224 m?,-146.065 °;;;70 kHz,129.711 m?,107.014 °
71 kHz,63.0472 m?,87.2263 °;;;71 kHz,33.0194 m?,102.707 °;;;71 kHz,62.2445 m?,-118.507 °;;;71 kHz,41.071 m?,-145.346 °;;;71 kHz,130.97 m?,106.864 °
72 kHz,63.8822 m?,87.4505 °;;;72 kHz,33.2277 m?,102.026 °;;;72 kHz,63.1114 m?,-117.951 °;;;72 kHz,41.4924 m?,-145.112 °;;;72 kHz,133.108 m?,106.501 °
73 kHz,64.4921 m?,87.502 °;;;73 kHz,33.5265 m?,102.246 °;;;73 kHz,63.603 m?,-117.488 °;;;73 kHz,41.6648 m?,-144.361 °;;;73 kHz,134.249 m?,106.247 °
74 kHz,65.399 m?,87.4182 °;;;74 kHz,33.8625 m?,102.127 °;;;74 kHz,64.5863 m?,-117.174 °;;;74 kHz,42.0618 m?,-144.202 °;;;74 kHz,136.503 m?,106.08 °
75 kHz,66.1756 m?,87.5128 °;;;75 kHz,34.4506 m?,101.601 °;;;75 kHz,65.3136 m?,-116.619 °;;;75 kHz,42.4655 m?,-143.346 °;;;75 kHz,137.782 m?,105.99 °
76 kHz,67.1346 m?,87.3482 °;;;76 kHz,34.7936 m?,101.739 °;;;76 kHz,66.1509 m?,-116.368 °;;;76 kHz,42.156 m?,-142.909 °;;;76 kHz,139.466 m?,105.708 °
77 kHz,67.7715 m?,87.3582 °;;;77 kHz,35.2354 m?,101.532 °;;;77 kHz,66.8901 m?,-116.02 °;;;77 kHz,42.5762 m?,-142.424 °;;;77 kHz,140.788 m?,105.412 °
78 kHz,68.4753 m?,87.2357 °;;;78 kHz,35.3663 m?,100.919 °;;;78 kHz,67.5345 m?,-115.477 °;;;78 kHz,42.7102 m?,-141.908 °;;;78 kHz,142.154 m?,105.271 °
79 kHz,69.0372 m?,87.2547 °;;;79 kHz,35.5587 m?,101.487 °;;;79 kHz,68.5495 m?,-114.868 °;;;79 kHz,42.7914 m?,-141.416 °;;;79 kHz,144.461 m?,105.21 °
80 kHz,70.0068 m?,87.2601 °;;;80 kHz,35.8429 m?,100.378 °;;;80 kHz,69.0788 m?,-114.572 °;;;80 kHz,43.2079 m?,-140.721 °;;;80 kHz,145.364 m?,104.891 °
81 kHz,71.2421 m?,87.3789 °;;;81 kHz,36.5486 m?,101.008 °;;;81 kHz,69.9166 m?,-114.377 °;;;81 kHz,43.382 m?,-140.666 °;;;81 kHz,147.583 m?,104.734 °
82 kHz,72.0787 m?,87.4481 °;;;82 kHz,36.8793 m?,100.751 °;;;82 kHz,70.4012 m?,-114.184 °;;;82 kHz,43.5304 m?,-140.394 °;;;82 kHz,149.535 m?,104.576 °
83 kHz,73.1062 m?,87.3958 °;;;83 kHz,37.4489 m?,100.627 °;;;83 kHz,71.1135 m?,-114.044 °;;;83 kHz,43.6681 m?,-140.031 °;;;83 kHz,150.936 m?,104.449 °
84 kHz,73.8579 m?,87.5275 °;;;84 kHz,38.2585 m?,101.085 °;;;84 kHz,71.5994 m?,-114.017 °;;;84 kHz,43.8936 m?,-140.08 °;;;84 kHz,152.773 m?,104.291 °
85 kHz,74.6462 m?,87.5986 °;;;85 kHz,38.6237 m?,100.517 °;;;85 kHz,72.5575 m?,-113.654 °;;;85 kHz,44.1258 m?,-139.352 °;;;85 kHz,155.166 m?,104.072 °
86 kHz,75.8383 m?,87.6093 °;;;86 kHz,38.9319 m?,100.26 °;;;86 kHz,73.2112 m?,-113.271 °;;;86 kHz,44.2924 m?,-139.309 °;;;86 kHz,156.413 m?,103.923 °
87 kHz,76.6103 m?,87.5373 °;;;87 kHz,39.5343 m?,100.352 °;;;87 kHz,73.8743 m?,-113.115 °;;;87 kHz,44.5194 m?,-139.045 °;;;87 kHz,158.745 m?,103.593 °
88 kHz,77.3699 m?,87.5745 °;;;88 kHz,40.2789 m?,100.217 °;;;88 kHz,74.371 m?,-112.931 °;;;88 kHz,44.802 m?,-138.871 °;;;88 kHz,160.079 m?,103.621 °
89 kHz,78.5958 m?,87.7385 °;;;89 kHz,40.6421 m?,99.8092 °;;;89 kHz,75.1316 m?,-112.616 °;;;89 kHz,44.9607 m?,-138.629 °;;;89 kHz,162.103 m?,103.494 °
90 kHz,79.6275 m?,87.5764 °;;;90 kHz,41.0439 m?,99.8871 °;;;90 kHz,75.8726 m?,-112.334 °;;;90 kHz,45.0826 m?,-138.249 °;;;90 kHz,163.549 m?,103.354 °
91 kHz,80.4184 m?,87.7968 °;;;91 kHz,41.5311 m?,99.8489 °;;;91 kHz,76.7758 m?,-111.928 °;;;91 kHz,45.5447 m?,-137.925 °;;;91 kHz,165.422 m?,103.145 °
92 kHz,81.4147 m?,87.6588 °;;;92 kHz,41.9792 m?,99.7295 °;;;92 kHz,77.2403 m?,-111.783 °;;;92 kHz,45.3644 m?,-137.62 °;;;92 kHz,167.103 m?,103.017 °
93 kHz,82.1413 m?,87.5507 °;;;93 kHz,42.6075 m?,99.5114 °;;;93 kHz,77.9404 m?,-111.597 °;;;93 kHz,45.694 m?,-137.13 °;;;93 kHz,168.935 m?,102.903 °
94 kHz,83.0235 m?,87.6699 °;;;94 kHz,42.7654 m?,99.4887 °;;;94 kHz,78.5553 m?,-111.442 °;;;94 kHz,46.0005 m?,-136.863 °;;;94 kHz,170.351 m?,102.793 °
95 kHz,83.9326 m?,87.5848 °;;;95 kHz,43.3696 m?,99.1176 °;;;95 kHz,79.0907 m?,-110.96 °;;;95 kHz,46.1529 m?,-136.697 °;;;95 kHz,172.34 m?,102.652 °
96 kHz,84.8368 m?,87.6217 °;;;96 kHz,43.6564 m?,98.9821 °;;;96 kHz,80.0504 m?,-110.89 °;;;96 kHz,46.2035 m?,-136.128 °;;;96 kHz,173.95 m?,102.514 °
97 kHz,85.6262 m?,87.4186 °;;;97 kHz,44.2419 m?,98.7303 °;;;97 kHz,80.9831 m?,-110.567 °;;;97 kHz,46.4758 m?,-135.588 °;;;97 kHz,175.851 m?,102.334 °
98 kHz,86.4253 m?,87.5666 °;;;98 kHz,44.5723 m?,98.6341 °;;;98 kHz,81.5548 m?,-110.278 °;;;98 kHz,46.6649 m?,-135.388 °;;;98 kHz,177.121 m?,102.145 °
99 kHz,87.2728 m?,87.4322 °;;;99 kHz,44.9158 m?,98.5901 °;;;99 kHz,82.5069 m?,-109.936 °;;;99 kHz,47.0089 m?,-134.89 °;;;99 kHz,178.956 m?,102.19 °
100 kHz,88.1564 m?,87.4241 °;;;100 kHz,45.4012 m?,98.2079 °;;;100 kHz,83.1557 m?,-109.716 °;;;100 kHz,47.1964 m?,-134.441 °;;;100 kHz,180.711 m?,101.955 °
200 kHz,172.146 m?,87.6538 °;;;200 kHz,87.8973 m?,93.1581 °;;;200 kHz,162.743 m?,-98.7765 °;;;200 kHz,76.4162 m?,-113.516 °;;;200 kHz,355.334 m?,96.053 °
300 kHz,253.228 m?,88.0416 °;;;300 kHz,128.423 m?,92.0356 °;;;300 kHz,247.532 m?,-95.053 °;;;300 kHz,111.518 m?,-105.48 °;;;300 kHz,528.159 m?,93.9036 °
400 kHz,334.725 m?,88.3571 °;;;400 kHz,171.039 m?,91.5845 °;;;400 kHz,329.841 m?,-93.5418 °;;;400 kHz,145.963 m?,-101.146 °;;;400 kHz,701.707 m?,92.8971 °
500 kHz,411.344 m?,88.1457 °;;;500 kHz,207.069 m?,90.6845 °;;;500 kHz,418.677 m?,-92.3722 °;;;500 kHz,187.356 m?,-97.5171 °;;;500 kHz,868.818 m?,92.067 °
600 kHz,485.258 m?,88.3162 °;;;600 kHz,241.487 m?,90.3011 °;;;600 kHz,508.796 m?,-91.8026 °;;;600 kHz,230.58 m?,-95.787 °;;;600 kHz,1.0353 ?,91.6512 °
700 kHz,563.823 m?,88.6873 °;;;700 kHz,281.256 m?,90.4274 °;;;700 kHz,594.373 m?,-91.4295 °;;;700 kHz,269.402 m?,-94.5201 °;;;700 kHz,1.2048 ?,91.4116 °
800 kHz,622.471 m?,88.5931 °;;;800 kHz,299.849 m?,90.0864 °;;;800 kHz,699.501 m?,-90.8925 °;;;800 kHz,327.605 m?,-93.1486 °;;;800 kHz,1.3518 ?,91.1482 °
900 kHz,695.198 m?,88.7175 °;;;900 kHz,333.346 m?,89.8394 °;;;900 kHz,788.645 m?,-90.5733 °;;;900 kHz,371.252 m?,-92.2726 °;;;900 kHz,1.514 ?,91.0236 °
