Frequency,Z,?°
100 kHz,83.2474 m?,-109.823 °
200 kHz,162.743 m?,-98.7765 °
300 kHz,247.532 m?,-95.053 °
400 kHz,329.841 m?,-93.5418 °
500 kHz,418.677 m?,-92.3722 °
600 kHz,508.796 m?,-91.8026 °
700 kHz,594.373 m?,-91.4295 °
800 kHz,699.501 m?,-90.8925 °
900 kHz,788.645 m?,-90.5733 °
