Ladekurvenmessung
Zeit: 2018_05_03 11.58.28
Info: FVA3, v = 1.47, T = 60, F = 20, h = 337.9
Ladewiderstand[Ohm]: 1012700
Störkapazität[pF]: 0.000000
Entladezeit[ms]: 200
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 2500.000000
Verzögerung[ms]: 3
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12	Kurve_13	Kurve_14	Kurve_15
126	0.001132	-0.004785	0.018554	-0.000841	-0.002813	-0.001005	0.045015	-0.010702	-0.015633	0.000803	0.001625	0.003926	-0.014482	0.026278	-0.001169
127	-0.002977	-0.003963	0.014116	0.000146	-0.002484	-0.001169	0.0437	-0.010702	-0.013989	-0.003963	-0.001005	0.005405	-0.021221	0.028908	-0.00232
128	-0.004128	-0.005443	0.016417	0.004583	-0.003963	-0.002977	0.043371	-0.009551	-0.014482	-0.004128	-0.000512	0.004419	-0.019413	0.026114	-0.000183
129	-0.001334	-0.005936	0.020197	-0.001662	0.000146	-0.002977	0.042714	-0.008072	-0.015633	0.002611	-0.000183	-0.002813	-0.023029	0.027593	-0.002648
130	-0.003799	-0.0061	0.015924	-0.000676	0.002118	-0.000183	0.044358	-0.010538	-0.014482	-0.002155	-1.9e-05	0.001789	-0.024837	0.028744	0.000474
131	-0.001827	-0.006264	0.015266	-0.000841	-0.003963	0.005241	0.041564	-0.022043	-0.011195	-0.000347	-0.000676	0.003597	-0.024179	0.028251	-0.001498
132	-0.005443	-0.006264	0.013952	-0.000676	-0.003799	-1.9e-05	0.042714	-0.013332	-0.011031	0.000474	-0.003142	0.00031	-0.030425	0.028579	-0.001169
133	0.002118	-0.004785	0.012637	-0.004292	0.000639	0.003268	0.043536	-0.009716	-0.012017	0.00146	-0.002813	-0.001662	-0.032068	0.028579	-0.003799
134	0.001132	-0.006593	0.012308	0.00031	-0.000183	-0.000347	0.044358	-0.011852	-0.005114	-0.002484	-0.001334	0.001625	-0.033383	0.027265	0.000967
135	-0.001662	-0.003306	0.0105	-0.002977	-0.002977	0.002611	0.042878	-0.009223	-0.009387	0.001954	-0.001334	-0.00347	-0.035849	0.025785	-0.003799
136	-0.000183	-0.007744	0.011979	-0.007086	-0.002648	-0.000841	0.044851	-0.010209	-0.008565	0.002775	-0.000676	0.00294	-0.03667	0.027922	-0.000183
137	-0.00232	-0.001498	0.010664	-0.004949	-0.002977	-0.001005	0.043371	-0.009058	-0.010373	0.003433	-0.004785	-0.001334	-0.038971	0.023484	0.001296
138	0.000146	-0.004621	0.007377	-0.001169	0.004583	0.000146	0.044029	-0.009551	-0.005443	0.000474	-0.001827	0.003433	-0.040944	0.02332	-0.002484
139	0.001954	-0.007086	0.009678	0.00031	-0.001662	-0.000841	0.043371	-0.008894	-0.009716	0.000474	0.000146	-0.007579	-0.044395	0.024142	-0.000676
140	-0.001334	-0.004456	0.009843	-0.001169	0.00031	-0.002484	0.039591	-0.011524	-0.007744	-0.000347	-0.003799	-0.002813	-0.044724	0.020197	-0.008072
141	-0.002813	-0.005607	0.010829	-0.000347	-0.001662	-0.000183	0.039098	-0.010045	-0.010045	-0.003306	-0.006429	0.00031	-0.047354	0.023156	-0.002648
142	-0.002155	-0.005114	0.009678	0.001625	0.001132	0.001296	0.038112	-0.010702	-0.005278	-0.006593	0.000967	-0.001991	-0.046039	0.021348	-0.003306
