Frequency,Z,?°
100 kHz,214.071 m?,87.9698 °
200 kHz,434.304 m?,89.2861 °
300 kHz,653.548 m?,89.2852 °
400 kHz,870.917 m?,88.904 °
500 kHz,1.078 ?,88.5151 °
600 kHz,1.2864 ?,88.5302 °
700 kHz,1.4928 ?,88.608 °
800 kHz,1.684 ?,88.5238 °
900 kHz,1.8812 ?,88.4118 °
