Frequency,Z,?°
200 kHz,457.464 m?,89.8733 °
300 kHz,692.676 m?,90.008 °
400 kHz,925.926 m?,89.6939 °
500 kHz,1.1498 ?,89.3443 °
600 kHz,1.3754 ?,89.2781 °
700 kHz,1.5999 ?,89.3048 °
800 kHz,1.8068 ?,89.1871 °
900 kHz,2.0204 ?,89.072 °
