Frequency,Z,?°
0.02 kHz,12.6018 m?,0.2403 °
0.04 kHz,12.6324 m?,0.4913 °
0.06 kHz,12.9228 m?,0.6675 °
0.08 kHz,12.5959 m?,1.217 °
0.1 kHz,12.6315 m?,0.7856 °
0.12 kHz,12.5588 m?,1.0072 °
0.14 kHz,12.1868 m?,3.5597 °
0.16 kHz,12.164 m?,4.1302 °
0.18 kHz,12.3598 m?,2.9886 °
0.2 kHz,12.5833 m?,1.8747 °
0.22 kHz,12.5874 m?,2.4645 °
0.24 kHz,12.6019 m?,3.0144 °
0.26 kHz,12.6114 m?,3.2924 °
0.28 kHz,12.5859 m?,3.0047 °
0.3 kHz,12.5606 m?,2.7826 °
0.32 kHz,12.5731 m?,2.8138 °
0.34 kHz,12.5734 m?,3.0221 °
0.36 kHz,12.5663 m?,3.151 °
0.38 kHz,12.56 m?,3.3316 °
0.4 kHz,12.5566 m?,3.4786 °
0.42 kHz,12.5475 m?,3.6427 °
0.44 kHz,12.5566 m?,3.7673 °
0.46 kHz,12.5351 m?,4.0539 °
0.48 kHz,12.5481 m?,4.2299 °
0.5 kHz,12.5391 m?,4.5173 °
0.52 kHz,12.5487 m?,4.5552 °
0.54 kHz,12.5533 m?,4.7909 °
0.56 kHz,12.5543 m?,4.9472 °
0.58 kHz,12.5479 m?,5.2382 °
0.6 kHz,12.5487 m?,5.4498 °
0.62 kHz,12.5152 m?,5.5821 °
0.64 kHz,12.5029 m?,5.7246 °
0.66 kHz,12.4889 m?,5.922 °
0.68 kHz,12.4843 m?,6.1233 °
0.7 kHz,12.4826 m?,6.3233 °
0.72 kHz,12.4849 m?,6.5141 °
0.74 kHz,12.4924 m?,6.7124 °
0.76 kHz,12.5087 m?,6.8847 °
0.78 kHz,12.5217 m?,7.1221 °
0.8 kHz,12.5285 m?,7.2694 °
0.82 kHz,12.535 m?,7.4711 °
0.84 kHz,12.5316 m?,7.6896 °
0.86 kHz,12.5418 m?,7.8961 °
0.88 kHz,12.539 m?,8.0778 °
0.9 kHz,12.5519 m?,8.2599 °
0.92 kHz,12.542 m?,8.4597 °
0.94 kHz,12.5474 m?,8.6122 °
0.96 kHz,12.5526 m?,8.7862 °
0.98 kHz,12.5635 m?,8.9673 °
