Frequency,Z,?°
200 kHz,523.853 m?,90.2204 °
300 kHz,792.725 m?,90.2079 °
400 kHz,1.059 ?,89.8661 °
500 kHz,1.3164 ?,89.4613 °
600 kHz,1.5745 ?,89.4381 °
700 kHz,1.8322 ?,89.442 °
800 kHz,2.0715 ?,89.341 °
900 kHz,2.3176 ?,89.2096 °
