Ladekurvenmessung

Zeit: 2018_05_04 10.01.49

Info: FVA3, v = 1.05, T = 23, F = 20, h = 587.3

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7
0	0.001132	-0.021221	0.000967	-0.003635	-0.001827	-0.001498	-0.00232
1	0.000967	-0.01366	0.004419	0.002775	0.001625	0.000639	-0.001169
2	0.005405	-0.019084	0.005241	0.002611	0.000474	0.003926	-0.002813
3	0.001132	-0.017934	0.000474	0.000146	0.003926	-0.001498	0.001296
4	0.006391	-0.019742	0.008363	-0.001334	0.000803	0.000474	0.00146
5	0.003104	-0.019577	0.003268	0.001625	-0.002155	0.001625	-0.001169
6	0.001132	-0.023357	0.002118	-0.00347	0.001296	0.004583	0.002118
7	0.001132	-0.021221	0.003761	0.001789	-0.001005	0.003926	0.000474
8	0.00409	-0.020728	0.002775	-0.001005	0.000146	-0.000512	0.001789
9	0.000474	-0.021221	0.001132	-0.000512	0.00294	0.002775	0.00935
10	0.00294	-0.021714	0.006556	-0.001662	-0.000676	-0.000676	0.003268
11	-1.9e-05	-0.021714	0.005241	-0.003635	-0.0061	-0.003635	-0.000841
12	-0.000183	-0.017112	0.005569	-0.000841	0.001132	-0.002484	0.003597
13	0.00294	-0.017605	0.010336	-0.001334	-0.000841	0.001132	0.000474
14	-0.000183	-0.017934	0.00146	-0.001991	-0.001169	-0.002155	0.000967
15	0.003104	-0.018591	0.006391	-0.003635	-1.9e-05	0.001625	0.002447
16	-1.9e-05	-0.017276	0.006884	0.002447	0.000803	-0.003306	-0.001498
17	0.00409	-0.019906	0.005076	0.000967	0.001954	0.000967	-0.001498
18	0.000474	-0.018262	0.005241	0.002611	0.003268	-0.000183	0.007377
19	0.007542	-0.02007	0.006391	-1.9e-05	0.000474	0.000474	-0.002977
20	-0.000512	-0.021221	0.005076	0.000639	0.002611	-0.001498	0.008692
21	0.000474	-0.020728	0.006227	0.000967	0.001296	0.003597	-0.001991
22	0.003597	-0.027795	0.005734	-1.9e-05	0.001789	0.001132	-0.001827
23	0.002447	-0.022207	0.00787	0.000146	0.002447	0.000967	0.002611
24	0.001132	-0.021056	0.011158	-0.000183	-0.000512	0.002611	-0.001498
25	0.000146	-0.0227	0.002282	-0.000841	-0.003799	-0.003306	-0.000183
26	-0.000512	-0.021878	0.000967	-0.00232	-0.001005	-0.003963	-0.001005
27	-0.00232	-0.024179	0.009514	-0.001991	-0.000512	-0.007086	0.00146
