Ladekurvenmessung

Zeit: 2018_05_04 11.35.33

Info: FVA3, v = 0.534, T = 80, F = 20, h = 137.4

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7
0	0.00294	-0.000512	0.005569	0.001789	-1.9e-05	-0.009387	0.004255
1	0.004748	0.000803	0.006884	0.000639	-0.000183	-0.006922	0.002447
2	0.004255	0.001625	0.008035	0.001132	-0.000183	-0.00873	0.007377
3	0.003104	0.001132	0.008035	-1.9e-05	-0.000512	-0.007744	0.00409
4	0.003926	-0.000183	0.00935	0.001625	-0.000347	-0.005443	0.005405
5	0.004748	-0.000676	0.007706	0.000803	-0.000512	-0.007579	0.00787
6	0.003433	-0.001005	0.008528	-0.002155	-0.000347	-0.008565	0.004583
7	0.003268	-0.001498	0.010336	-0.001169	-0.000347	-0.008072	0.006556
8	0.003761	-0.000841	0.01313	0.002118	-0.000183	-0.005771	0.006062
9	0.006062	-0.000841	0.010007	0.002611	-0.000183	-0.009058	0.007049
10	-0.000676	-0.001498	0.012308	-0.002813	-1.9e-05	-0.008894	0.006556
11	0.000639	0.002447	0.011979	0.001789	-0.000183	-0.0061	0.007542
12	0.003761	-0.002484	0.011815	0.000474	-1.9e-05	-0.006922	0.003597
13	0.001296	0.002775	0.012144	0.003433	-1.9e-05	-0.007579	0.006556
14	0.000639	-0.000512	0.011815	0.001625	-0.000347	-0.004785	0.008528
15	0.00146	0.000639	0.013294	0.003761	-0.000183	-0.004949	0.008035
16	0.003597	-0.000676	0.011158	0.001132	-0.000512	-0.005936	0.008857
17	0.002611	0.000639	0.010829	-0.000512	-0.000347	-0.0061	0.008692
18	0.004255	-0.000183	0.001789	-0.000347	-0.000183	-0.004621	0.010336
19	0.003761	0.000803	-1.9e-05	0.00031	-0.000183	-0.009551	0.0105
20	0.006227	0.000967	0.00409	0.002282	-0.000183	-0.005607	0.008363
21	0.003926	0.00031	0.008035	0.000146	-1.9e-05	-0.004292	0.008199
22	0.006556	-0.002648	0.009514	-0.002648	-0.000347	-0.002155	0.011158
23	0.005241	0.003597	0.013623	-0.001662	-0.000183	0.002611	0.00935
24	0.003597	0.003433	0.012965	-0.001334	-0.000183	-0.001991	0.008692
25	0.005076	-0.000676	0.014116	-0.000676	-0.000347	-0.001662	0.0105
