Ladekurvenmessung

Zeit: 2018_05_04 10.02.00

Info: FVA3, v = 1.05, T = 23, F = 20, h = 587.3

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3
227	-0.000676	-0.001991	-0.001169
228	-1.9e-05	-0.00725	-0.001334
229	-0.000841	-0.002648	-0.002813
230	0.000967	-0.006593	-0.00347
231	-0.002648	-0.006264	-0.001169
232	-0.002484	-0.003963	-0.001827
233	0.001789	-0.008237	-0.005278
234	-0.004949	-0.002813	-0.008237
235	0.001296	-0.001991	-0.005278
236	0.000639	-0.005771	-0.000841
237	-0.00232	-0.003799	-0.006429
238	-0.008072	-0.003963	-0.002648
239	-0.004949	-0.002648	-1.9e-05
240	-0.002977	0.000803	-0.002813
241	-0.001827	0.001132	-0.002155
242	-0.001662	-0.003963	0.000474
243	-0.000512	-0.000512	-0.003963
244	-0.001498	-0.004128	-0.005114
245	-0.003142	0.00031	-0.003306
246	-0.00347	-0.00232	-0.001005
247	-0.001662	-0.001498	-0.004128
248	0.000639	-0.003142	0.000146
249	-0.009551	-0.010538	-0.002813
250	-1.9e-05	-0.004785	-0.001169
251	-0.000841	-0.00232	-0.001827
252	0.000146	-0.001005	-0.001991
253	-0.001662	-0.001662	0.00031
254	-0.002484	-0.002813	-0.000183
255	-0.004456	-0.002155	-0.001827
256	-0.003306	-0.001991	0.002118
257	-0.001498	-0.001005	-0.000512
258	-0.002155	0.000803	-0.006264
259	-0.001334	0.00031	-0.003635
260	-0.008401	-0.008401	-0.004949
261	-0.003142	-0.002155	0.000639
262	-0.003799	0.00146	-0.001498
263	0.002282	-0.00232	-0.001827
264	-0.004949	0.000146	-0.001991
265	0.001954	-0.002813	-0.003306
266	0.000803	-1.9e-05	-0.002484
267	0.000639	-0.00347	-0.003142
268	-0.000676	-0.000841	-0.003142
269	0.000146	-0.001169	-0.002813
270	-0.001827	0.000803	-0.000512
271	-0.002813	-0.011031	-0.002155
272	-0.00347	-0.001827	0.001789
273	-0.000841	0.003104	-0.003799
274	-0.001169	-0.000676	-0.000841
275	-0.002977	0.000803	-0.001005
276	0.000146	-0.000841	-0.000676
277	-0.001498	-0.000183	0.001296
278	0.000967	-1.9e-05	0.000639
279	-0.000841	-0.004456	0.002118
280	-0.001005	0.003104	-0.003635
281	-0.001169	0.004583	-1.9e-05
282	-0.000512	-0.011195	-0.00232
283	-0.004621	-0.000347	0.000146
284	-0.001662	-0.000347	-0.001169
285	-0.001991	0.000967	-0.003799
286	-0.001498	-0.003799	-0.002977
287	-0.000676	0.00146	-0.003963
288	-0.001498	0.001132	-0.002813
289	-0.003799	-0.001827	-0.005443
290	-0.004456	0.000803	-0.003799
291	-0.001169	0.003926	0.000146
292	-0.000676	0.00294	-0.002155
293	-0.000676	-0.005607	0.001954
294	-0.003963	0.001625	-0.002813
295	-0.000841	-1.9e-05	-0.001169
296	-0.00232	0.001625	0.00031
297	0.000474	0.001789	-0.002484
298	-0.001498	0.002447	-0.001334
299	0.000967	0.00031	-0.001169
300	-0.001827	0.000146	-0.001991
301	0.000639	-0.000841	-0.002484
302	-0.001662	0.001296	-0.000841
303	0.000803	0.002775	-0.002648
304	-0.001334	-0.001498	0.000639
305	-0.003142	0.001789	-0.003635
306	-0.003963	0.000639	-0.001662
307	-0.003142	0.001789	-0.001662
308	-0.001334	-0.001662	0.000639
309	-0.004621	0.000146	0.003433
310	-0.000183	0.001954	0.00146
311	-0.002977	0.002282	-0.001498
312	-1.9e-05	0.001954	0.001132
313	-0.001991	0.003104	0.003926
314	-0.001498	0.003761	-0.003306
315	0.000803	-0.001005	0.000474
316	0.000146	-0.001498	-0.001005
317	-0.001827	0.000803	-0.001662
318	-0.000676	-0.000841	-0.003306
319	0.000967	-0.000512	-0.000676
320	-0.002977	0.001625	-0.003963
321	-0.003306	-0.000841	-0.001334
322	0.003433	0.001625	-0.003306
323	0.002775	0.00146	-0.002484
324	-0.000512	0.001954	-0.000676
325	0.002282	-1.9e-05	-0.002155
326	-0.003142	-0.004292	-0.001005
327	0.001625	-0.002813	0.000803
328	-0.003306	0.002118	-0.00232
329	0.000803	-0.001005	-1.9e-05
330	-0.001498	0.00409	0.000803
331	-0.000512	0.00409	-0.001169
332	-0.000676	-0.000841	0.003433
333	-0.000347	-0.002813	-0.001827
334	0.000146	-0.002648	0.000146
335	-0.000183	0.003104	-0.001005
336	0.004912	-0.001827	-0.000676
337	0.003926	-0.000512	-0.003635
338	0.002118	-0.003306	-0.001334
339	0.000146	0.001296	-0.007086
340	-0.001005	0.00031	-0.006264
341	-0.004292	-1.9e-05	-0.003306
342	-1.9e-05	0.003268	-0.001827
343	-0.005936	0.00146	-0.000676
344	-0.00232	-0.002977	0.000146
345	-0.00232	0.003597	-0.000183
346	-0.000841	0.005241	0.001132
347	-0.001169	0.001954	0.00146
348	-0.001827	-0.001662	-0.001169
349	0.003597	0.000639	0.001789
350	-0.001169	0.00031	0.000146
351	0.000803	-1.9e-05	-0.00232
352	-0.00232	0.001625	0.000639
353	0.000803	0.001132	-0.003142
354	-0.001662	-0.001169	-0.00232
355	-1.9e-05	0.000803	-0.002648
356	-0.000841	0.001954	-0.001334
357	-0.0061	0.000474	-0.000347
358	-0.008401	-0.001005	-0.003799
359	-0.005114	-0.005607	-0.001827
360	-0.003306	-0.001662	0.00294
361	-0.003306	-0.002977	0.001132
362	-0.002484	-0.000676	0.000967
363	-0.001991	-0.001498	0.000146
364	-0.003142	-0.000347	0.000803
365	-0.000676	0.001132	-0.00347
366	-0.000347	-0.00347	0.003104
367	-1.9e-05	0.000803	-0.000347
368	-1.9e-05	-0.001662	-1.9e-05
369	-0.000676	-0.001005	-0.001169
370	0.00294	-0.001498	-1.9e-05
371	0.002118	-0.001991	-0.00232
372	0.00031	-0.00347	-0.002484
373	0.00031	-1.9e-05	-0.001334
374	-0.000676	-0.004292	-0.002155
375	-0.001005	-0.005443	-0.000183
376	0.000146	-0.001991	-0.002648
377	-0.007744	-0.000512	0.000967
378	0.002118	-0.000347	-0.000841
379	0.00031	-0.000347	0.00031
380	-0.001498	-0.000183	-0.003306
381	-0.002648	-0.004456	0.000474
382	-0.000841	-0.004456	0.00031
383	-0.000841	-0.005278	-0.000183
384	-0.001991	-0.003963	-0.000676
385	-0.001334	-0.003142	-0.001991
386	-0.000676	-0.00347	0.000803
387	-0.001498	-0.005607	-0.002977
388	-0.006757	-0.002648	0.001296
389	-0.000183	-0.005114	-1.9e-05
390	-0.001662	-0.002484	-0.003306
391	0.001789	-0.004128	-0.000183
392	-0.001005	-0.004456	0.001296
393	-0.000347	-0.002648	-0.001991
394	-0.004785	-0.005278	0.000146
395	-0.001334	-0.00232	-0.000512
396	-0.002484	-0.003799	0.000639
397	-0.001662	-0.002648	-0.000512
398	-0.000183	-0.006922	-0.000183
399	-0.003635	-0.000347	0.002611
400	0.000474	-0.003799	0.003597
401	-0.000347	-0.000676	-0.000183
402	-0.000676	-0.00347	0.000967
403	0.00031	-0.005114	0.000639
404	-0.001991	-0.002155	-1.9e-05
405	-0.005278	-0.005443	-0.000841
406	0.003761	-0.004949	0.000639
407	0.000639	-0.004621	-0.004949
408	0.004255	-0.005114	0.001132
409	0.00146	-0.004949	-0.001827
410	-0.001827	-0.00988	-0.004128
411	0.001954	-0.005607	0.005241
412	-0.001169	-0.001662	-0.002484
413	0.000967	-0.003142	-0.000512
414	-0.002484	-0.001334	0.000146
415	0.000639	-0.002484	-0.001498
416	-0.003963	-0.002813	-0.001169
417	0.001296	-0.003799	0.000803
418	-0.00232	-0.002155	-0.001334
419	-0.001005	-0.004456	-0.001827
420	-0.001005	-0.002977	-0.001662
421	-0.001005	-0.007086	0.001132
422	0.000639	-0.001991	0.000639
423	0.003433	-0.004128	-0.001662
424	-0.00232	-0.007579	0.000474
425	0.00031	-0.004128	-0.001991
426	0.00294	-0.000676	0.000639
427	-0.00347	-0.00232	-0.000183
428	0.001954	-0.004949	0.004583
429	-0.001827	-0.001169	-0.002813
430	0.001296	-0.004621	0.002611
431	-0.002648	-0.004621	0.003104
432	-0.004292	-0.003635	0.001789
433	0.003268	0.000146	-0.000512
434	0.002118	-0.003142	0.002118
435	-0.001662	-0.001498	-0.000841
436	0.002775	-0.004949	-0.000676
437	-0.00232	-0.000512	-0.002155
438	0.001296	-0.002977	-0.005771
439	0.001789	-0.004621	-0.001498
440	-0.001169	-0.006264	-0.005936
441	-0.000676	-0.004785	0.000803
442	-0.000676	-0.004785	-0.004949
443	-0.001827	-0.007086	-0.000841
444	0.000639	-0.000841	-0.001827
445	0.002447	-0.006429	-0.002484
446	-0.001498	-0.002155	-0.000841
447	0.000474	-0.003635	0.001132
448	-0.000676	-0.001827	-0.002648
449	-0.000676	-0.005607	-0.002155
450	-0.004128	-0.001498	-0.001827
451	-0.000183	-0.006264	-0.001662
452	-0.004456	-0.000347	-0.000347
453	-0.002648	-0.000841	-0.001169
454	-0.000512	-0.000347	0.001132
455	-0.002155	-0.001005	-0.004128
456	-0.003142	-0.004456	0.000474
457	-0.004128	-0.003306	-0.001498
458	-0.002813	-0.006757	-0.000841
459	-0.003799	-0.000347	-0.001991
460	0.000639	-0.005443	0.000639
461	-0.00232	-0.002977	-0.006264
462	-0.001334	-0.007908	-0.001005
463	-0.000676	-0.002977	-0.003635
464	0.000967	-0.003799	-0.002813
465	-0.000347	-0.005936	-0.003963
466	0.003104	-0.003635	-0.003635
467	-0.003142	-0.003142	0.000967
468	0.00031	-0.004949	-0.002484
469	-0.00232	-0.00347	0.001789
470	0.001296	-0.003799	-0.001498
471	-0.001005	-0.005607	-0.000183
472	-0.003142	-0.004785	-0.001169
473	0.000803	-0.004949	0.000639
474	-0.001005	-0.005607	-0.001991
475	-0.001498	-0.001991	-0.000347
476	0.002118	0.001296	0.001132
477	0.003926	-0.002813	-0.002648
478	-1.9e-05	-0.001662	-0.003142
479	0.000146	-0.005607	-1.9e-05
480	-0.002648	-0.003635	-0.002977
481	0.000474	-0.00725	-0.002813
482	-0.005607	-0.007744	-0.003306
483	-0.000512	-0.006429	-0.003799
484	-0.003306	-0.007415	-0.003306
485	-0.002484	-0.0061	-0.000841
486	-0.007415	-0.006757	-0.001334
487	0.003597	-0.004621	-0.004456
488	0.002775	-0.003306	-0.004128
489	-0.001991	-0.001827	-0.002977
490	-0.001334	-0.004292	0.000639
491	0.001789	-0.001827	-1.9e-05
492	-0.001169	-0.003963	0.001789
493	-0.001334	-0.004292	-0.001991
494	-0.000512	-0.004949	-0.003142
495	-0.00232	-0.003142	-0.000676
496	0.002118	-0.002648	-0.001827
497	0.000967	0.000146	-0.002155
498	0.003597	-0.002977	-0.001662
499	0.001789	-0.003306	-0.002155
500	-0.000512	0.000474	-0.002648
501	-0.001498	-0.003963	-0.000676
502	-0.000183	-0.001498	-0.001169
503	-0.001005	-0.001334	-0.002813
504	-0.004785	-0.00347	-0.000347
505	-0.003142	-0.003142	-0.000347
506	-0.009058	-0.002155	-0.001827
507	-0.001991	-0.00232	0.003761
508	-0.003963	-0.002648	0.000146
509	0.008857	0.002775	0.002118
510	0.00146	0.003597	0.004255
511	0.000967	-0.002484	0.003104
512	-0.002648	-0.001334	0.000803
513	0.001132	-0.003142	-0.001991
514	-0.000347	-0.002484	0.000146
515	0.000803	-0.003142	-0.000347
516	0.001296	-0.004292	0.00031
517	-0.000183	-0.006264	-0.004456
518	0.000803	-0.002813	-0.000183
519	-0.000512	-0.000512	-0.002977
520	-0.003142	0.00031	-0.001334
521	0.003268	0.001625	-0.002648
522	0.000803	-0.001662	-1.9e-05
523	-0.001169	0.001296	0.000474
524	-1.9e-05	-0.000347	-0.002648
525	-0.000347	0.004419	0.00031
526	0.000803	0.000474	-0.000512
527	-0.000841	-0.000183	-0.001827
528	0.002447	0.00409	-0.000512
529	-0.000841	-0.001991	0.000474
530	0.00146	-0.00347	-0.001169
531	0.002447	0.002447	0.000639
532	0.004255	0.00294	0.003597
533	0.001789	-0.006264	-0.000512
534	0.001296	-0.004128	-0.000183
535	0.003433	-0.004456	-0.000183
536	0.000639	-0.001498	-0.002977
537	-0.00347	-0.003306	-0.002648
538	-0.00347	-0.001991	-0.002648
539	0.001954	-0.004456	-0.002813
540	-0.002648	-0.002484	-0.001991
541	0.000967	-0.00232	0.000146
542	0.000146	0.00409	-0.00347
543	-0.000841	0.001132	0.002282
544	-0.001005	0.000967	0.003761
545	0.00294	0.000967	-0.003799
546	-0.000183	-0.000512	0.002447
547	0.00146	0.000474	0.000474
548	0.002282	-0.001334	-1.9e-05
549	0.000474	-0.001991	-0.001827
550	0.002118	-0.002977	-0.000512
551	-0.000676	-0.006593	-0.001662
552	0.000639	-0.004785	-0.000676
553	-1.9e-05	-0.000347	-0.001991
554	-0.001991	-0.002155	-0.001662
555	-0.000347	-0.001498	-0.001005
556	-0.002155	-0.001662	-0.003799
557	-0.000512	-0.000512	-0.001498
558	0.001132	-0.000183	-0.001662
559	-0.0061	0.002447	-0.000183
560	-0.004128	0.003104	-0.002813
561	-0.003142	-0.000347	0.00294
562	-0.003635	0.000639	0.00146
563	0.004255	-0.000841	0.002118
564	0.001625	-0.000676	-0.000183
565	0.001132	-0.003963	-1.9e-05
566	0.001132	-0.003635	0.000803
567	0.002611	-0.005607	-1.9e-05
568	-0.000183	-0.003306	-0.002484
569	0.003268	-0.005443	-0.001169
570	-0.001334	-0.002977	-0.00347
571	0.001625	-0.002977	-0.002977
572	0.000146	-0.002977	0.002775
573	0.000967	-0.001005	-0.002155
574	-0.003142	0.005076	0.000803
575	0.003104	0.001954	-0.000512
576	-0.003306	-0.001498	0.002118
577	0.001132	0.00146	0.001625
578	-0.000347	0.003597	0.003268
579	0.001296	-0.00232	0.000803
580	0.002447	0.00146	0.002447
581	-1.9e-05	0.000803	0.003433
582	-0.000183	-0.000841	-0.001169
583	0.003268	-0.002484	0.000474
584	-0.000183	-0.001005	-0.000183
585	-0.004949	0.003268	-0.003635
586	0.004419	-0.00232	-0.001498
587	-0.00347	-0.00232	-0.002484
588	-0.001005	-0.00347	-0.003799
589	-0.002155	-0.001005	0.00031
590	-0.000512	0.001296	-0.000347
591	-0.003306	0.000474	0.004255
592	-0.002484	0.000474	-0.002484
593	-1.9e-05	0.00031	-0.000347
594	0.000967	0.000803	0.000803
595	-0.003799	0.002447	-0.000183
596	0.001625	0.002118	0.002118
597	0.001132	-1.9e-05	0.006062
598	-0.001498	0.00031	0.003597
599	0.003268	-0.001169	0.001954
600	0.000967	0.003926	0.003268
601	0.004748	0.00146	0.00409
602	-0.001498	-0.002155	0.00146
603	0.00294	-0.001334	0.001954
604	-0.001498	-1.9e-05	0.005569
605	0.005405	-0.001827	0.002118
606	0.003433	0.000146	0.004419
607	-0.000676	0.000967	0.000639
608	-0.000183	-0.000512	0.004583
609	-0.001005	-0.00232	0.000803
610	0.006391	0.008035	-0.001005
611	0.002775	0.002447	0.001132
612	0.00409	0.004583	0.005898
613	0.003104	0.00409	-0.000676
614	0.002611	-0.001005	0.004419
615	0.003104	0.002282	0.003104
616	0.002611	-0.001334	0.003104
617	0.001789	0.000474	0.00409
618	0.001296	0.000474	0.000639
619	0.002447	0.000474	0.002611
620	0.002775	-0.003963	-1.9e-05
621	0.003926	0.001625	0.001296
622	0.005076	-0.000676	0.002447
623	0.00409	0.000146	0.002447
624	0.004583	0.005569	0.002282
625	0.001789	0.002775	0.000474
626	0.003433	0.00294	0.000474
627	0.003761	0.002282	0.005569
628	0.003433	0.002447	0.001132
629	0.002775	0.001296	0.007377
630	0.003597	0.002282	0.001625
631	0.005898	-0.001169	0.00031
632	0.003104	0.002611	0.000474
633	0.007706	-0.002155	-1.9e-05
634	0.005734	0.004912	0.002447
635	0.009678	0.003926	0.001132
636	0.003104	-0.002977	-0.000841
637	0.007542	-0.000512	-0.000676
638	0.006227	0.001954	-0.001005
639	0.000967	-0.000183	-0.000512
640	0.006391	0.001296	0.002118
641	0.005734	0.001789	-0.001662
642	0.004255	-0.002813	0.002611
643	0.006884	0.003433	-0.001334
644	0.005734	0.000474	0.001954
645	0.006391	0.00294	0.001132
646	0.008857	0.002775	0.002447
647	0.004419	0.000967	0.00294
648	0.006556	0.000639	0.001625
649	0.005734	0.003104	0.001296
650	0.005569	0.00409	0.002611
651	0.008528	0.005241	0.001789
652	0.008857	0.003268	0.000474
653	0.007213	0.000146	0.001625
654	0.010336	0.002282	0.000639
655	0.005241	0.001296	0.004419
656	0.005734	0.000967	-0.000347
657	0.008199	0.001789	-0.003142
658	0.005898	0.000803	-0.001498
659	0.008363	-1.9e-05	0.000474
660	0.006884	0.00787	-0.006429
661	0.006884	0.00031	-0.006264
662	0.008857	0.00146	-0.002155
663	0.010993	-0.000676	-0.001827
664	0.006884	0.002118	-0.001169
665	0.012472	0.000967	0.000146
666	0.0105	0.003926	0.001132
667	0.011322	0.000146	-0.001005
668	0.017567	0.001296	0.004255
669	0.010664	0.001296	-0.002484
670	0.010829	-0.001169	-0.000347
671	0.015595	0.001296	-0.000347
672	0.012637	-0.000676	0.000474
673	0.015595	0.000967	-0.00347
674	0.012965	0.000474	-0.00232
675	0.011486	0.005076	-0.004456
676	0.015431	0.002282	0.002775
677	0.013294	0.003268	-0.001498
678	0.012801	0.001625	-0.002484
679	0.018061	0.002282	0.006556
680	0.012801	-0.002155	-0.004621
681	0.0105	-0.000347	-0.001334
682	0.016417	-0.001827	-0.001662
683	0.012144	-0.000676	-1.9e-05
684	0.015431	-0.000676	0.000967
685	0.015431	-0.001334	0.000639
686	0.014609	-0.008072	-0.003799
687	0.018061	-0.000841	0.001625
688	0.014609	-1.9e-05	-0.002648
689	0.018882	0.000967	-0.001169
690	0.017074	0.002118	-0.009058
691	0.016253	-0.00232	-0.004621
692	0.013787	0.001296	-0.005443
693	0.014773	-0.00232	-0.003799
694	0.009843	0.001296	-0.002648
695	-0.00232	-0.003142	-0.005936
696	0.000803	-0.001827	0.001296
697	-0.00347	-0.001662	-0.005936
698	0.001296	0.000146	-0.001662
699	0.00031	-0.0061	-0.000841
700	0.001789	0.001296	-0.003142
