Ladekurvenmessung

Zeit: 2018_05_04 09.02.57

Info: FVA3, v = 0.749, T = 23, F = 20, h = 374.2

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3
0	-0.001498	0.001132	-0.002977
1	0.000639	-0.001334	0.001789
2	0.00031	-0.000676	0.002611
3	-0.001498	0.000146	-0.000841
4	0.004748	-0.001334	-0.000676
5	-0.001005	-0.000512	0.000474
6	0.000967	0.000474	-1.9e-05
7	-0.000841	0.001296	0.000967
8	0.000146	0.002447	-1.9e-05
9	-0.000676	0.001296	0.002447
10	-0.001498	-0.001334	0.003761
11	-0.001498	0.003104	-0.001498
12	-1.9e-05	-0.000347	0.001296
13	-0.002648	0.000967	0.003268
14	-0.001334	-0.003635	0.00294
15	-0.000841	-0.002813	0.001789
16	-0.001169	-0.002648	-1.9e-05
17	0.001296	-0.004785	-0.000183
18	-0.000676	-0.003963	-0.000183
19	-0.000841	-0.003142	-0.00347
20	-0.002484	-0.001005	-0.000347
21	-0.003306	-0.001498	-0.001991
22	-0.001827	-0.001005	-0.001827
23	-0.000347	-0.001498	-0.001169
24	-0.003799	-0.001169	0.000146
25	-0.002648	-0.001005	-0.001662
26	-0.002648	0.001296	-0.004456
27	0.00146	-0.000841	0.002282
28	-0.001991	0.00294	0.002447
29	0.000474	0.000146	0.004583
30	-0.000183	0.004255	0.002118
31	-0.004621	-0.001827	0.001296
32	-0.000512	0.000639	0.00146
33	-0.000676	0.000146	-0.000347
34	-0.000676	-0.003635	-0.001334
35	-0.001169	-0.002484	0.000803
36	0.000639	-0.001005	-0.00347
37	-0.002155	-0.002813	-0.003799
38	-0.001334	-0.004292	-0.005771
39	-0.000841	-0.000676	-0.003963
40	-0.000183	0.001789	-0.002484
41	-0.001827	-0.002648	-0.004621
42	0.000474	-0.002155	-0.000676
43	-0.001991	0.002447	-0.001498
44	-0.001498	0.000639	0.002118
45	-0.004128	0.000639	-0.000841
46	-0.003963	-0.000841	0.00294
47	-0.003306	0.00031	-0.000347
48	-0.002648	0.000146	-1.9e-05
49	-0.001498	-0.002484	-0.000512
50	-0.00232	0.00294	0.000639
51	0.000146	-0.000841	-0.00232
52	-0.002155	-0.001827	-0.001498
53	-0.002155	-0.00347	-0.004128
54	-0.004292	-0.004292	-0.001169
55	-0.003142	-0.001827	0.00031
56	-0.005771	-0.000676	-0.002648
57	-0.001662	-0.003799	0.001625
58	-0.002813	-0.002648	-0.001662
59	-0.002813	-0.002648	-0.000841
60	0.001132	0.00031	-0.000841
61	-1.9e-05	0.001296	-1.9e-05
62	-0.000676	0.003433	-0.001334
63	-0.001498	-0.001991	-0.000183
64	-0.001662	-0.001662	-0.000183
65	-0.002484	-0.001827	0.00031
66	-0.000676	-0.002813	-0.000183
67	-0.003635	-0.001662	0.000474
68	0.000967	-0.00725	-0.004949
69	-0.00232	-0.005771	-0.0061
70	-0.00347	-0.004128	-0.004128
71	-0.007579	-0.001991	-0.004785
72	-0.003306	-0.00232	-0.002813
73	-0.003306	0.00146	-0.004292
74	-0.001827	-0.002484	-0.001991
75	-0.00347	-0.001005	-0.002648
76	-0.003306	-0.001662	-0.000512
77	-0.000347	-0.001005	-0.000512
78	-0.001498	-0.002648	-0.000347
79	-1.9e-05	-0.001827	0.000474
80	-0.001498	-0.002648	0.00146
81	-0.005936	-0.004621	0.00031
