Ladekurvenmessung

Zeit: 2018_05_02 15.05.44

Info: FVA3, v = 0.0404, T = 40, F = 20, h = 58.8

Ladewiderstand[Ohm]: 1012700

Störkapazität[nF]: 0.000000

Entladezeit[ms]: 100

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500

Verzögerung [ms]: 1


	Kurve_1
248	-5.8e-05
249	0.000206
250	-0.000123
251	-0.000123
252	-0.000123
253	0.000206
254	-9e-05
255	0.000633
256	-0.000222
257	-0.000847
258	-0.000847
259	0.000403
260	-0.000255
261	-9e-05
262	0.000337
263	-0.000189
264	0.000666
265	-0.000222
266	7.4e-05
267	-0.000156
268	-9e-05
269	-0.001077
270	0.000107
271	7.4e-05
272	0.00014
273	0.00014
274	0.000173
275	0.000107
276	7.4e-05
277	-2.5e-05
278	-2.5e-05
279	0.00014
280	-2.5e-05
281	7.4e-05
282	4.1e-05
283	7.4e-05
284	0.000107
285	4.1e-05
286	0.000206
287	4.1e-05
288	-5.8e-05
289	-2.5e-05
290	-0.000123
291	-5.8e-05
292	-5.8e-05
293	8e-06
294	7.4e-05
295	7.4e-05
296	0.00014
297	4.1e-05
298	8e-06
299	-5.8e-05
300	-5.8e-05
301	-5.8e-05
302	-5.8e-05
303	-2.5e-05
304	8e-06
305	7.4e-05
306	0.00014
307	7.4e-05
308	0.000173
309	4.1e-05
310	4.1e-05
311	4.1e-05
312	-0.000123
313	-9e-05
314	-5.8e-05
315	0.000107
316	8e-06
317	0.000206
318	0.000107
319	0.000206
320	0.000107
321	8e-06
322	4.1e-05
323	-9e-05
324	0.00014
325	-2.5e-05
326	0.000206
327	0.000107
328	0.00037
329	0.00014
330	0.000699
331	0.000765
332	8e-06
333	-2.5e-05
334	8e-06
335	-0.000321
336	7.4e-05
337	0.0006
338	7.4e-05
339	0.000403
340	0.002903
341	0.001061
342	0.002739
343	0.000206
344	-0.002262
345	0.003265
346	0.005502
347	0.002377
348	-0.000156
349	0.001357
350	0.003463
351	0.002706
352	0.002278
353	0.001587
354	0.002903
355	-0.000123
356	0.002739
357	0.001423
358	0.001225
359	0.001324
360	0.000732
361	0.002147
362	0.001028
363	0.003167
364	0.001719
365	-0.000222
366	0.00037
367	-0.000255
368	-0.000189
369	-9e-05
370	4.1e-05
371	0.000666
372	-0.000419
373	0.000568
374	0.00037
375	0.000403
376	0.00014
377	0.000436
378	-2.5e-05
379	-0.000123
380	-0.000617
381	0.000107
382	4.1e-05
383	0.000107
384	8e-06
385	0.000107
386	7.4e-05
387	7.4e-05
388	-2.5e-05
389	-2.5e-05
390	-5.8e-05
391	0.0006
392	4.1e-05
393	4.1e-05
394	0.000239
395	0.000107
396	0.000304
397	0.000304
398	0.000206
399	-2.5e-05
400	-2.5e-05
401	0.000107
402	-0.000716
403	-5.8e-05
404	0.000107
405	0.00014
406	0.000107
407	0.000107
408	0.000107
409	0.00014
410	-0.000123
411	7.4e-05
412	-0.000123
413	0.000897
414	7.4e-05
415	0.000107
416	0.00014
417	0.00014
418	0.000107
419	7.4e-05
420	8e-06
421	-5.8e-05
422	-2.5e-05
423	-9e-05
424	-0.000123
425	-2.5e-05
426	0.000107
427	0.000107
428	0.00014
429	0.000107
430	0.000173
431	7.4e-05
432	8e-06
433	-5.8e-05
434	-5.8e-05
435	0.000206
436	8e-06
437	-2.5e-05
438	4.1e-05
439	7.4e-05
440	0.000107
441	0.00014
442	-2.5e-05
443	-2.5e-05
444	8e-06
445	-5.8e-05
446	-0.000189
447	8e-06
448	0.000107
449	0.000107
450	4.1e-05
451	0.00014
452	4.1e-05
453	-2.5e-05
454	8e-06
455	-5.8e-05
456	-5.8e-05
457	-9e-05
458	8e-06
459	7.4e-05
460	0.000107
461	0.000107
462	0.00014
463	0.000107
464	7.4e-05
465	-9e-05
466	-2.5e-05
467	-0.000123
468	-5.8e-05
469	8e-06
470	8e-06
471	0.00014
472	7.4e-05
473	0.000107
474	0.000107
475	8e-06
476	-5.8e-05
477	-5.8e-05
478	-9e-05
479	-5.8e-05
480	-5.8e-05
481	7.4e-05
482	0.000107
483	4.1e-05
484	0.00014
485	7.4e-05
486	4.1e-05
487	-2.5e-05
488	-5.8e-05
489	-5.8e-05
490	-9e-05
491	-9e-05
492	4.1e-05
493	7.4e-05
494	8e-06
495	0.000107
496	0.000107
497	4.1e-05
498	8e-06
499	-5.8e-05
500	-5.8e-05
501	-0.000123
502	-2.5e-05
503	4.1e-05
504	4.1e-05
505	7.4e-05
506	0.000107
507	0.000107
508	0.000107
509	-2.5e-05
510	-2.5e-05
511	-5.8e-05
512	-0.000123
513	8e-06
514	8e-06
515	0.000107
516	4.1e-05
517	7.4e-05
518	0.00014
519	0.000107
520	-5.8e-05
521	-5.8e-05
522	-5.8e-05
523	-9e-05
524	8e-06
525	8e-06
526	0.000107
527	7.4e-05
528	0.00014
529	0.000107
530	0.000107
531	-2.5e-05
532	-9e-05
533	-9e-05
534	-5.8e-05
535	-2.5e-05
536	8e-06
537	7.4e-05
538	4.1e-05
539	0.000107
540	7.4e-05
541	7.4e-05
542	-2.5e-05
543	-2.5e-05
544	-2.5e-05
545	-5.8e-05
546	-9e-05
547	8e-06
548	4.1e-05
549	0.000107
550	7.4e-05
551	0.000107
552	7.4e-05
553	-5.8e-05
554	-5.8e-05
555	-0.000123
556	-2.5e-05
557	-5.8e-05
558	8e-06
559	7.4e-05
560	4.1e-05
561	0.000107
562	0.000107
563	7.4e-05
564	8e-06
565	-9e-05
566	-2.5e-05
567	-9e-05
568	-2.5e-05
569	8e-06
570	8e-06
571	7.4e-05
572	7.4e-05
573	0.000107
574	0.000107
575	4.1e-05
576	-5.8e-05
577	-5.8e-05
578	-9e-05
579	-5.8e-05
580	8e-06
581	7.4e-05
582	7.4e-05
583	0.00014
584	0.000107
585	0.000107
586	-2.5e-05
587	-9e-05
588	-9e-05
589	-5.8e-05
590	-5.8e-05
591	-2.5e-05
592	4.1e-05
593	7.4e-05
594	0.00014
595	0.000107
596	0.00014
597	-2.5e-05
598	-2.5e-05
599	8e-06
600	-9e-05
601	-5.8e-05
602	-2.5e-05
603	0.000107
604	0.00014
605	0.000107
606	0.000107
607	7.4e-05
608	-2.5e-05
609	8e-06
610	-0.000123
611	-5.8e-05
612	-2.5e-05
613	4.1e-05
614	0.000107
615	7.4e-05
616	0.000107
617	0.00014
618	7.4e-05
619	4.1e-05
620	-2.5e-05
621	-9e-05
622	-9e-05
623	-0.000189
624	8e-06
625	4.1e-05
626	0.000107
627	4.1e-05
628	0.000107
629	0.000107
630	-2.5e-05
631	8e-06
632	-2.5e-05
633	8e-06
634	-5.8e-05
635	-2.5e-05
636	7.4e-05
637	0.000107
638	7.4e-05
639	0.00014
640	0.000107
641	4.1e-05
642	-2.5e-05
643	-9e-05
644	-5.8e-05
645	-0.000123
646	8e-06
647	4.1e-05
648	4.1e-05
649	0.000107
650	0.000107
651	0.00014
652	8e-06
653	-2.5e-05
654	4.1e-05
655	0.000173
656	8e-06
657	-0.000156
658	4.1e-05
659	7.4e-05
660	0.000535
661	-0.000123
662	8e-06
663	0.000469
664	7.4e-05
665	0.000699
666	0.00014
667	-2.5e-05
668	-0.000156
669	0.000173
670	0.00014
671	0.001719
672	0.000469
673	7.4e-05
674	7.4e-05
675	0.000206
676	-9e-05
677	-5.8e-05
678	-9e-05
679	4.1e-05
680	4.1e-05
681	-5.8e-05
682	0.000107
683	0.000173
684	0.000239
685	7.4e-05
686	8e-06
687	-9e-05
688	8e-06
689	-9e-05
690	4.1e-05
691	4.1e-05
692	0.000206
693	0.00014
694	0.000173
695	0.00014
696	7.4e-05
697	7.4e-05
698	-5.8e-05
699	8e-06
700	-9e-05
701	-2.5e-05
702	8e-06
703	4.1e-05
704	0.00014
705	0.000107
706	0.000107
707	0.000107
708	-2.5e-05
709	-2.5e-05
710	-9e-05
711	-9e-05
712	8e-06
713	8e-06
714	7.4e-05
715	0.000107
716	0.000107
717	0.000107
718	4.1e-05
719	8e-06
720	-5.8e-05
721	-2.5e-05
722	-9e-05
723	-9e-05
724	7.4e-05
725	0.000107
726	4.1e-05
727	0.000173
728	7.4e-05
729	4.1e-05
730	-2.5e-05
731	-2.5e-05
732	-5.8e-05
733	-9e-05
734	-2.5e-05
735	-2.5e-05
736	4.1e-05
737	7.4e-05
738	0.00014
739	0.000173
740	7.4e-05
741	-5.8e-05
742	8e-06
743	-2.5e-05
744	-9e-05
745	-9e-05
746	4.1e-05
747	0.000107
748	0.000107
749	0.000107
750	0.000107
751	7.4e-05
752	8e-06
753	-5.8e-05
754	-5.8e-05
755	-0.000156
756	-9e-05
757	8e-06
758	7.4e-05
759	0.000107
760	0.000107
761	0.000107
762	7.4e-05
763	8e-06
764	-2.5e-05
765	-5.8e-05
766	-9e-05
767	-9e-05
768	8e-06
769	0.000107
770	4.1e-05
771	0.00014
772	7.4e-05
773	7.4e-05
774	8e-06
775	-9e-05
776	-5.8e-05
777	-9e-05
778	-2.5e-05
779	-2.5e-05
780	7.4e-05
781	4.1e-05
782	0.000107
783	7.4e-05
784	7.4e-05
785	8e-06
786	4.1e-05
787	-9e-05
788	-5.8e-05
789	0.000173
790	-2.5e-05
791	0.000107
792	0.00014
793	0.000173
794	0.000107
795	7.4e-05
796	-2.5e-05
797	-2.5e-05
798	-9e-05
799	-5.8e-05
800	-0.000189
801	8e-06
802	7.4e-05
803	7.4e-05
804	0.00014
805	0.000107
806	0.000107
807	8e-06
808	-5.8e-05
809	-2.5e-05
810	-0.000123
811	-9e-05
812	4.1e-05
813	8e-06
814	0.000107
815	7.4e-05
816	0.000239
817	0.000107
818	4.1e-05
819	-5.8e-05
820	-9e-05
821	-9e-05
822	-2.5e-05
823	-5.8e-05
824	0.000107
825	4.1e-05
826	0.000173
827	0.00014
828	0.000107
829	4.1e-05
830	-5.8e-05
831	-2.5e-05
832	-9e-05
833	-9e-05
834	-2.5e-05
835	4.1e-05
836	0.000173
837	4.1e-05
838	8e-06
839	7.4e-05
840	4.1e-05
841	8e-06
842	-2.5e-05
843	-2.5e-05
844	8e-06
845	-9e-05
846	7.4e-05
847	0.000107
848	0.00014
849	0.000107
850	0.000107
851	0.000107
852	7.4e-05
853	-9e-05
854	-5.8e-05
855	-9e-05
856	8e-06
857	8e-06
858	0.000107
859	0.00014
860	0.000107
861	0.000206
862	0.000173
863	7.4e-05
864	-2.5e-05
865	8e-06
866	-9e-05
867	8e-06
868	4.1e-05
869	8e-06
870	0.000173
871	0.000173
872	0.000239
873	4.1e-05
874	8e-06
875	-5.8e-05
876	-2.5e-05
877	-5.8e-05
878	-0.000222
879	0.000107
880	7.4e-05
881	0.000107
882	0.00014
883	0.000206
884	0.000403
885	-5.8e-05
886	4.1e-05
887	-2.5e-05
888	-2.5e-05
889	8e-06
890	0.000107
891	0.000206
892	-0.000189
893	0.000798
894	8e-06
895	0.001225
896	7.4e-05
897	-2.5e-05
898	4.1e-05
899	0.00014
900	-0.000485
901	0.000502
902	7.4e-05
903	0.000173
904	0.000107
905	4.1e-05
906	7.4e-05
907	8e-06
908	-5.8e-05
909	-9e-05
910	-5.8e-05
911	8e-06
912	4.1e-05
913	8e-06
914	0.000173
915	4.1e-05
916	0.000732
917	4.1e-05
918	7.4e-05
919	-9e-05
920	-0.000222
921	-0.000123
922	-2.5e-05
923	4.1e-05
924	7.4e-05
925	0.00014
926	8e-06
927	7.4e-05
928	0.000107
929	8e-06
930	8e-06
931	8e-06
932	-9e-05
933	-2.5e-05
934	4.1e-05
935	4.1e-05
936	0.000107
937	0.000107
938	0.00014
939	0.000107
940	8e-06
941	-2.5e-05
942	-0.000123
943	-0.000123
944	-5.8e-05
945	8e-06
946	4.1e-05
947	0.00014
948	0.000107
949	0.000107
950	0.000107
951	4.1e-05
952	-2.5e-05
953	-0.000123
954	-2.5e-05
955	-0.000123
956	4.1e-05
957	7.4e-05
958	4.1e-05
959	0.000173
960	0.000107
961	0.000107
962	8e-06
963	-0.000156
964	-2.5e-05
965	-0.000123
966	-2.5e-05
967	-2.5e-05
968	4.1e-05
969	0.000107
970	4.1e-05
971	0.000206
972	4.1e-05
973	4.1e-05
974	-5.8e-05
975	-9e-05
976	-5.8e-05
977	-9e-05
978	4.1e-05
979	8e-06
980	0.000107
981	0.000107
982	0.00014
983	0.000107
984	7.4e-05
985	-2.5e-05
986	-2.5e-05
987	-5.8e-05
988	-9e-05
989	-2.5e-05
990	4.1e-05
991	0.00014
992	0.000107
993	7.4e-05
994	0.00014
995	4.1e-05
996	-5.8e-05
997	-2.5e-05
998	-0.000123
999	-5.8e-05
1000	-5.8e-05
1001	7.4e-05
1002	7.4e-05
1003	0.000107
1004	0.000107
1005	7.4e-05
1006	4.1e-05
1007	-5.8e-05
1008	-9e-05
1009	-5.8e-05
1010	-2.5e-05
1011	-9e-05
1012	7.4e-05
1013	-2.5e-05
1014	0.000107
1015	0.00014
1016	7.4e-05
1017	4.1e-05
1018	-5.8e-05
1019	-2.5e-05
1020	-9e-05
1021	-2.5e-05
1022	-5.8e-05
1023	7.4e-05
1024	0.000107
1025	0.000107
1026	0.000107
1027	7.4e-05
1028	8e-06
1029	8e-06
1030	-9e-05
1031	-9e-05
1032	-5.8e-05
1033	4.1e-05
1034	4.1e-05
1035	7.4e-05
1036	0.00014
1037	0.00014
1038	0.000107
1039	0.000107
1040	-2.5e-05
1041	-2.5e-05
1042	-9e-05
1043	-9e-05
1044	4.1e-05
1045	8e-06
1046	0.000107
1047	0.000107
1048	0.000107
1049	0.00014
1050	7.4e-05
1051	-2.5e-05
1052	-5.8e-05
1053	-9e-05
1054	-5.8e-05
1055	-2.5e-05
1056	7.4e-05
1057	7.4e-05
1058	7.4e-05
1059	0.000107
1060	7.4e-05
1061	0.000107
1062	-2.5e-05
1063	-5.8e-05
1064	-2.5e-05
1065	-9e-05
1066	-0.000123
1067	4.1e-05
1068	4.1e-05
1069	0.000107
1070	0.000173
1071	0.00014
1072	0.000107
1073	-5.8e-05
1074	4.1e-05
1075	-5.8e-05
1076	-5.8e-05
1077	-5.8e-05
1078	7.4e-05
1079	0.000107
1080	4.1e-05
1081	0.000107
1082	4.1e-05
1083	4.1e-05
1084	8e-06
1085	-2.5e-05
1086	-5.8e-05
1087	-5.8e-05
1088	-0.000123
1089	8e-06
1090	8e-06
1091	0.00014
1092	0.000107
1093	7.4e-05
1094	7.4e-05
1095	-2.5e-05
1096	-5.8e-05
1097	-5.8e-05
1098	-0.000123
1099	-0.000123
1100	8e-06
1101	0.00014
1102	0.000107
1103	0.000107
1104	0.000107
1105	7.4e-05
1106	4.1e-05
1107	-2.5e-05
1108	-5.8e-05
1109	4.1e-05
1110	-2.5e-05
1111	4.1e-05
1112	7.4e-05
1113	7.4e-05
1114	0.000173
1115	0.000107
1116	0.000107
1117	8e-06
1118	-2.5e-05
1119	-2.5e-05
1120	-0.000123
1121	-0.000123
1122	8e-06
1123	0.00014
1124	4.1e-05
1125	0.000107
1126	0.000107
1127	0.000173
1128	-5.8e-05
1129	8e-06
1130	-2.5e-05
1131	-9e-05
1132	-9e-05
1133	4.1e-05
1134	0.000469
1135	0.00014
1136	0.000173
1137	0.000107
1138	0.000107
1139	8e-06
1140	-2.5e-05
1141	-0.000123
1142	0.000271
1143	0.000633
1144	0.00014
1145	0.000206
1146	-5.8e-05
1147	7.4e-05
1148	0.000568
1149	0.000271
1150	4.1e-05
1151	0.000173
1152	0.000107
1153	-9e-05
1154	-0.001801
1155	0.000271
1156	7.4e-05
1157	0.000568
1158	0.000173
1159	0.0006
1160	0.000107
1161	0.000864
1162	0.000798
1163	0.003627
1164	0.000436
1165	-0.000518
1166	4.1e-05
1167	-0.000156
1168	0.000403
1169	0.000173
1170	0.000502
1171	-0.000716
1172	-9e-05
1173	0.001061
1174	0.000436
1175	0.000929
1176	0.002245
1177	0.000271
1178	0.000929
1179	0.003792
1180	0.002706
1181	0.002278
1182	-0.000123
1183	0.008924
1184	0.00264
1185	-0.000551
1186	0.002838
1187	0.000699
1188	-0.000485
1189	0.000831
1190	0.000633
1191	0.000436
1192	0.00116
1193	8e-06
1194	0.003331
1195	0.00139
1196	0.000206
1197	0.00037
1198	0.002509
1199	0.001258
1200	0.002673
1201	0.00241
1202	0.004811
1203	0.003759
1204	0.005535
1205	0.006555
1206	0.002278
1207	0.001587
1208	-2.5e-05
1209	0.000962
1210	0.001127
1211	0.000403
1212	0.000304
1213	0.001653
1214	0.000206
1215	0.007246
1216	0.003561
1217	0.003199
1218	0.003726
1219	0.002936
1220	0.002509
1221	0.003397
1222	0.001752
1223	0.002048
1224	0.005108
1225	0.003167
1226	0.006555
1227	0.004417
1228	0.003265
1229	0.001094
1230	0.004713
1231	0.005272
1232	-9e-05
1233	0.003759
1234	0.001851
1235	0.00593
1236	0.001587
1237	0.000206
1238	0.001061
1239	-0.000781
1240	0.00014
1241	0.000304
1242	0.000206
1243	0.000239
1244	0.000271
1245	0.000633
1246	0.000239
1247	0.001489
1248	0.00037
1249	4.1e-05
1250	0.000173
1251	0.000962
1252	0.001719
1253	0.000633
1254	0.001752
1255	0.003956
1256	0.006062
1257	0.003397
1258	0.004614
1259	-0.001209
1260	0.002081
1261	0.001193
1262	0.001456
1263	-0.000419
1264	-2.5e-05
1265	0.000239
1266	0.001982
1267	0.001061
1268	0.00241
1269	0.000403
1270	0.00139
1271	-0.000781
1272	4.1e-05
1273	0.000732
1274	-0.000321
1275	-5.8e-05
1276	-0.000321
1277	0.001719
1278	0.000765
1279	0.000469
1280	0.001193
1281	0.002344
1282	-0.000222
1283	0.000897
1284	0.002147
1285	0.001522
1286	-0.000452
1287	0.000173
1288	-5.8e-05
1289	7.4e-05
1290	0.00037
1291	4.1e-05
1292	0.000469
1293	7.4e-05
1294	0.0006
1295	-9e-05
1296	0.000239
1297	-2.5e-05
1298	0.001324
1299	0.001554
1300	0.00037
1301	0.000337
1302	0.001225
1303	0.002245
1304	0.003101
1305	0.001785
1306	0.001883
1307	0.002311
1308	0.001193
1309	-0.000189
1310	0.00014
1311	0.000107
1312	0.000995
1313	0.001028
1314	0.000403
1315	-2.5e-05
1316	0.000239
1317	0.00162
1318	0.001357
1319	0.001489
1320	0.006456
1321	-0.000156
1322	4.1e-05
1323	0.000732
1324	0.001785
1325	0.000765
1326	0.002015
1327	0.000732
1328	0.001291
1329	0.000337
1330	0.000206
1331	-0.005321
1332	0.001061
1333	0.002673
1334	0.002607
1335	0.000239
1336	0.001916
1337	0.00116
1338	0.000535
1339	0.001225
1340	0.000271
1341	-0.000419
1342	0.000107
1343	-2.5e-05
1344	-9e-05
1345	0.000995
1346	-0.000255
1347	0.000633
1348	0.000271
1349	0.000995
1350	0.000568
1351	0.001094
1352	0.00037
1353	0.000765
1354	-0.000288
1355	0.000469
1356	0.00139
1357	-0.00065
1358	0.000962
1359	-0.001143
1360	0.000436
1361	-0.000354
1362	-0.000814
1363	-0.000419
1364	0.000995
1365	-0.000551
1366	0.001258
1367	0.000173
1368	0.000436
1369	0.001127
1370	-0.000716
1371	0.000304
1372	-0.000551
1373	0.000403
1374	-9e-05
1375	4.1e-05
1376	-0.000255
1377	0.00037
1378	-0.000189
1379	0.000502
1380	0.000239
1381	0.000502
1382	0.001127
1383	0.000666
1384	-0.000222
1385	0.001818
1386	0.000568
1387	0.001686
1388	0.001719
1389	0.000304
1390	0.001127
1391	0.000732
1392	0.003693
1393	0.001489
1394	0.001554
1395	-0.000156
1396	7.4e-05
1397	0.00014
1398	8e-06
1399	0.000929
1400	0.000864
1401	0.001291
1402	0.001291
1403	0.001851
1404	0.000929
1405	0.001554
1406	0.000699
1407	0.000666
1408	0.000271
1409	0.000107
1410	0.000469
1411	0.0006
1412	7.4e-05
1413	0.000337
1414	-0.000913
1415	0.0006
1416	0.000107
1417	0.001587
1418	0.001982
1419	0.000633
1420	0.000962
1421	0.00162
1422	0.001949
1423	0.00241
1424	0.000699
1425	-0.000452
1426	0.001653
1427	8e-06
1428	0.001522
1429	-9e-05
1430	0.000304
1431	-0.000781
1432	-0.000387
1433	-2.5e-05
1434	0.000271
1435	0.000633
1436	0.000403
1437	-5.8e-05
1438	0.000436
1439	0.000239
1440	4.1e-05
1441	0.000568
1442	0.001423
1443	0.001357
1444	0.000206
1445	0.000568
1446	-9e-05
1447	0.000568
1448	0.000271
1449	0.000107
1450	0.000666
1451	0.000502
1452	0.000403
1453	0.00014
1454	0.000732
1455	0.000469
1456	0.000337
1457	0.00014
1458	0.000798
1459	0.00037
1460	-0.000123
1461	-0.000222
1462	0.001291
1463	-0.000617
1464	-0.000781
1465	8e-06
1466	0.00037
1467	0.000568
1468	0.000173
1469	0.001028
1470	0.000765
1471	-0.000419
1472	0.002212
1473	0.001094
1474	-0.000255
1475	0.00139
1476	0.000864
1477	0.001752
1478	0.00139
1479	-0.000716
1480	0.000403
1481	0.000271
1482	-5.8e-05
1483	0.000403
1484	-0.000255
1485	0.000337
1486	-9e-05
1487	0.000633
1488	0.000535
1489	0.000107
1490	0.000633
1491	-2.5e-05
1492	0.000502
1493	8e-06
1494	0.00014
1495	-0.000222
1496	0.000173
1497	0.000173
1498	4.1e-05
1499	8e-06
1500	0.000107
1501	0.00014
1502	0.000206
1503	0.000271
1504	4.1e-05
1505	0.000173
1506	-5.8e-05
1507	0.00014
1508	0.000304
1509	0.000304
1510	4.1e-05
1511	0.000206
1512	4.1e-05
1513	0.00014
1514	7.4e-05
1515	-2.5e-05
1516	-0.000123
1517	-5.8e-05
1518	-2.5e-05
1519	-0.000387
1520	-2.5e-05
1521	4.1e-05
1522	0.000271
1523	7.4e-05
1524	0.000337
1525	8e-06
1526	0.000436
1527	-0.000156
1528	0.000173
1529	-0.000617
1530	7.4e-05
1531	-0.000781
1532	0.003002
1533	0.00116
1534	-5.8e-05
1535	0.001719
1536	-5.8e-05
1537	0.001225
1538	-0.000123
1539	-9e-05
1540	0.000436
1541	0.00287
1542	-0.000189
1543	0.000633
1544	0.000173
1545	0.001489
1546	0.002476
1547	-2.5e-05
1548	0.001061
1549	0.000239
1550	0.001686
1551	-2.5e-05
1552	0.000304
1553	-0.000123
1554	0.000535
1555	-0.000189
1556	0.00139
1557	0.000107
1558	0.001423
1559	0.001028
1560	0.000929
1561	0.000535
1562	0.000436
1563	0.000173
1564	0.000929
1565	0.001522
1566	0.000765
1567	0.000469
1568	0.000107
1569	0.001489
1570	0.000765
1571	0.000239
1572	4.1e-05
1573	0.000173
1574	-2.5e-05
1575	0.000173
1576	7.4e-05
1577	0.000633
1578	0.000304
1579	0.00037
1580	0.000469
1581	0.000436
1582	-5.8e-05
1583	-0.000123
1584	8e-06
1585	-2.5e-05
1586	-9e-05
1587	-2.5e-05
1588	0.000666
1589	-0.00167
1590	0.001818
1591	-0.000419
1592	0.000535
1593	0.000107
1594	7.4e-05
1595	0.000798
1596	-5.8e-05
1597	7.4e-05
1598	7.4e-05
1599	0.000304
1600	0.000173
1601	0.000173
1602	-2.5e-05
1603	4.1e-05
1604	-0.000222
1605	0.000239
1606	-0.000156
1607	0.000206
1608	-0.000452
1609	0.000107
1610	0.00014
1611	0.000239
1612	0.000173
1613	0.000271
1614	4.1e-05
1615	8e-06
1616	4.1e-05
1617	-9e-05
1618	-9e-05
1619	-2.5e-05
1620	7.4e-05
1621	-2.5e-05
1622	0.00014
1623	7.4e-05
1624	0.000173
1625	0.000107
1626	0.000239
1627	4.1e-05
1628	7.4e-05
1629	4.1e-05
