Ladekurvenmessung

Zeit: 2018_05_04 11.33.20

Info: FVA3, v = 0.195, T = 80, F = 20, h = 86.6

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2
0	-0.000347	0.000803
1	-0.000512	-0.000347
2	-0.000347	-1.9e-05
3	-0.000183	-0.000347
4	-1.9e-05	-0.000512
5	-0.000183	-0.000183
6	-0.000183	-0.001005
7	-0.000183	-0.000183
8	-0.000183	-0.001498
9	-0.000183	0.000639
10	-0.000183	-0.000183
11	-0.000512	-0.000347
12	-1.9e-05	0.000803
13	-0.000183	-0.001169
14	-0.000347	0.000146
15	-0.000183	-0.000676
16	-1.9e-05	0.00031
17	-0.000183	0.00146
18	0.000146	0.000639
19	-0.000183	-0.000512
20	-0.000183	-0.000183
21	-0.000183	-0.000183
22	-0.000347	-0.000183
23	-0.000183	-1.9e-05
24	-0.000347	-0.000183
25	-0.000183	-0.000347
26	-0.000183	-0.000676
27	-0.000183	0.000639
28	-0.000183	-0.004621
29	-0.000183	-1.9e-05
30	-0.000183	-0.000183
31	-0.000183	-1.9e-05
32	-0.000347	-1.9e-05
33	-0.000183	-0.000183
34	-0.000512	-1.9e-05
35	-0.000183	-1.9e-05
36	-0.000183	0.00031
37	-0.000183	0.002447
38	-1.9e-05	-1.9e-05
39	-0.000183	-0.004456
40	-1.9e-05	-0.00347
41	-1.9e-05	-0.000841
42	-0.000183	0.00031
43	-0.000183	0.001296
44	-0.000183	-0.000347
45	-0.000347	-0.000512
46	-0.000347	-0.000183
47	-0.000347	-0.000183
48	-1.9e-05	-1.9e-05
49	-0.000183	0.000146
50	-0.000183	-0.000676
51	-1.9e-05	-0.000512
52	-1.9e-05	-0.000183
53	-1.9e-05	-1.9e-05
54	-0.000183	-0.000183
55	-0.000347	0.000146
56	-0.000183	-0.000183
57	-0.000347	-0.000512
58	0.00031	-0.000512
59	-1.9e-05	-0.000347
60	0.001954	-0.000347
61	-0.000347	-0.000512
62	-0.002155	-0.000183
63	-0.001334	0.000146
64	0.001789	-1.9e-05
65	-0.000512	-1.9e-05
66	-0.000841	-0.000183
67	-0.001662	-0.000183
68	0.000146	-1.9e-05
69	-0.001005	-0.000183
70	-0.000183	-0.000512
71	-0.000183	-0.000512
72	0.002282	-0.000347
73	-0.003306	-0.000347
74	0.002447	-1.9e-05
75	0.002118	0.00031
76	-0.005114	-0.000183
77	-1.9e-05	0.000146
78	0.00146	-0.000676
79	-0.001827	-0.000347
80	0.002447	-0.000512
81	-0.000347	-0.000183
82	-0.001498	0.000474
83	0.00031	-0.000183
84	-0.002155	-0.000676
85	0.001954	-0.000512
86	-0.000512	-0.000512
87	-0.001498	0.000474
88	-0.000841	0.001296
89	-0.001169	-0.000676
90	-0.001005	-0.000676
91	0.000803	-0.000347
92	-1.9e-05	0.004748
93	-0.000183	-1.9e-05
94	-1.9e-05	0.003104
95	-1.9e-05	0.003433
96	-1.9e-05	0.00146
97	-0.000183	-0.001005
98	-0.000347	-1.9e-05
99	-0.000347	0.000146
100	-0.000183	0.005241
101	-0.000512	0.000967
102	0.000474	-0.000183
103	-1.9e-05	-1.9e-05
104	-1.9e-05	-0.000183
105	-0.000183	0.000146
106	0.000474	-0.000347
107	-0.000183	0.000146
108	0.000803	-0.000347
109	-0.000347	0.000146
110	-0.000183	-0.000676
111	-0.001005	-1.9e-05
112	-0.000183	0.001789
113	-0.000183	-0.000841
114	-0.000183	-1.9e-05
115	-0.000841	0.001296
116	-0.000676	-0.001498
117	-1.9e-05	0.000803
118	-0.000183	0.000146
119	-0.000183	-0.000512
120	-0.000347	0.000474
121	-0.000347	-0.000183
122	-0.000183	-1.9e-05
123	-0.000183	-1.9e-05
124	-0.000347	0.000146
125	-0.000347	-0.000512
126	-0.000512	-0.000347
127	-1.9e-05	-0.000512
128	-1.9e-05	-0.000183
129	-0.000347	-0.000183
130	-0.000347	-1.9e-05
131	-0.000347	-0.000183
132	-0.000183	-1.9e-05
