Ladekurvenmessung

Zeit: 2018_05_04 10.03.23

Info: FVA3, v = 0.747, T = 23, F = 20, h = 457.0

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3
0	-0.001662	-0.001169	-0.017441
1	0.000803	0.006556	-0.016619
2	-0.006757	0.004255	-0.012346
3	-0.001662	0.006062	-0.015633
4	-0.000512	-0.001991	-0.017605
5	-0.002648	0.002611	-0.012674
6	-0.002648	-0.002484	-0.01629
7	0.000146	0.002447	-0.016454
8	-0.004456	-0.000183	-0.01629
9	-0.001991	0.00294	-0.017112
10	-0.001991	0.001296	-0.017441
11	0.00146	-1.9e-05	-0.015304
12	-0.000841	0.004419	-0.017441
13	-0.002813	0.001296	-0.018262
14	-0.005443	0.00146	-0.019249
15	-0.001827	-0.00347	-0.016948
16	-0.000512	0.00294	-0.018755
17	-0.001827	-0.001005	-0.016454
18	-0.001169	0.002775	-0.017769
19	-0.000676	0.00146	-0.016619
20	0.002775	0.001625	-0.018427
21	-0.000512	-0.000183	-0.021714
22	0.00146	0.002118	-0.019906
23	-0.002155	0.003597	-0.018591
24	-0.001498	-0.001991	-0.019084
25	-0.004128	-0.000347	-0.020563
26	-0.000676	-1.9e-05	-0.016948
27	-0.001005	-0.000347	-0.014811
28	0.000146	0.002118	-0.022371
29	-0.001827	-0.001991	-0.020235
30	0.000639	0.001296	-0.019577
31	0.001789	-0.000347	-0.019742
32	0.002282	0.002447	-0.017769
33	-0.000183	0.005241	-0.020728
34	0.00031	0.005405	-0.015797
35	-0.000183	0.001296	-0.016454
36	-0.002813	-0.001334	-0.015468
37	0.002118	0.000639	-0.014975
38	-0.002813	-0.002155	-0.016948
39	0.001789	0.000474	-0.01629
40	0.001296	-0.001498	-0.01892
41	0.001625	-0.000347	-0.016454
42	-0.001991	-0.000512	-0.017934
43	0.002775	-0.001334	-0.013989
44	0.00146	-0.001662	-0.013825
45	0.001625	-0.000347	-0.016948
46	0.000967	-0.001334	-0.017605
47	0.001132	-0.00232	-0.015304
48	0.00146	-1.9e-05	-0.016783
49	-0.002484	-0.002648	-0.012017
50	0.001954	0.001625	-0.01366
51	0.000803	-0.002813	-0.014647
52	0.001954	-0.00232	-0.013825
