Ladekurvenmessung

Zeit: 2018_05_02 15.22.11

Info: FVA3, v = 0.4106, T = 40, F = 20, h = 229.2

Ladewiderstand[Ohm]: 1012700

Störkapazität[nF]: 0.000000

Entladezeit[ms]: 100

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500

Verzögerung [ms]: 1


	Kurve_1	Kurve_2	Kurve_3	Kurve_4
0	0.00616	0.002772	8e-06	-0.011474
1	0.008825	0.021557	-0.001439	-0.003874
2	0.009055	0.016787	0.001456	-0.005091
3	0.009319	0.013464	0.000995	-0.005848
4	0.01149	0.001094	0.002838	-0.000716
5	0.007608	0.001818	0.001193	-0.004795
6	0.008068	0.001028	0.00218	-0.003907
7	0.008463	0.002673	-5.8e-05	-0.004696
8	0.004844	0.004219	0.00366	-0.002393
9	0.006555	0.002969	0.00014	-0.005223
10	0.006127	0.002574	0.004581	-0.005617
11	0.007147	0.002903	0.001423	-0.00394
12	0.007674	-0.003874	0.003627	-0.002328
13	0.008529	-0.002196	0.001456	-0.004203
14	0.008496	-0.004269	-0.001209	-0.003907
15	0.007542	-0.001472	-0.001143	-0.004071
16	0.008825	-0.003775	-0.003413	-0.002459
17	0.002541	-0.003315	0.00014	-0.003644
18	0.004384	-0.002887	-0.003051	0.000765
19	0.005075	0.00162	-0.003282	-0.003413
20	0.00218	0.00218	-0.002032	-0.003841
21	0.006522	0.0006	0.000469	-0.005585
22	0.004154	0.001752	-0.002657	-0.001801
23	0.00774	0.002772	0.001719	-0.000222
24	0.00672	0.004088	-0.0019	-0.0095
25	0.006555	0.002212	-0.002755	-0.002591
26	0.005996	0.006127	-0.001308	-0.004927
27	0.008101	0.007213	-5.8e-05	-0.004302
28	0.00343	0.002476	-0.003775	-0.005749
29	0.006588	0.003035	-0.004071	-0.001735
30	0.002509	0.006818	-0.005223	-0.003084
31	0.004186	0.0006	-0.003644	-0.003808
32	0.005535	0.00014	0.000337	-0.004762
33	0.000271	0.002114	-0.005815	-0.000913
34	0.004483	0.003956	-0.003841	0.000173
35	0.004318	0.002147	-0.00519	0.001094
36	0.005568	0.00287	-0.003676	-0.002426
37	0.001982	0.002936	-0.004927	0.002903
38	0.008101	0.004614	-0.002525	-0.001176
39	0.001719	0.002278	-0.006275	-0.004367
40	0.002607	0.005272	-0.003709	-0.003084
41	0.001522	0.007279	-0.005486	-0.002591
42	0.001193	0.004647	-0.002755	-0.003117
43	-0.000946	0.007345	-0.001966	-0.003282
44	0.002673	0.004713	-0.001703	-0.002393
45	0.002212	0.009549	-0.003775	-0.004663
46	0.001061	0.003397	-0.002624	-0.001505
47	0.000831	0.001916	-0.005453	-0.006341
48	0.001028	0.004252	-0.006736	-0.004236
49	-0.005058	0.00514	-0.004203	-0.004729
50	-0.002953	0.003463	-0.005683	-0.003315
51	0.004318	0.010371	-0.005519	-0.005617
52	-0.00065	0.00616	-0.00496	-0.005058
53	0.006753	0.005469	-0.005321	-0.003018
54	0.00218	0.005798	-0.006243	-0.005157
55	0.002245	0.005075	-0.004104	-0.000518
56	0.002212	0.000864	-0.006308	8e-06
57	0.002838	0.00366	-0.005552	-0.001867
58	-0.000321	0.00718	-0.005321	-0.002229
59	-9e-05	0.00287	-0.003545	-0.001505
60	-0.000156	0.005634	-0.009072	-0.003775
61	-2.5e-05	0.005272	-0.006572	-0.002788
62	4.1e-05	0.007476	-0.008184	-0.001242
63	4.1e-05	0.002936	-0.004005	-0.00111
64	4.1e-05	0.005305	-0.003413	-0.0044
65	7.4e-05	0.006062	-0.007295	-0.003578
66	0.000107	0.004121	-0.009171	-0.003446
67	7.4e-05	0.006522	-0.011309	-0.002755
68	-5.8e-05	0.005963	-0.006999	-0.006243
69	-9e-05	0.004746	-0.013151	-0.002821
70	-9e-05	0.001982	-0.006341	-0.001439
71	-0.000156	0.008101	-0.010355	-0.003644
72	-5.8e-05	0.005831	-0.005223	-0.00111
73	4.1e-05	0.008661	-0.007624	-0.004236
74	4.1e-05	0.003002	-0.005124	-0.002459
75	4.1e-05	0.006456	-0.007197	-0.000485
76	7.4e-05	0.004614	-0.005354	-0.00236
77	4.1e-05	0.009319	-0.007065	-0.00088
78	4.1e-05	0.006884	-0.004992	-0.001768
79	-9e-05	0.005404	-0.008348	-0.00338
80	-9e-05	0.006884	-0.008743	-0.000387
81	-0.000222	0.009845	-0.002393	-0.004828
82	-2.5e-05	0.004877	-0.002558	-0.003117
83	-0.000156	0.007312	-0.004631	-0.001867
84	0.000732	0.001785	-0.010322	-0.001012
85	4.1e-05	0.001719	-0.004236	0.000765
86	-9e-05	0.005206	-0.008249	-0.001933
87	0.000403	0.004515	-0.007197	-0.002624
88	4.1e-05	0.006884	-0.008414	8e-06
89	-2.5e-05	0.004219	-0.004104	-0.000189
90	-2.5e-05	0.005963	-0.008282	-0.001242
91	-9e-05	0.0057	-0.009401	0.000765
92	-0.000123	0.0057	-0.007756	-0.00213
93	-9e-05	0.003693	-0.005749	-0.001604
94	-5.8e-05	0.007279	-0.00621	-0.002064
95	8e-06	-0.000189	-0.007624	0.000732
