Ladekurvenmessung

Zeit: 2018_05_03 11.58.49

Info: FVA3, v = 1.47, T = 60, F = 20, h = 337.9

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12	Kurve_13	Kurve_14	Kurve_15
91	-0.000347	-0.003799	0.008692	-0.005114	-0.004785	-0.004128	0.003761	-0.011688	0.010171	-0.002484	0.000639	-0.002648	0.040742	0.002611	-0.019413
92	-0.003799	-0.00347	0.007049	-0.008401	-0.000676	-0.001827	0.001625	-0.015304	0.009678	-0.002813	-0.003306	0.001132	0.035647	0.002447	-0.021056
93	-0.002648	-0.004949	0.005734	-0.006593	-0.002977	-0.004785	0.000474	-0.013825	0.005569	-0.002813	-0.003142	-0.001662	0.04107	0.001789	-0.022207
94	-0.001827	-0.005936	0.007213	-0.008565	-0.00347	-0.0061	0.00146	-0.015633	0.00409	-0.004621	-0.001169	-0.00232	0.040577	-0.004292	-0.022043
95	-0.00232	-0.011524	0.004912	-0.005443	-0.00347	-0.008894	-0.000676	-0.013989	0.004255	-0.002648	-1.9e-05	-0.002648	0.039756	-0.002155	-0.018591
96	-0.000841	-0.006429	0.007706	-0.007086	-0.003142	-0.005443	0.000639	-0.01514	0.00409	-0.003306	-0.004292	-0.002484	0.044851	-0.005114	-0.021878
97	-0.005771	-0.006757	0.008035	-0.007744	-0.006922	-0.005607	-0.001827	-0.016126	0.001132	-0.006593	-0.002977	-0.003142	0.044686	0.001132	-0.019742
98	-0.001662	-0.006429	0.003761	-0.004785	-0.003142	-0.004292	0.00146	-0.025823	0.000146	-0.000347	-0.002813	-0.001662	0.043865	-0.00873	-0.019577
99	-0.004456	-0.005607	0.005241	-0.006922	-0.003635	-0.001827	-0.001827	-0.019413	-0.001334	-0.001169	0.000146	-0.001827	0.041892	-0.0061	-0.018591
100	-0.006922	-0.004949	-0.001334	-0.008401	-0.004456	-0.001005	0.000474	-0.014975	-0.00232	-0.004292	-0.002648	-0.004456	0.046166	-0.005936	-0.018755
101	-0.00725	-0.005936	0.001132	-0.00873	-0.005936	-0.002977	-0.002977	-0.017276	-0.004456	-0.000841	-0.001005	-0.002648	0.045672	-0.001991	-0.019742
102	-0.003306	-0.00347	0.001954	-0.005114	0.000639	-0.001827	0.000803	-0.017934	-0.006429	-0.002155	0.000639	-0.003635	0.046823	-0.006429	-0.019084
103	-0.006922	-0.008401	-1.9e-05	-0.007744	-0.003799	-0.001169	0.001954	-0.019742	-0.009716	-0.000183	-0.001498	-0.003963	0.045837	-0.0061	-0.023029
104	-0.011688	-0.002155	0.002282	-0.006264	-0.003306	-0.003799	0.000474	-0.018098	-0.005114	-0.001005	-0.002155	-0.001662	0.045344	-0.00873	-0.019413
105	-0.011359	-0.005443	0.004912	-0.007086	0.001132	-0.00347	-0.000676	-0.022371	-0.012346	-0.001498	-0.002648	-0.00347	0.045837	-0.005443	-0.017934
106	-0.011852	-0.0061	0.00672	-0.00725	-0.005771	-0.002484	-0.001827	-0.019413	-0.011688	-0.002484	-0.001991	-0.00347	0.044851	-0.006757	-0.020399
107	-0.010866	-0.003799	0.003597	-0.009387	-0.005443	-0.00232	-0.003963	-0.022207	-0.013989	-0.001662	-0.004456	-0.003635	0.042057	-0.004621	-0.022207
108	-0.013825	-0.0061	0.011486	-0.008565	-0.0061	0.001954	-0.0061	-0.021714	-0.015961	-0.000183	0.00031	-0.004128	0.045837	-0.008894	-0.013989
109	-0.011031	-0.005607	0.00409	-0.014647	-0.003963	-0.001334	-0.005936	-0.024344	-0.016948	-0.001991	-0.003963	-0.001498	0.041235	-0.010045	-0.014482
110	-0.011195	-0.005114	0.005076	-0.008237	-0.00347	-0.002977	-0.004292	-0.025987	-0.016454	-0.003142	-0.004128	-0.00232	0.040577	-0.004456	-0.017769
111	-0.008237	-0.006593	0.004419	-0.018262	-0.003635	-0.009387	-0.0061	-0.024508	-0.019249	-0.001827	-0.003306	-0.003306	0.046001	-0.008565	-0.017934
112	-0.011031	-0.002484	0.00146	-0.00988	-0.0061	-0.004785	-0.006922	-0.025658	-0.021878	-0.003799	0.000474	-0.001169	0.044358	-0.007908	-0.015633
113	-0.008401	-0.002648	0.001625	-0.010538	-0.003142	-0.005771	-0.004621	-0.026316	-0.020399	-0.001498	0.00031	-0.001827	0.042221	-0.008565	-0.017769
114	-0.011359	-0.007579	0.006062	-0.019084	-0.004128	-0.004785	-0.009387	-0.022536	-0.020563	0.005898	-0.001498	-0.001334	0.043536	-0.011524	-0.017276
115	-0.009387	-0.006593	-0.002977	-0.017605	-0.00347	-0.000512	-0.006264	-0.023193	-0.023357	-0.004621	-1.9e-05	-0.001334	0.041235	-0.012674	-0.015961
116	-0.008237	-0.004785	0.001954	-0.018755	-0.00232	-0.003635	-0.008565	-0.027631	-0.022371	-0.001827	-0.001169	-0.001827	0.03729	-0.00988	-0.014482
117	-0.012017	-0.000676	0.002447	-0.02007	-0.000676	-0.001334	-0.005607	-0.027631	-0.019249	-0.007086	0.00031	-0.003142	0.037619	-0.015961	-0.011688
118	-0.008401	-0.005443	-0.000183	-0.022043	-0.002484	-1.9e-05	-0.011031	-0.027466	-0.021714	-0.002813	-0.00347	-0.002648	0.035975	-0.011852	-0.01366
119	-0.012674	-0.000347	-0.006593	-0.021714	-0.003142	-0.004456	-0.002484	-0.029603	-0.017934	-0.000841	0.000146	-0.003635	0.033839	-0.016619	-0.007744
120	-0.010866	-0.004128	0.000967	-0.024344	-0.005771	-0.003963	-0.006593	-0.028617	-0.015304	-0.004785	-0.002484	-0.002484	0.031538	-0.015304	-0.009058
121	-0.013825	-0.004785	0.005405	-0.019413	-0.001498	-0.008565	-0.006922	-0.026809	-0.018098	-0.006429	-0.00232	-0.004456	0.032688	-0.014482	-0.006264
122	-0.00873	-0.003635	0.00294	-0.023851	0.003761	-0.004785	-0.005771	-0.027138	-0.020235	-0.001662	-0.004456	0.000146	0.032524	-0.013825	-0.010538
123	-0.012346	-0.003963	0.004583	-0.021878	-0.006429	-0.002648	-0.005771	-0.02911	-0.019577	0.001296	-0.000841	-0.000841	0.033181	-0.011031	-0.0061
124	-0.010045	-0.003963	0.002611	-0.024344	-0.002813	-0.002484	-0.007415	-0.026809	-0.019742	0.000146	-0.004292	0.001132	0.028251	-0.010702	-0.007744
125	-0.013989	-0.005114	0.004419	-0.024508	-0.005771	-0.002648	-0.007415	-0.029603	-0.020728	-0.000347	-0.00347	-0.002155	0.031045	-0.013332	-0.002977
