Ladekurvenmessung

Zeit: 2018_05_04 11.35.38

Info: FVA3, v = 0.534, T = 80, F = 20, h = 137.4

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7
0	0.019047	-0.000347	0.000146	-0.001169	0.003104	0.01313	0.000639
1	0.018554	0.000474	0.002447	-0.001498	0.004419	0.012965	0.003433
2	0.017074	-0.000676	0.006062	-0.000183	0.002447	0.013623	0.004912
3	0.01691	0.000146	0.003597	-0.000676	0.003926	0.013623	0.007706
4	0.017074	-0.000512	0.002282	0.001625	0.003926	0.012144	0.001789
5	0.01576	-1.9e-05	0.00031	-0.000841	0.003433	0.012965	0.003268
6	0.018554	-0.001169	0.002447	-1.9e-05	0.002282	0.009678	0.003268
7	0.017732	-0.000347	-0.001169	-1.9e-05	0.003104	0.009185	0.003926
8	0.017403	-0.000183	0.000967	-0.001005	0.00146	0.008692	-0.000183
9	0.015595	-1.9e-05	-1.9e-05	-0.001005	0.002775	0.010829	0.002447
10	0.017732	0.001625	-0.001498	0.000146	0.000146	0.008363	0.003268
11	0.01576	-0.000841	0.001789	-0.000183	0.001789	0.010664	0.002775
12	0.015266	0.001625	0.003433	-0.002484	0.000474	0.010829	0.002611
13	0.015266	-0.000183	0.002775	-0.000676	0.000803	0.00935	0.003268
14	0.016417	0.000967	0.002775	-0.003306	0.001296	0.005569	0.001789
15	0.017403	-0.000841	0.001954	-0.001005	0.002775	0.010171	0.003268
16	0.015431	-0.000183	0.003433	-0.001005	-0.000183	0.013294	0.002611
17	0.014116	-0.001498	0.002447	-0.00347	0.00146	0.007706	0.003597
18	0.017074	0.000803	0.001625	-0.000676	0.001296	0.007377	0.003761
19	0.016746	-0.001005	0.002118	-0.001827	0.002118	0.00787	0.003104
20	0.01576	-0.000841	0.002282	-0.000676	0.00146	0.007542	0.002282
21	0.015924	-0.001005	0.002611	-0.003306	0.003597	0.007213	0.003268
22	0.014773	0.00031	-0.003635	-0.003963	0.005405	0.006884	0.001625
23	0.013787	-0.000183	-0.00232	-0.001662	0.005898	0.004583	0.001296
24	0.015431	-0.000676	0.000639	-0.001991	0.003926	0.005241	0.00146
25	0.013623	-0.000183	-0.001169	-0.004785	0.005241	0.00672	0.000146
