Ladekurvenmessung

Zeit: 2018_05_02 15.34.42

Info: FVA3, v = 1.5797, T = 40, F = 20, h = 552.7

Ladewiderstand[Ohm]: 1012700

Störkapazität[nF]: 0.000000

Entladezeit[ms]: 100

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500

Verzögerung [ms]: 1


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6
0	0.02488	0.011161	-0.025949	-0.022791	-0.000452	0.017214
1	0.026393	0.011095	-0.026146	-0.018646	-0.008282	0.022281
2	0.02863	0.012773	-0.026245	-0.023811	0.000765	0.023432
3	0.025406	0.010931	-0.023284	-0.017856	-0.006045	0.023038
4	0.030045	0.008661	-0.023942	-0.021146	-0.000518	0.020504
5	0.027446	0.00774	-0.029206	-0.01756	0.002903	0.019616
6	0.027676	0.013925	-0.025653	-0.021475	-0.00236	0.01455
7	0.027446	0.012477	-0.026048	-0.020225	-0.000913	0.016721
8	0.025571	0.012477	-0.020916	-0.016441	-0.000814	0.016655
9	0.022676	0.007674	-0.029371	-0.016737	-0.001308	0.013628
10	0.024189	0.008529	-0.02562	-0.016277	0.000831	0.017149
11	0.018103	0.006259	-0.029996	-0.015027	0.000535	0.014846
12	0.023926	0.008759	-0.027199	-0.014369	0.00037	0.015569
13	0.022511	0.00514	-0.026706	-0.014369	0.004219	0.01172
14	0.018892	0.007279	-0.026936	-0.013217	-0.000354	0.011622
15	0.018399	0.006259	-0.033055	-0.01552	-0.001045	0.006884
16	0.01455	0.005469	-0.029535	-0.014204	-0.000288	0.010766
17	0.014813	0.005042	-0.031838	-0.012395	0.001818	0.003923
18	0.018859	0.001489	-0.034667	-0.013974	0.00014	0.004647
19	0.013661	0.000107	-0.033384	-0.013744	0.002245	0.001785
20	0.012115	0.000173	-0.033944	-0.012822	0.001456	0.002509
21	0.013299	-0.003315	-0.033549	-0.014961	0.00514	0.002969
22	0.010536	-0.005321	-0.0347	-0.007855	0.004811	0.005667
23	0.013694	-0.004828	-0.033746	-0.01575	-0.000156	-0.000255
24	0.009779	-0.005289	-0.035523	-0.014599	0.005272	-0.002459
25	0.006785	-0.005881	-0.033253	-0.012921	0.002443	0.000699
26	0.008496	-0.005979	-0.037398	-0.019863	0.001225	-0.00394
27	0.009319	-0.003808	-0.034996	-0.011506	0.001357	-0.001045
28	0.003956	-0.012	-0.03447	-0.014204	0.002344	-0.009368
29	-0.001735	-0.012296	-0.034602	-0.018349	0.000173	-0.009598
30	0.000271	-0.008513	-0.035786	-0.020685	0.002706	-0.011309
31	0.00162	-0.009993	-0.038089	-0.019303	-0.004071	-0.010322
32	-0.002492	-0.006868	-0.041806	-0.019994	0.004121	-0.012658
33	-0.002854	-0.011572	-0.039372	-0.017922	-0.002196	-0.011375
34	-0.005585	-0.009039	-0.04003	-0.020323	-0.000716	-0.021606
35	-0.008282	-0.013184	-0.039109	-0.018415	0.00116	-0.016145
36	-0.004499	-0.014303	-0.040885	-0.01904	0.002147	-0.016672
37	-0.008217	-0.011474	-0.043616	-0.019632	0.000995	-0.020225
38	-0.008052	-0.011441	-0.03776	-0.018613	0.000831	-0.015849
39	-0.011704	-0.017494	-0.040655	-0.015158	0.001785	-0.014138
40	-0.012625	-0.011803	-0.042267	-0.019139	-0.001735	-0.018547
41	-0.014303	-0.014928	-0.040852	-0.014105	-0.0019	-0.018448
42	-0.012822	-0.013151	-0.039142	-0.014434	-0.001834	-0.016507
43	-0.018185	-0.014105	-0.041083	-0.018152	-0.003611	-0.020784
44	-0.012822	-0.013941	-0.039438	-0.016737	-0.006473	-0.01631
45	-0.017593	-0.012033	-0.039931	-0.016507	-0.005157	-0.022824
46	-0.019632	-0.011474	-0.038977	-0.015685	-0.004038	-0.018251
47	-0.020455	-0.013415	-0.039405	-0.015783	-0.00315	-0.019238
48	-0.024765	-0.013776	-0.041971	-0.012296	-0.004894	-0.018909
49	-0.02539	-0.012757	-0.041708	-0.017626	-0.002986	-0.019435
50	-0.023383	-0.018086	-0.040523	-0.014467	-0.003216	-0.01881
51	-0.026804	-0.011901	-0.040984	-0.019238	-0.007098	-0.021771
52	-0.031016	-0.012592	-0.043287	-0.017001	-0.005749	-0.024074
53	-0.03016	-0.009861	-0.042168	-0.013151	-0.0019	-0.025488
54	-0.031904	-0.011276	-0.039701	-0.015783	-0.006802	-0.018974
55	-0.032035	-0.014303	-0.036773	-0.015224	-0.006012	-0.018678
56	-0.03141	-0.016606	-0.038549	-0.011638	-0.008776	-0.020784
57	-0.032233	-0.013447	-0.037299	-0.012789	-0.004104	-0.01733
58	-0.034602	-0.011704	-0.037957	-0.010651	-0.00417	-0.016968
59	-0.034437	-0.008776	-0.035588	-0.01246	-0.005979	-0.018152
60	-0.034108	-0.009598	-0.034667	-0.012789	-0.008348	-0.014763
61	-0.029963	-0.009467	-0.033384	-0.018317	-0.006769	-0.015619
62	-0.033088	-0.007526	-0.035194	-0.013349	-0.006703	-0.015619
63	-0.033121	-0.008677	-0.035161	-0.012625	-0.013678	-0.013316
64	-0.031772	-0.007164	-0.036246	-0.012493	-0.0095	-0.017132
65	-0.037102	-0.004334	-0.031706	-0.011671	-0.011671	-0.013645
66	-0.034766	-0.005157	-0.032397	-0.014566	-0.011145	-0.01677
67	-0.029239	-0.010388	-0.030522	-0.010355	-0.010322	-0.016408
68	-0.032891	-0.004038	-0.032233	-0.014073	-0.006506	-0.018284
69	-0.03141	-0.007197	-0.029436	-0.010881	-0.009796	-0.016639
70	-0.031608	-0.004038	-0.029568	-0.011704	-0.008809	-0.015487
71	-0.028713	-0.003084	-0.031871	-0.010881	-0.007855	-0.011967
72	-0.028384	-0.0019	-0.024995	-0.011539	-0.005058	-0.012559
73	-0.027166	-0.004696	-0.027627	-0.013447	-0.006506	-0.011539
74	-0.022626	0.000469	-0.024271	-0.014796	-0.005486	-0.012
75	-0.024502	-0.003216	-0.025127	-0.011638	-0.006933	-0.010848
76	-0.020027	-0.000485	-0.0221	-0.01075	-0.006868	-0.00973
77	-0.022824	-0.003117	-0.019007	-0.012329	-0.006506	-0.013546
78	-0.019336	0.001752	-0.016474	-0.004729	-0.00519	-0.012822
79	-0.016408	0.003857	-0.019073	-0.01177	-0.005716	-0.013612
80	-0.013645	-0.0019	-0.015915	-0.007164	-0.003084	-0.006572
81	-0.011408	7.4e-05	-0.017362	-0.008085	-0.001867	-0.007624
82	-0.008546	0.001916	-0.016408	-0.00792	-0.008348	-0.006802
83	-0.009861	0.000864	-0.014237	-0.012526	-0.005519	-0.008513
84	-0.008611	0.000864	-0.014763	-0.010322	-0.00746	-0.008546
