Ladekurvenmessung

Zeit: 2018_05_04 11.35.26

Info: FVA3, v = 0.534, T = 80, F = 20, h = 137.4

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7
0	-1.9e-05	0.001789	0.006391	-0.008401	0.004419	0.001789	-0.002813
1	-0.000676	0.003104	0.007706	-0.003799	0.007049	0.002775	0.001954
2	-0.000676	-0.001991	0.007049	-0.003635	0.00294	0.001625	0.000474
3	0.000803	0.001296	0.006227	-0.004128	0.006391	0.001789	0.002447
4	-0.000676	0.000639	0.003268	-0.001005	0.006391	0.002775	0.00294
5	-0.001169	-1.9e-05	0.010829	-0.001827	0.001954	0.001789	-0.000676
6	-0.001334	0.001132	0.005734	-0.002484	0.00409	0.004583	-0.001498
7	0.001132	0.000146	0.009678	0.000474	0.003597	0.003268	-0.000841
8	0.001789	0.002282	0.004748	0.002775	0.002775	0.001789	-0.000841
9	0.000146	0.004912	0.010336	-0.001498	0.003268	-0.000841	0.000474
10	-1.9e-05	0.003104	0.00672	0.000146	0.003433	0.004583	-0.001827
11	-1.9e-05	0.001132	0.009514	0.00031	0.00294	-0.001498	-0.00232
12	0.003104	0.002447	0.009021	-0.002155	0.004255	-1.9e-05	-0.001827
13	0.002447	0.00146	0.007706	0.00031	0.004748	0.000146	-0.003142
14	0.000474	0.003433	0.007213	-1.9e-05	0.006391	0.000967	0.000803
15	0.002611	0.000803	0.009514	0.001132	0.002118	0.001625	-0.002813
16	0.003597	0.002282	0.008692	-0.000676	0.00409	0.000803	0.000803
17	0.003268	0.001296	0.009185	-0.000512	0.001132	0.003433	-0.001827
18	0.00409	0.003104	0.010993	0.000146	0.003104	0.002611	-0.000676
19	0.003433	0.000146	0.0105	-0.000347	-0.000183	0.004255	-0.002648
20	0.00409	0.003597	0.010664	-0.001005	0.003597	0.001954	-0.006429
21	-0.002155	-0.001827	0.007213	0.00409	0.000967	0.001296	-0.001662
22	-0.000512	0.001789	0.007706	0.002775	-0.000183	-0.000183	-0.002155
23	0.000474	0.002447	0.008528	0.002447	0.002611	0.000967	-0.001827
24	-0.002155	-0.001005	0.013787	-0.001498	0.001625	-0.000512	-0.002155
25	0.001954	0.00146	0.007377	0.003597	0.002118	0.002118	0.001954
26	0.003433	0.001296	0.008857	-0.001005	0.00031	0.000474	-0.001498
27	0.007706	-0.001005	0.00935	0.001954	0.003433	-0.004621	-0.001991
28	0.003268	0.000146	0.00935	0.00409	0.00672	-0.001334	-0.002155
29	0.005569	0.003926	0.009514	0.005734	0.000967	0.001296	-0.001662
30	0.004748	0.001132	0.00031	0.002775	0.002775	-0.003306	-0.002813
31	0.00672	0.001625	0.002775	0.00031	0.000967	-0.000347	-0.001662
32	0.002775	0.004912	0.002611	0.002282	0.00146	0.003268	-0.003142
33	0.006391	0.001132	0.000639	-0.000347	0.001625	0.001132	0.00031
34	0.00294	0.001296	-0.004456	-0.000512	0.003597	0.002611	-0.002648
35	0.006227	0.00294	-0.002484	-0.000676	0.002447	0.000967	0.00031
36	0.00031	0.000967	-0.001169	-0.001334	0.002118	0.002118	-0.002813
37	0.004583	0.003268	0.003433	-0.002977	0.002611	-0.000183	-0.00232
38	0.003926	-0.000841	0.002447	0.005076	-0.001827	-1.9e-05	-0.001169
39	0.000803	0.003268	0.000639	-0.001827	0.000474	-0.000183	-0.001827
40	0.003104	-0.002155	0.00031	0.002775	0.000803	-1.9e-05	-0.001827
41	0.003761	-0.000183	0.003268	0.001132	0.000967	0.001954	-0.002977
42	0.001132	0.00031	0.002611	0.001296	0.00146	0.00146	-0.001005
43	0.00146	0.000967	0.003761	-0.000512	0.002775	0.00294	-0.001169
44	0.001789	-0.000347	0.003433	0.003433	-0.001827	-0.000347	0.000146
45	0.002447	-0.000676	0.006556	-0.000183	0.002447	-0.001169	-0.001991
46	0.00294	0.001625	0.004419	-0.000183	0.002447	-0.001498	0.000474
47	0.003268	0.00031	0.00294	-0.000347	-0.003306	0.000474	0.000146
48	0.007706	0.000146	0.002775	-0.002155	0.002447	-0.000183	-0.000841
49	0.003926	-0.001662	0.003268	-0.003306	0.001954	0.000474	-0.001662
50	0.001132	0.00031	0.001954	-0.001498	0.001132	0.002118	0.001789
51	-1.9e-05	-0.000183	0.005898	-0.001498	0.001789	0.000639	-0.00232
52	0.00146	0.000803	0.005734	-0.001005	0.00031	0.000803	-0.001334
53	0.000474	-0.001334	0.005076	0.001296	0.001296	0.002282	0.001625
54	0.00294	0.002282	0.004255	-0.001334	0.00146	-0.003635	0.002775
55	0.003104	-0.000183	0.00409	0.00146	0.00294	-0.000183	0.005569
56	-0.000676	0.00146	0.001954	-0.001005	0.001296	-0.00232	-0.002484
57	-0.000183	0.000146	0.000803	-0.000512	0.000967	-0.001991	0.002282
58	-1.9e-05	0.00146	0.001789	0.000474	0.000474	0.000146	-0.000676
59	-0.000183	0.002775	-0.003799	0.003926	0.003104	0.003433	0.001954
60	-0.000183	0.002447	0.003104	0.003268	0.002282	-0.001662	-0.001334
61	-0.000347	-0.002155	0.001625	0.00294	0.00409	0.003597	0.002611
62	0.000474	-0.000183	0.005241	0.003104	-0.000512	-0.002484	-0.002813
63	-0.000183	-0.001005	0.005569	0.002282	0.004255	-1.9e-05	-0.001005
64	-0.000347	-0.001005	0.005569	0.000474	-0.001991	-0.000347	-0.00232
65	0.004583	0.001625	-0.000347	0.00409	-0.000512	-0.004621	0.00031
66	0.003761	-0.000841	0.000146	0.000639	-0.000183	0.000967	-0.000183
67	0.00672	0.00146	-0.001827	0.001954	0.00294	-0.000183	-0.001169
68	0.007377	0.000146	-0.001005	0.001296	-0.000841	0.000146	0.001296
69	0.006884	0.002611	-0.003799	-0.001662	0.001132	0.000146	-0.003306
70	0.00031	-0.000183	-0.005114	0.002118	-0.000347	0.000639	-1.9e-05
71	0.000967	-0.000183	0.002775	0.000639	0.002118	0.00146	-0.000841
72	0.001625	-0.002155	-0.001169	0.005569	-0.002155	0.004419	0.001954
73	0.002611	0.000639	-0.000347	-0.001169	-0.002648	-0.001169	-0.001991
74	0.006391	0.000474	0.002282	0.000474	0.000146	0.00146	0.000146
75	0.001954	-0.001334	-0.000512	0.001954	-0.001827	0.00031	-0.001827
76	0.005734	-0.000512	-0.001662	0.000803	-0.000183	-0.000676	-0.004456
77	0.00409	-0.000841	0.002447	0.001296	0.000146	-0.004128	-0.001662
78	0.000146	-0.000676	-0.000183	0.00409	0.001625	-0.002155	-0.004292
79	0.001789	0.001789	0.000803	0.004748	0.00031	-0.000183	-0.001334
80	0.007542	-0.000841	-1.9e-05	0.00294	0.002447	-0.001498	0.000474
81	0.006062	-1.9e-05	-0.000347	0.004583	0.000474	-0.003963	-0.001991
82	0.009185	0.003597	-0.000347	0.000474	0.000146	0.000146	-0.001334
83	0.009021	-0.000676	-0.000183	0.003597	-1.9e-05	0.003597	-0.001498
84	0.006227	0.00031	-0.000512	0.003597	0.001954	0.001296	-0.003799
85	0.00409	-0.000347	-0.000183	0.002447	-0.001169	0.001954	-0.004785
86	-0.000183	0.000639	-0.000183	0.001954	-0.000183	-0.001005	-0.002484
87	0.003268	0.00031	-0.001005	0.001789	-0.005278	0.00146	-0.001005
88	0.006227	0.000967	-0.000183	-0.001498	-0.00232	-0.001498	-0.003799
89	0.004912	0.00031	0.000146	0.001789	-0.000841	0.000639	-0.002977
90	0.00787	0.002282	-1.9e-05	0.000967	-0.001498	-0.000347	-0.002648
91	0.009185	-0.000676	-0.000183	0.00031	-0.000676	-0.000512	0.000474
92	0.006884	-0.001827	-0.000183	-0.001498	0.000803	-0.001169	-0.000347
93	0.005734	0.00146	-0.000512	0.000639	-0.000841	0.003104	-0.000347
94	0.007542	0.000967	-1.9e-05	0.003104	-0.000841	-0.004456	-0.000676
95	0.009021	-0.002977	-1.9e-05	0.006391	-0.002648	-0.000676	-1.9e-05
96	-0.005114	-0.001498	0.000967	0.000967	-0.001169	-0.001662	-0.002648
97	0.005405	0.001625	-0.001827	0.00031	0.000474	-0.003306	-0.000183
98	0.003597	0.000639	-1.9e-05	0.003761	-0.00232	0.000967	0.002282
99	0.006062	0.001625	-0.000841	0.000639	-0.001169	-0.004456	0.000639
100	0.005241	-0.000183	-0.000841	-0.003635	0.001132	0.000803	-0.001498
101	0.007213	0.000967	0.00409	-0.002648	0.001954	-0.004128	-0.001334
102	0.009843	0.000967	-0.000183	0.003597	0.000639	-0.006429	-0.000676
