Ladekurvenmessung

Zeit: 2018_05_04 10.04.51

Info: FVA3, v = 1.05, T = 23, F = 20, h = 591.0

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 1

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4
0	-0.002155	-1.9e-05	0.000803	-0.001498
1	0.002447	0.003268	0.003268	0.00031
2	0.000803	-0.001662	0.00146	-0.002813
3	0.00146	0.002118	-0.001991	0.000639
4	0.005569	0.003433	0.000639	-0.001498
5	0.001625	0.003433	-0.002484	0.000639
6	0.003433	0.002447	-0.001991	-0.001005
7	0.000474	0.00031	-0.000183	0.00146
8	0.001789	-0.003635	-0.008401	-0.000512
9	-0.000841	0.00031	-0.005771	-0.003306
10	0.000474	0.00146	-0.004456	0.00146
11	-0.001662	0.001954	-0.002484	0.001132
12	-0.003799	0.002118	0.001296	-0.001005
13	-0.003635	-0.000512	-0.005607	-0.001662
14	-0.001169	-1.9e-05	0.001296	0.002447
15	-0.004621	-0.001498	0.000803	-0.001991
16	0.000146	-0.001498	0.00031	-0.006757
17	0.00146	-0.002977	-0.001662	-0.001827
18	-0.000347	-0.001498	-0.000676	-1.9e-05
19	0.000803	0.002775	-0.004785	-0.003142
20	0.00031	0.000803	-0.001662	-0.000512
21	0.000146	-0.000841	-0.000841	-0.008072
22	0.001954	0.007049	-0.001991	-0.002155
23	0.001296	0.001789	-0.005443	-1.9e-05
24	-0.000512	-0.004128	-0.008237	-0.001498
25	0.002775	0.002447	-0.008894	0.000474
26	-0.001498	0.001954	-0.005771	-0.001169
27	-0.001169	0.001789	-0.003799	-0.001169
28	-0.002155	0.000639	-0.007415	-0.001334
29	-0.000676	0.000146	-0.001827	0.000967
30	-0.001334	-0.003963	-0.007744	-0.001827
31	-0.000841	0.00146	-0.001334	0.000146
32	-0.002813	0.000146	-0.000183	-0.000183
33	-0.007579	0.00031	-0.002648	0.002611
34	0.001625	-0.000347	-0.003799	-0.000841
35	-0.004456	0.00031	-0.004292	-0.001005
36	0.001296	0.005241	-0.004621	0.000967
37	-0.002484	0.00146	-0.003963	-0.000512
38	-0.001334	0.002118	-0.005936	-0.001662
39	-0.001005	0.000967	-0.003799	-0.000512
40	0.000803	0.002611	-0.001169	0.000474
41	-0.001662	-0.001005	-0.009223	-0.002155
42	0.000639	0.004748	-0.001334	-0.00232
43	0.001132	-0.002648	-0.003142	-0.001662
44	-0.001334	0.004419	-0.004621	0.001132
45	-0.005278	-0.00232	-0.003142	0.001132
46	-0.003142	0.002282	-0.003142	0.00294
47	-0.00232	-0.000841	-0.00347	-0.004456
48	-0.004785	0.000474	-0.002155	0.004748
49	-0.001827	0.000639	-0.00347	-0.000512
50	-0.000676	-0.001169	-0.002155	-1.9e-05
51	-0.005771	0.000639	-0.002648	0.001296
52	-0.0061	-0.000512	-0.003142	-0.001334
53	0.00031	0.000803	-0.00232	-0.000512
54	-0.001169	-0.001334	-0.001662	-0.001498
55	-0.000512	0.00294	0.000967	0.002118
56	0.000146	-0.000841	-0.004128	-1.9e-05
57	-0.000347	0.000803	-0.002813	0.00031
58	0.001789	-0.004621	-0.006264	-0.003142
59	0.001132	0.002447	-0.003963	-0.001334
60	-0.005443	-0.00347	-0.004785	-0.003142
61	-0.001005	-0.000347	-0.003142	0.001132
62	-0.002484	-0.000183	-0.003963	-0.000841
63	-0.002648	-0.000676	-0.002155	0.000146
64	-0.002977	-0.002484	-0.003963	-0.002977
65	0.00031	-0.00232	-0.006264	0.00031
66	0.00031	-0.002155	-0.002155	0.004419
67	-0.001662	-0.006264	-0.001662	0.002775
68	-0.001334	-1.9e-05	-0.004292	0.000967
69	0.00409	-0.000676	-0.000841	0.004419
70	-0.002648	0.001625	-0.001662	-0.001991
71	-0.00232	-0.002155	-0.001827	0.00031
72	-0.001662	-0.000512	0.000803	0.004255
73	-0.001334	-0.003635	-0.001169	0.000639
74	-0.000183	-0.000676	0.003761	0.001132
75	-0.002977	-0.001498	-0.001169	0.001132
