Ladekurvenmessung

Zeit: 2018_05_04 09.08.23

Info: FVA3, v = 1.05, T = 23, F = 20, h = 518.2

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3
0	0.004419	-0.000347	-0.001005
1	0.003761	-0.000183	0.000967
2	0.00146	-0.000183	0.005241
3	-1.9e-05	-0.000183	0.00031
4	0.007377	-0.000347	0.001954
5	0.003104	-0.000512	0.002447
6	0.001296	-0.000841	0.002118
7	0.004583	-0.000512	-1.9e-05
8	0.003104	0.00031	0.004255
9	-0.001334	-0.000676	-0.000183
10	0.003761	-0.000347	0.000639
11	0.001132	0.000146	0.001296
12	0.001296	0.000803	-1.9e-05
13	-0.001827	0.000146	0.001789
14	-0.01251	-1.9e-05	0.001954
15	-0.00232	-0.000676	0.002611
16	0.000146	0.001625	0.00146
17	0.002118	0.003104	0.002282
18	0.001296	-0.000183	0.000967
19	0.001789	-0.001498	0.002775
20	-0.000347	-0.002813	0.000146
21	-0.001005	-0.000347	0.001789
22	0.000639	-0.001991	-0.000841
23	-1.9e-05	0.00031	0.004419
24	-0.001169	-0.001827	0.000474
25	-0.00347	-1.9e-05	0.001954
26	-0.001498	-0.001991	0.003268
27	0.000967	0.000146	0.000474
28	-0.005607	-0.001005	0.003104
29	-0.001005	0.000803	-1.9e-05
30	-0.001662	-0.006429	-1.9e-05
31	-0.001169	0.00031	0.000474
32	0.001296	0.00146	-0.001498
33	-0.000183	-1.9e-05	-0.001169
34	0.000146	0.000474	0.00146
35	-0.000841	-0.001334	-0.001005
36	-1.9e-05	-0.002648	0.002118
37	0.001296	-0.004128	0.000803
38	-0.001334	0.003268	0.002118
39	-0.001662	0.00031	0.002282
40	0.000803	-0.000841	0.00146
41	0.001625	-0.002155	0.000967
42	0.002118	-0.001827	0.002611
43	-0.001334	-0.001498	0.000803
44	-0.001334	-0.00232	-0.00232
45	-0.009387	-0.001334	-0.000347
46	-0.009223	-0.002484	-0.003142
47	-0.008072	-0.001169	0.00146
48	-0.006922	-0.001662	0.001954
49	-0.004128	-0.003306	-0.000183
50	-0.006429	-0.001169	-0.001662
51	-0.001005	0.000803	0.003926
52	-0.005443	-0.002648	0.00031
53	-0.003306	-0.001662	0.00146
54	-0.002484	-0.005278	0.000803
55	0.001625	-0.002813	0.000146
56	-0.002813	-0.001334	0.00146
57	-0.000347	-0.003142	0.000146
58	-0.001827	-0.004292	0.002611
59	-1.9e-05	-0.004621	0.000803
60	-0.001827	-0.005114	0.001296
61	-0.001334	-0.0061	0.000803
62	0.00031	-0.004785	0.000967
63	-0.000512	-0.004128	0.001296
64	-0.002648	-0.004456	0.000803
65	0.001132	-0.009716	-0.000512
66	0.001296	-0.003306	0.000146
67	-0.000841	-0.00347	0.000803
68	-0.000183	-0.003306	-0.002484
69	0.000474	-0.001334	-0.00347
70	0.004748	-0.001498	-0.000183
71	0.000639	-0.002155	-0.000183
72	0.000967	-0.001991	-0.000512
73	0.001954	-0.001827	-0.002484
74	0.001296	-0.001827	-0.002484
75	0.001789	-0.004621	-0.002813
76	-0.000347	-0.002484	-0.001662
77	-0.002155	-0.004621	-0.002484
78	-0.001662	-0.003635	-0.004621
79	-0.000347	-0.004456	-0.004128
80	-1.9e-05	-0.004456	-0.003142
81	-0.000676	-0.002813	-0.001334
82	0.000146	-0.001827	-0.002813
83	0.002282	-0.003306	-0.001334
84	-1.9e-05	-0.002155	-0.002977
85	0.001132	-0.001169	0.001296
86	0.000639	-0.00347	-0.001498
87	0.00409	-0.000676	0.000803
88	0.000146	-0.006264	-0.000347
89	0.003597	-0.003635	0.000967
90	0.002118	-0.007579	0.001132
91	0.002775	-0.002813	0.000146
92	0.001132	-0.004128	0.00146
93	0.000967	-0.002484	0.000474
94	0.005569	-0.002813	0.000474
95	0.003433	-0.004128	0.000146
96	-0.000183	0.00031	0.006391
97	0.000639	-0.006757	-0.001169
98	0.003433	-0.003306	0.002611
99	-0.001005	-0.005443	-0.004456
100	0.00146	-0.004785	0.006227
101	-0.000347	-0.001334	0.00146
102	-0.002813	-0.002648	0.000146
103	0.000146	-0.003799	0.002775
104	0.00146	-0.000183	0.002611
105	-0.001498	-0.001334	0.000803
106	0.000639	-0.001498	0.00409
107	0.001132	0.001954	0.00294
108	0.000474	-0.003799	0.002118
109	0.003597	-0.004456	-1.9e-05
110	0.001296	-0.003306	0.002775
111	0.001954	-0.00232	0.003268
112	0.000967	-0.006429	0.000474
113	0.001132	-0.001334	0.001625
114	0.001132	-0.007086	-0.000512
115	0.000803	-0.001662	0.003268
116	0.000146	-0.002648	0.001625
117	0.004748	-0.001991	0.000967
118	-0.001169	-0.000347	0.002775
119	0.00146	-0.004128	0.002282
120	0.000639	-0.003142	0.00409
121	0.003268	-0.00232	0.004583
122	0.003104	-0.001169	0.003761
123	0.003433	-0.000841	0.003268
124	0.002611	0.00031	0.005405
125	0.001954	-0.001334	0.003761
126	0.001296	0.000967	0.004748
127	0.003761	-0.000676	0.001789
128	-0.000183	0.000146	0.003926
129	-0.001498	0.000967	-0.000841
130	0.000639	-0.001827	-0.001334
131	0.00031	-0.002484	0.000146
132	0.000803	-0.000183	0.001296
133	-1.9e-05	-0.001662	-0.000183
134	0.003433	0.002118	-1.9e-05
135	-0.001169	-0.000347	0.002775
136	0.001625	0.00146	0.00409
137	-0.001334	0.001296	0.004583
138	0.003761	0.003268	0.003761
139	0.003597	0.001296	0.004912
140	0.00146	0.002775	0.003597
141	0.001789	0.004748	0.004583
142	0.002118	-0.000841	0.00146
143	0.005569	0.00294	0.004419
144	0.004419	-0.001169	0.002775
145	0.006062	-1.9e-05	0.006556
146	0.000474	0.00031	0.001625
147	0.000639	0.000639	0.002447
148	0.000639	-0.001991	0.001296
149	0.001132	0.00146	0.003268
150	-0.001334	-0.000841	-0.000841
151	-0.001827	0.001296	0.001625
152	0.001132	-0.001334	-0.000347
153	0.003597	0.000639	0.000967
154	0.000639	0.000967	0.002611
155	-1.9e-05	0.00146	0.001789
156	0.003104	0.002611	0.003268
157	0.00146	0.00031	0.003268
158	-0.000183	0.001296	0.002611
159	0.000639	-0.000183	0.004255
160	0.002118	0.004255	0.004748
161	-0.000676	0.004583	0.001132
162	0.004255	0.001954	0.003926
163	-0.00232	-0.000183	0.000967
164	0.00409	-0.0061	0.001296
165	0.001954	-0.005443	-1.9e-05
166	-0.000183	-0.002977	0.000967
167	-0.001169	-0.007744	0.00031
168	0.000967	0.001789	0.001296
169	-0.005278	-0.004949	0.003761
170	-0.003635	-0.002155	0.000474
171	-0.002484	-0.000183	0.001954
172	-0.003799	-0.001991	-0.001005
173	0.001954	-0.003142	0.003926
174	-0.00347	-0.000183	0.002775
175	0.00146	-0.000512	0.003433
176	-0.003306	-0.002648	0.001296
177	0.002775	0.000474	0.003761
178	-0.002977	-0.000512	-1.9e-05
179	-0.001498	0.000639	0.005076
180	-0.003963	0.000146	0.00146
181	-0.001498	0.00146	0.002118
182	-0.004456	-0.000512	0.000639
183	-0.003306	-1.9e-05	-0.000841
184	-0.002484	-0.006264	0.000146
185	-0.004292	-0.001005	-0.000183
186	-0.002813	-0.002484	0.000803
187	-0.00347	-0.001827	-0.001498
188	-0.002977	0.000474	0.00031
189	-0.000183	-0.000676	0.000967
190	-0.000676	0.000639	0.002447
191	-0.001991	-0.001991	0.000474
192	-0.003635	0.000146	0.005405
193	-0.002484	0.001954	0.001296
194	0.004583	0.001296	0.005898
195	-0.002484	-0.008072	-0.000183
196	-0.002977	0.001296	-0.001662
197	-0.001005	0.000146	0.000474
198	-0.001498	-0.000512	0.001625
199	-0.002155	-0.000841	-0.001005
200	-0.004292	0.00031	0.000474
201	-0.005278	0.000146	0.003268
202	-0.002155	-0.005936	0.00409
203	-0.00347	0.003761	0.002447
204	-0.006429	0.000474	-0.000347
205	-0.004621	0.000639	0.003104
206	-0.004456	-0.006757	0.000474
207	-0.004128	-0.000841	-0.000183
208	-0.002977	0.000474	0.002611
209	-0.001498	0.000803	0.000967
210	-0.002155	-0.000676	-0.001498
211	-0.000841	0.002447	0.004583
212	-0.000347	-0.000512	0.001132
213	-0.000512	0.002447	-0.000841
214	-0.001662	0.001954	0.004748
215	0.000146	-0.001827	-0.001169
216	-0.001005	0.000474	-0.000347
217	-0.001005	-0.00873	0.000967
218	0.00031	0.00031	-0.000183
219	-0.000183	0.004419	0.000146
220	-0.002155	0.000639	0.000967
221	-0.002813	0.00031	-0.000512
222	-1.9e-05	0.002447	0.000146
223	-0.001498	0.00146	0.000967
224	-0.000676	-0.000183	0.000803
225	-0.001498	0.001789	0.000146
226	-0.00347	0.003597	0.000803
227	0.004255	0.000639	0.000146
228	-0.002155	-0.005607	0.002118
229	-0.005607	-1.9e-05	-0.000841
230	-0.000841	0.002611	-0.000183
231	0.00031	0.001625	-0.000676
232	-0.000841	-0.000841	-0.002155
233	-0.000183	0.001625	0.000146
234	0.000803	0.000639	-0.000183
235	-0.000676	-0.004128	0.000639
236	-0.000512	0.001296	0.000803
237	-0.001827	0.000803	0.000803
238	-0.000347	-1.9e-05	-0.000183
239	0.001132	-0.006429	0.002118
240	-0.00347	-0.002648	-0.002155
241	0.000967	0.004419	0.000639
242	-0.002648	0.003433	-0.001005
243	0.001625	0.003926	0.000967
244	0.001954	0.001625	-0.002648
245	0.001132	0.00294	0.00031
246	-0.004621	0.001296	-0.002484
247	0.00146	0.002282	0.001132
248	-0.001991	0.001789	0.00146
249	-0.001991	0.001625	-0.001498
250	0.001954	-0.00725	0.001132
251	-0.00347	0.000474	-0.001005
252	0.003104	0.001954	-0.003635
253	0.000474	0.000639	-0.00347
254	-0.001827	0.001789	-0.001991
255	-0.001169	-0.001662	-0.002155
256	0.003104	0.002611	-1.9e-05
257	-0.002155	-0.000183	-0.00232
258	-0.000347	0.002775	-0.001005
259	-0.000841	-0.001991	-0.001334
260	0.00031	-0.001662	-0.001662
261	-0.000347	-0.009058	0.001296
262	0.00031	-0.003306	-0.002484
263	0.002118	-0.001662	-0.001169
264	0.001625	-0.000841	-0.001662
265	0.001954	-0.000676	-0.000676
266	0.000803	-0.000347	-0.002484
267	0.003597	0.001954	0.00146
268	0.002611	0.002118	-0.000183
269	0.002611	0.005076	-0.000347
270	0.00031	0.00294	0.000474
271	0.001954	0.007377	0.003268
272	0.000474	-0.002977	0.000474
273	-0.00232	0.007377	-0.001498
274	0.000146	0.005405	-0.001005
275	0.005734	0.006556	-0.000841
276	-0.003635	0.007706	-0.001498
277	0.00146	0.003926	-0.000841
278	-0.001005	0.000146	0.000967
279	-0.003963	-0.000183	-0.001498
280	0.000146	0.002775	0.001132
281	-0.003306	-0.004785	-0.000512
282	0.001789	-0.002155	0.001132
283	-0.001005	-0.00988	-0.001005
284	0.000146	0.007377	0.00031
285	-0.001498	0.008035	-0.000676
286	0.001954	0.010336	0.001296
287	-0.001334	0.008857	-0.000183
288	0.000146	0.006884	0.000803
289	0.001789	0.008363	0.00031
290	-0.001005	0.007213	0.000474
291	-0.001662	0.008199	-0.001498
292	0.000803	0.00935	-0.000512
293	-0.003799	0.006227	0.001296
294	0.000474	-0.005936	0.000146
295	-0.001334	0.003926	-0.002813
296	-0.003799	0.003926	0.001132
297	-0.000347	0.003104	0.000803
298	-0.001662	0.004255	-0.000347
299	-0.00347	0.004255	0.002118
300	-0.004128	0.003597	0.00146
301	0.000967	0.005405	0.005241
302	-1.9e-05	0.003597	-0.001498
303	0.000146	0.003268	-0.000347
304	-0.004785	0.005076	0.002611
305	-0.001169	-0.006429	0.00409
306	-0.002155	-1.9e-05	-0.001662
307	0.001625	0.001789	0.001789
308	-0.000841	0.001625	-0.001827
309	-0.000512	0.001132	-0.001662
310	-0.003306	0.000474	-0.000183
311	-0.002648	0.000474	0.001296
312	-0.001169	-0.000183	0.001789
313	-0.003142	0.001625	-0.001005
314	-0.001169	-0.001991	0.000639
315	-0.001498	-0.000183	-0.000183
316	-0.002484	-0.007415	0.003104
317	-0.002977	-0.004621	-0.001334
318	0.001132	0.003104	0.001132
319	-0.000841	-0.001498	-0.001169
320	-1.9e-05	0.001789	0.001296
321	0.00031	0.00294	0.001789
322	0.001625	0.000474	0.00146
323	-0.001005	0.001954	-0.001498
324	-0.000841	0.002118	0.001954
325	-0.000183	0.000474	0.002118
326	-0.001827	-0.000183	0.000803
327	-0.000512	-0.00873	-0.000183
328	-0.00347	-0.001005	-0.000183
329	-0.001169	0.000967	0.003268
330	-0.00232	0.001132	-0.001662
331	-0.000512	0.002282	0.001789
332	-0.000183	-0.001498	-0.001827
333	-0.000347	0.002282	0.000967
334	-0.001498	-0.005114	-0.001662
335	0.001132	0.002282	0.002282
336	-0.001169	0.002118	0.001789
337	0.005405	0.000803	0.002611
338	-0.003142	-0.005771	0.001789
339	0.00146	-0.001005	-0.000183
340	0.002447	-0.001827	0.000474
341	0.001296	0.002118	-0.001827
342	0.00146	-0.000512	-1.9e-05
343	-0.005278	-0.009058	0.000146
344	-0.004128	-0.001005	0.003433
345	0.001296	-0.00347	-0.00347
346	-0.000841	-0.000347	0.004748
347	-0.002813	-0.003799	0.000146
348	-0.002155	-1.9e-05	0.001954
349	-0.000347	-0.008894	0.001954
350	0.004748	-0.001991	0.000967
351	0.005405	-0.000676	0.000639
352	0.007213	0.000146	0.002775
353	0.007049	0.001789	0.003104
354	0.00672	0.000474	0.005734
355	0.006391	0.000639	0.004255
356	0.008035	0.000146	0.00409
357	0.010336	0.00031	-0.000347
358	0.005076	-0.000676	0.003433
359	0.007213	-0.000676	0.001625
360	0.006884	-0.007415	0.001132
361	0.004748	-0.001169	-0.001005
362	0.004583	-0.003142	-0.001498
363	0.005734	-0.000676	0.000803
364	0.003433	-0.004292	-1.9e-05
365	0.00409	0.00031	0.00031
366	0.001132	-0.000183	0.002447
367	0.000639	-0.000512	0.001132
368	0.001296	-0.001498	0.001132
369	0.003926	0.00031	0.004583
370	0.003926	0.000967	-0.001498
371	0.00409	-0.001827	0.00146
372	0.002447	-0.001005	0.001296
373	0.00294	0.000474	-1.9e-05
374	0.003926	0.000639	0.001789
