Ladekurvenmessung

Zeit: 2018_05_03 13.42.36

Info: FVA3, v = 0.275, T = 40, F = 20, h = 214.6

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8
0	-0.000347	-0.00232	0.006391	-0.004128	-0.003799	0.002775	-0.000183	-0.004128
1	0.001789	0.002611	0.006884	0.000639	0.001132	0.005405	-1.9e-05	-0.002484
2	0.001132	-0.002484	0.008199	0.00031	-0.001827	-0.000183	-0.000183	-0.001991
3	0.000639	-1.9e-05	0.007213	-0.001169	-0.000841	0.00146	-0.000183	-0.004292
4	0.00146	0.000474	0.007213	-0.000841	-1.9e-05	0.001954	-0.000347	-0.000676
5	0.001625	0.000474	0.004748	0.000639	-1.9e-05	0.000474	-0.000183	0.000474
6	-0.002155	0.001625	0.003268	-0.001498	-0.00232	0.00031	-1.9e-05	-0.002648
7	0.000639	-0.000676	0.00294	-0.004621	-0.000183	0.003104	-1.9e-05	-0.001827
8	-0.001498	-0.001005	0.000803	0.00031	-0.000676	-0.001005	-1.9e-05	-0.000347
9	0.004255	-0.000183	0.00294	-0.002648	-0.001334	0.003926	-1.9e-05	-0.001662
10	-0.001169	0.000146	0.005241	-0.000183	-0.00347	0.000639	-0.000183	-0.000512
11	0.001625	-0.000183	0.005734	-0.005278	-0.00232	0.001954	-0.000183	-0.001662
12	-0.000183	-0.000676	0.00031	-0.001005	-0.001005	0.002282	-1.9e-05	-0.001005
13	-0.001334	0.000639	0.004583	-0.002484	-0.000512	0.003268	-0.000183	-0.001005
14	-0.000183	0.001132	0.004583	-0.001334	-0.002484	0.001954	-1.9e-05	0.001625
15	-0.001169	-0.001169	0.005076	-0.001827	0.00031	0.001789	-1.9e-05	-1.9e-05
16	0.000639	0.000639	0.003433	-0.001334	-1.9e-05	0.00294	0.000146	-0.000347
17	-1.9e-05	-0.001827	0.006391	-0.000512	-0.001991	0.00146	-1.9e-05	-0.001827
18	-0.001169	-0.001827	0.006062	-0.000183	-0.000512	-1.9e-05	0.00031	0.000146
19	-1.9e-05	-0.00232	0.004583	-0.003142	-0.001005	0.00146	0.000146	-0.00347
20	-1.9e-05	-0.003635	0.005076	-0.002648	-0.002813	0.002282	-1.9e-05	-0.002155
21	-0.001169	-0.002813	0.006391	-0.003635	-0.001827	0.00031	-1.9e-05	-0.000841
22	-0.000347	-0.002648	0.004255	-0.004949	-0.000512	0.002118	0.000146	-0.002484
23	-0.002484	-0.002648	0.003268	-0.004128	-0.004128	-0.001005	-1.9e-05	-0.004456
24	0.001132	-0.001169	0.005734	0.000803	-0.002155	0.000803	-1.9e-05	-0.003142
25	0.00031	-0.001498	0.004748	-0.00232	-0.00347	-1.9e-05	-0.000183	-0.000512
