Ladekurvenmessung

Zeit: 2018_05_04 09.02.40

Info: FVA3, v = 0.749, T = 23, F = 20, h = 374.2

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3
0	-0.005278	-0.000512	-0.00232
1	-0.001827	0.003268	0.000639
2	0.000474	-0.001498	-0.001169
3	0.000639	0.000474	0.002611
4	-0.000676	-0.001005	0.000639
5	0.002282	0.000803	-0.001005
6	0.000639	0.000146	-0.000512
7	0.001625	-0.001827	-0.000347
8	0.00787	-0.002648	-0.000512
9	-0.005114	-0.002648	-0.003142
10	-0.00232	0.000967	0.000146
11	-0.000676	-0.001334	-0.004456
12	0.000967	0.00146	-0.001827
13	-0.000183	-0.000841	-0.00232
14	0.001625	-0.000183	-0.000183
15	-0.001169	-0.000183	-0.001005
16	-0.000512	-1.9e-05	0.00146
17	0.001789	-0.000512	-0.001991
18	-1.9e-05	0.004255	-0.000512
19	0.006062	0.002447	-0.000676
20	-0.000676	0.000967	-0.002155
21	0.00146	-0.002155	-0.001169
22	0.000146	0.000803	0.000639
23	-0.000676	-0.001498	0.000803
24	0.000474	-0.000841	-0.001662
25	0.001296	-0.001005	0.001625
26	-0.00232	-0.001005	-0.000841
27	0.003597	0.000474	-0.00232
28	0.000146	-0.001334	-0.003635
29	0.001789	0.001625	-0.001662
30	0.001954	0.002611	-0.001005
31	-0.003635	0.000639	-0.000347
32	-0.002648	-0.001498	-0.00232
33	-0.004949	0.00031	-1.9e-05
34	0.00031	-0.000841	-0.001662
35	-0.002648	0.001296	-0.003799
36	-0.000676	-0.003963	-0.001827
37	-0.002813	-0.003142	0.000639
38	-0.000347	-0.000676	-0.001005
39	-0.000183	-0.001334	-0.005771
40	0.00146	-0.000676	-0.003142
41	0.002118	0.000639	-0.002155
42	-0.000841	-0.000512	-0.000183
43	-0.001169	-0.001662	-0.002155
44	0.000803	-0.000676	0.000639
45	-0.001334	0.000146	-0.002155
46	-0.000512	0.00146	0.000639
47	-0.003306	-0.001169	0.000639
48	-0.002648	0.001296	0.003268
49	0.000639	0.001132	-0.001498
50	-0.002484	-0.001005	-0.008565
51	-0.00347	-0.001334	-0.002977
52	-0.002155	0.001132	-0.001334
53	-0.001169	-0.000512	-0.001334
54	-0.001991	-0.001662	-0.000183
55	-0.000676	0.000967	0.000639
56	-0.003306	0.00031	-0.001827
57	0.000803	-0.001827	-0.002484
58	-0.000841	0.000146	-0.00232
59	-0.00232	-0.001991	-0.001005
60	-0.000347	0.000639	-0.001827
61	0.002118	-0.000676	-0.010702
62	0.003268	-0.001334	-0.003799
63	0.000803	0.000967	-1.9e-05
64	-0.001005	-0.000512	-0.001334
65	-0.000676	-0.000183	-0.000676
66	-0.004128	-0.001827	-0.001169
67	-0.002813	-0.00347	0.000803
68	-0.00232	-0.002977	-0.001827
69	-0.003799	-0.003799	-0.000347
70	-0.001005	-0.001662	-0.000676
71	0.000146	-0.001334	0.00031
72	-0.001498	-0.000183	-0.002155
73	-0.001662	-0.001334	-0.000841
74	0.000474	-0.000512	-0.000512
75	-0.001005	-0.000676	-1.9e-05
76	-0.000512	-0.002484	-0.000183
77	0.000967	0.00031	-0.003306
78	-0.000841	0.000803	-0.000347
79	-0.001169	-0.001498	-0.001991
80	-0.003142	-0.001169	0.001132
81	-0.003306	-0.002813	0.000967
82	-0.00347	-0.004128	-0.000841
83	-0.001498	-0.003306	0.002118
84	-0.002484	-0.002977	-0.00232
85	-0.00347	-0.000183	-0.002648
86	-0.001662	-0.000183	-0.001991
87	-0.001005	-0.000676	-0.000183
88	-0.004128	0.00031	-0.003306
89	0.001132	0.00031	-0.000841
90	-0.002155	-0.001827	-0.002648
91	-0.002977	-0.000183	-0.002484
92	-0.002155	-0.002155	-0.000841
93	0.000967	-1.9e-05	-1.9e-05
94	-0.000512	-0.001005	0.003433
95	-1.9e-05	-0.000512	0.00031
96	0.001789	-0.000512	0.002118
97	-0.002484	0.004583	-1.9e-05
98	-0.003635	-0.00232	0.000639
99	-0.004949	0.001296	-0.001005
100	0.000146	0.000639	0.000803
101	-0.001991	-0.000183	-0.002813
102	-0.003306	0.000474	-0.000183
103	-0.005607	0.000474	0.000146
104	0.000146	-0.001334	-0.001498
105	-0.001827	0.000146	0.003597
106	-0.001827	0.000474	-1.9e-05
107	-1.9e-05	-0.000841	-0.004949
