Ladekurvenmessung

Zeit: 2018_05_04 11.38.28

Info: FVA3, v = 1.47, T = 80, F = 20, h = 214.9

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6
0	0.006556	0.022005	0.000967	0.004748	-0.007579	0.002775
1	0.007377	0.025292	-0.001498	0.005241	-0.005278	0.004419
2	0.004912	0.022498	-0.004456	0.007377	-0.003306	0.003597
3	0.002282	0.022663	-0.001169	0.005734	-0.006429	0.002447
4	0.003433	0.022334	0.00031	0.004748	-0.006429	0.003104
5	0.005405	0.020362	-0.002813	0.004748	-0.00873	0.003926
6	0.004912	0.019375	0.000146	0.006062	-0.00725	0.000803
7	0.00146	0.017567	-0.001498	0.00031	-0.005278	0.002118
8	0.003268	0.018225	-1.9e-05	0.005076	-0.012346	0.000474
9	0.003268	0.018225	-0.002648	0.003597	-0.00725	0.00294
10	0.003433	0.01691	-0.000841	0.004419	-0.011195	0.002282
11	0.003268	0.014116	-0.001991	-0.000841	-0.00873	0.002447
12	0.005076	0.017403	-0.001334	0.003104	-0.011195	0.00294
13	0.001789	0.01428	-0.003963	0.000146	-0.011195	0.004583
14	0.007377	0.013952	-0.005114	0.000803	-0.012346	0.005241
15	0.000146	0.016417	-0.004456	0.005405	-0.014482	0.00672
16	0.009843	0.014445	-0.002648	0.003761	-0.015633	0.003926
17	0.004419	0.014609	-0.003635	0.002118	-0.015961	0.005076
18	0.003926	0.017403	-1.9e-05	0.000967	-0.017769	0.004583
19	0.004583	0.01576	-0.000183	0.002775	-0.016948	0.005076
20	0.00409	0.012637	-0.00347	0.000967	-0.019084	0.003268
21	0.002447	0.015595	0.000146	0.000146	-0.018591	0.004748
22	0.003926	0.011979	-0.000841	-0.000347	-0.018591	0.003104
23	0.002447	0.010993	0.00031	0.00031	-0.018591	-0.007908
24	0.003268	0.010664	-0.004128	-0.004128	-0.018591	-0.001498
25	0.003433	0.002118	-0.00232	0.000803	-0.018098	-0.006264
26	0.003268	0.00294	-0.002484	-0.002648	-0.016619	-0.002977
27	0.006556	-0.000676	-0.001827	-0.000512	-0.022207	-0.003306
28	0.002447	-0.0061	-0.005443	-0.003142	-0.020235	-0.007086
29	0.004419	-0.000183	-0.000183	-0.000676	-0.022207	-0.005771
30	0.002118	-0.00232	-0.004949	-0.000347	-0.01892	-0.006264
31	0.005405	-0.000183	-0.003635	0.000639	-0.022371	-0.006757
32	0.000967	0.00031	-0.004621	-0.000512	-0.020563	-0.007908
33	0.003761	0.00294	-0.003799	-0.002484	-0.021385	-0.011688
34	0.002611	-0.000512	-0.003963	-0.001991	-0.019742	-0.012346
35	0.004419	-0.000183	-0.004621	-0.00232	-0.022536	-0.011852
36	0.002282	-0.000676	-0.004785	-0.002155	-0.023357	-0.00988
37	0.003268	0.002282	-0.002813	-0.001005	-0.022207	-0.012181
38	0.007542	-0.001827	-0.001662	-0.00232	-0.021221	-0.010538
39	0.002775	-0.001991	-0.002813	-0.004292	-0.02155	-0.013332
40	0.002775	0.000639	-0.000676	-0.002977	-0.021714	-0.013825
41	0.001132	-0.000841	-0.000676	-0.004621	-0.009551	-0.014153
42	0.004255	-0.001498	-0.004456	-0.003142	0.000803	-0.014647
43	-0.000183	-0.000512	-0.002155	-0.006429	0.000803	-0.015961
44	0.003104	-1.9e-05	-0.000841	-0.005607	0.001132	-0.017112
45	-0.000841	-0.002977	-0.005114	-0.004621	0.00409	-0.015961
46	0.002611	-0.001334	-0.00347	-0.006757	-1.9e-05	-0.018098
47	-0.000676	-0.004292	-0.004128	-0.0061	0.00935	-0.015633
48	0.003761	-0.001334	-0.001005	-0.004128	-0.003142	-0.017934
49	0.003761	-0.002813	-0.000347	-0.005114	0.000967	-0.018591
50	0.002118	-0.001662	-0.000512	-0.004785	0.0105	-0.016948
51	0.003104	-0.001005	0.000146	-0.005607	0.013459	-0.014318
52	-0.001662	0.001789	-0.004785	-0.002648	0.004583	-0.015468
53	0.00031	0.002611	-0.002813	-0.005114	0.00787	-0.012839
54	0.001789	0.005569	0.003268	-0.005607	0.010664	-0.012017
55	-0.00232	0.003433	0.000967	-0.00725	0.010664	-0.012674
56	-0.0061	0.002118	-0.000676	-0.008237	0.013623	-0.006593
57	-0.002813	0.006227	0.001789	-0.002484	0.00031	-0.005443
58	-0.005607	0.004419	-0.001827	-0.010866	0.000146	-0.003142
59	-0.004456	0.004419	-0.000841	-0.0061	-0.001169	-0.002813
60	-0.009551	0.000803	-0.001662	-0.004949	0.004912	-0.004292
61	-0.00725	0.002447	-0.000183	-0.005114	0.005405	0.000474
62	-0.005114	0.003104	-0.001827	-0.006429	-0.003963	-0.001498
63	-0.004292	0.008035	-0.001991	-0.005278	-0.004292	-0.007086
64	-0.006264	0.010829	-0.003963	-0.004128	-0.000183	0.00031
65	-0.004785	0.010664	-0.003142	-0.006757	0.004748	-0.004456
66	-0.005278	0.012965	-0.003635	-0.003142	0.00146	-0.001827
67	-0.005936	0.015595	-0.001662	-0.00232	0.012308	-1.9e-05
68	-0.005771	0.017403	-1.9e-05	-0.002648	-1.9e-05	0.002611
69	-0.006922	0.021019	-0.001498	-0.007744	0.002447	0.000474
70	-0.008565	0.02069	-0.002648	-0.006757	-0.000676	0.002282
71	-0.005443	0.020362	-0.002484	-0.004621	0.005898	0.001625
72	-0.01251	0.022334	0.000146	-0.003963	0.004255	0.002611
73	-0.011688	0.026114	-0.001827	-0.005771	0.003761	0.003104
74	-0.009716	0.022827	-0.000512	-0.004292	0.00672	0.001954
75	-0.01251	0.019211	-0.001827	-0.007744	0.012308	0.001954
76	-0.009551	0.01954	-1.9e-05	-0.003635	0.012637	0.002447
77	-0.01251	0.016746	-0.003799	-0.005771	0.016088	0.00672
78	-0.01251	0.021348	-0.003963	-0.006593	0.014609	0.002611
79	-0.012839	0.000474	-0.005443	-0.005443	0.017074	0.006391
80	-0.010209	0.004255	-0.005936	-0.005114	0.017074	0.00031
81	-0.00988	0.006062	-0.005443	-0.005607	0.019047	0.00146
82	-0.009716	0.009678	-0.005771	-0.006757	0.021183	0.00146
83	-0.012346	0.006556	0.000474	-0.004128	0.021512	-1.9e-05
84	-0.013003	0.011322	-0.004292	-0.001991	0.023156	-0.000347
85	-0.012017	0.000803	-0.000841	-0.000841	0.020526	0.00146
86	-0.011031	0.001789	-0.001169	-0.005114	0.025292	0.001625
87	-0.01514	0.003597	-0.002155	-0.000512	0.024964	0.002118
88	-0.01629	0.003104	-0.001991	-0.006922	0.023813	-0.001991
89	-0.013332	0.007542	-0.000676	-0.000183	0.02447	-0.000183
90	-0.012017	0.005076	0.00031	-0.002648	0.02447	0.001625
91	-0.015468	0.005898	0.002118	-0.003142	0.022005	-0.003306
92	-0.013825	-0.001005	-0.001169	-0.004292	0.021348	-0.002155
93	-0.013167	0.000146	-1.9e-05	-0.001827	0.020526	-0.004785
94	-0.01514	0.000639	-0.001169	-0.00232	0.023649	-0.002977
95	-0.013332	0.002282	-0.003963	-1.9e-05	0.021183	-0.006429
96	-0.014975	-0.000512	-0.002648	-0.001498	0.020855	-0.002977
97	-0.012674	0.002118	-0.001991	0.001132	0.022663	-0.005278
98	-0.013989	-0.002484	-0.002648	0.001789	0.01954	-0.001827
99	-0.010045	-0.001498	-0.002484	0.002118	0.016746	-0.002813
100	-0.014318	0.001296	-0.002155	0.00409	0.02069	-0.002648
