Ladekurvenmessung

Zeit: 2018_05_03 14.52.24

Info: SHC320, v = 0.428, T = 40, F = 20, h = 390.0

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12
104	0.001789	-0.001334	-0.004621	0.002282	0.002775	-1.9e-05	-0.001005	0.003597	-0.001827	0.000803	-0.002813	-0.00232
105	-0.000183	0.001954	0.00031	-0.001827	0.003268	-0.001334	-0.002155	-0.003635	-0.003306	0.004255	-0.001827	-1.9e-05
106	0.002611	0.00146	-1.9e-05	0.001625	0.002447	0.005405	0.00031	0.000474	-0.001662	-0.001005	-0.001334	-0.001498
107	0.001789	-0.001662	0.00031	-0.001991	0.003926	0.002611	0.000967	0.000146	0.000474	-0.002977	-1.9e-05	0.00146
108	0.00146	-0.001005	-0.000183	-0.000347	0.002611	0.001625	0.000967	-0.001334	-0.002648	0.002118	0.000967	-0.001991
109	0.00146	0.001789	-0.000183	-0.001827	-0.000347	0.001789	0.005405	-0.000676	-0.000183	-0.000841	-0.001498	0.000639
110	-0.004621	-0.000676	-0.000512	0.001296	0.00409	0.003926	0.002447	0.001625	-0.000183	-0.001991	0.001296	0.001625
111	0.001132	0.000967	-0.000183	-0.001169	0.003433	0.004748	-0.001169	-0.000841	0.001954	0.000146	-0.001005	0.002611
112	0.004419	0.001954	-1.9e-05	0.003104	0.004419	0.000803	0.005241	-1.9e-05	-0.001662	0.000474	-0.002155	-1.9e-05
113	0.004419	-0.001662	0.00031	-0.000512	-0.000512	0.003761	0.005898	-0.002648	0.001296	0.00146	-0.002977	0.001296
114	0.002447	-0.00232	0.000639	0.002118	0.002118	0.000803	0.002282	-0.001334	-0.001498	0.00031	-0.001662	0.002118
