Ladekurvenmessung

Zeit: 2018_05_03 11.48.09

Info: FVA3, v = 0.1, T = 60, F = 20, h = 81.6

Ladewiderstand[Ohm]: 1012700

Störkapazität[pF]: 0.000000

Entladezeit[ms]: 200

Abtastrate[Hz]: 250000

Anzahl der Messwerte: 2500.000000

Verzögerung[ms]: 3

Ladespannung[V]: 0.200000


	Kurve_1	Kurve_2
0	0.003104	-0.000183
1	0.003926	0.000474
2	0.005898	0.000803
3	0.007706	-0.000512
4	0.007049	0.000803
5	0.001789	-0.000512
6	0.003104	-0.000183
7	0.003597	-0.00232
8	0.005241	0.000474
9	0.001789	-0.000676
10	0.003104	-0.000183
11	0.004255	0.000146
12	0.005241	0.00031
13	0.005734	0.000146
14	0.005405	-1.9e-05
15	0.004583	-0.000347
16	0.003433	-0.000512
17	0.003597	-0.000347
18	0.003761	-0.000512
19	0.007049	0.000146
20	-0.000347	-1.9e-05
21	0.00409	0.000146
22	0.003433	-0.000347
23	0.004255	0.000146
24	0.002118	-0.000512
25	0.003268	-0.000347
26	0.002611	-0.000512
27	0.002611	-0.001005
28	0.004419	-0.000347
29	0.002447	-0.001334
30	0.00409	-0.000347
31	0.002611	-1.9e-05
32	0.005076	0.000474
33	0.005076	0.000474
34	0.005241	0.000474
35	0.00031	0.000146
36	0.007706	-1.9e-05
37	0.002282	-0.000347
38	0.005734	-0.000347
39	0.001954	-0.000841
40	0.003597	0.003597
41	0.002447	-0.000347
42	0.002118	-0.000347
43	0.003433	0.000146
44	0.00294	0.000146
45	0.003433	-0.000183
46	0.003268	0.00031
47	0.004583	-0.000183
48	-0.000183	-0.000676
49	0.003597	-0.000183
50	-0.000676	-0.000676
51	0.00031	-0.002155
52	0.001625	-0.000347
53	0.000146	0.00031
54	-0.000347	0.000146
55	0.003433	0.000474
56	-0.001827	0.000474
57	-0.002648	0.00031
58	0.00146	-0.000183
59	-0.001827	-0.000347
60	-1.9e-05	-0.000676
61	0.001954	-0.000676
62	0.003926	-0.000676
63	0.001132	-0.000512
64	0.002447	0.000146
65	0.002118	0.000146
66	0.002611	-0.000183
67	0.000146	0.00031
68	0.003268	-0.000183
69	0.002775	-0.000183
70	0.002447	0.000146
71	0.001789	-0.000347
72	0.002447	-0.000183
73	0.00146	-0.000676
74	0.001132	-0.000676
75	0.001132	-0.000183
76	0.003597	-1.9e-05
77	0.000967	0.000146
78	0.003104	0.000474
79	0.000803	0.000146
80	0.002611	-0.000347
81	0.003597	-0.000347
82	0.002611	-0.000183
83	0.004748	-0.000512
84	0.00294	-0.000512
85	0.003104	-0.000183
86	0.005241	-0.000183
87	0.007049	0.000474
88	0.004583	0.000146
89	0.004255	0.00031
90	0.002447	-0.000183
91	0.005405	-0.000183
92	0.001789	-0.000512
93	0.002775	-0.000512
94	0.002447	-0.000676
95	0.003597	-0.000841
96	0.005076	-1.9e-05
97	0.002447	-1.9e-05
98	0.005734	0.000146
99	0.003268	0.000146
100	0.005734	0.000474
101	0.003268	0.000639
102	0.003433	0.000639
103	0.001789	-0.000512
104	0.001132	-0.000183
105	0.001132	-0.000512
106	0.003104	-0.000512
107	0.000474	-0.000183
108	0.002118	0.000146
109	-0.000676	0.000146
110	-0.001334	0.000146
111	0.002775	0.00031
112	0.004748	-1.9e-05
113	0.005076	0.000474
114	-0.000512	-0.000512
115	0.003597	-0.000512
116	0.000803	-0.001005
117	0.003104	-0.000183
118	0.003104	-0.000183
119	0.002118	0.000146
120	0.003926	-1.9e-05
121	0.003926	0.000146
122	0.002282	0.00031
123	0.004255	0.00031
124	-0.005443	0.000146
125	0.002447	-0.000183
126	0.005076	-0.000841
127	0.00146	-0.000512
128	0.004419	-0.000512
129	0.003104	-0.000676
130	0.002282	-1.9e-05
131	0.003104	0.000146
132	0.006391	0.00031
133	0.00294	0.00031
134	0.007049	-0.000183
135	0.004748	-0.000347
136	0.007049	-0.000183
137	0.004419	-0.000347
138	0.003268	-0.000512
139	0.001296	-0.000347
140	0.003268	0.000146
141	-0.000183	-1.9e-05
142	0.002282	0.00031
143	0.003597	-1.9e-05
144	0.000146	0.000146
145	0.003268	0.000146
146	0.004583	-1.9e-05
147	0.003268	-0.000183
148	0.00294	-0.000512
149	0.005405	-0.000512
150	0.005076	-0.000347
151	0.005241	-0.000676
152	0.003104	-1.9e-05
153	0.005734	0.00031
154	0.003268	0.000146
155	0.003597	0.00031
156	0.004419	0.000474
157	0.002775	0.000146
158	0.001625	-0.000183
159	0.001954	-0.000676
160	0.003433	-0.000512
161	0.001625	-0.000676
162	0.002447	-0.000841
163	0.00409	-0.000347
164	0.00294	0.000146
165	0.00409	0.00031
166	0.004748	0.000146
167	0.003268	0.000146
168	0.003433	-0.000183
169	0.005405	-0.000347
170	0.004255	-0.000183
171	0.000967	-0.000183
172	0.004255	-0.000347
173	0.00294	-1.9e-05
174	0.003597	0.000146
175	0.005734	0.000146
176	0.005405	0.000146
177	0.004748	0.000146
178	0.002611	-1.9e-05
179	0.005405	0.000146
180	0.005241	-0.000512
181	0.003104	-0.000183
182	0.003104	-0.000676
183	0.005076	-0.000512
184	0.003104	-0.001005
185	0.007049	-0.000183
186	0.005241	0.00031
187	0.003268	0.00031
188	0.003926	-1.9e-05
189	0.002118	0.000474
190	0.003597	0.000639
191	0.002775	-0.000676
192	0.000967	-0.000183
193	0.002447	-0.000512
194	0.004255	-0.000347
195	0.000639	-0.000841
196	0.005734	-1.9e-05
197	0.000967	-0.000183
198	-0.001498	0.000146
199	0.000146	0.000146
200	-0.000512	0.000639
201	-0.000347	-1.9e-05
202	0.001625	-0.000347
203	-0.000183	-0.000512
204	0.001132	-0.000512
205	0.000146	-0.000512
206	-0.001498	-0.000841
207	0.000146	-0.000183
208	0.000639	0.00031
209	0.000146	0.000146
210	0.001954	0.000474
211	0.002775	-1.9e-05
212	0.001132	0.000474
213	0.005241	-1.9e-05
214	0.001296	-0.000183
215	0.002447	-0.000347
216	0.002775	-0.001334
217	0.003104	0.000474
218	0.003104	-1.9e-05
219	0.003926	0.000146
220	0.007049	0.00031
221	0.005241	0.000639
222	0.004748	0.000146
223	0.003597	-1.9e-05
224	0.005241	-0.000183
225	0.000474	-0.000512
226	0.005241	-0.000183
227	0.007542	-0.000183
228	0.005076	-0.000841
229	0.003104	-0.000676
230	0.004583	-1.9e-05
231	0.003761	-0.000183
232	0.003433	0.00031
233	0.004748	-0.000841
234	0.004419	0.000639
235	0.005241	-1.9e-05
236	0.005076	-0.000512
237	0.004748	-0.000347
238	0.004255	-0.000512
239	0.004419	-0.000347
240	0.002447	-0.000183
241	0.004583	0.000146
242	0.003104	0.000146
243	0.005076	0.000474
244	0.000967	0.00031
245	0.005569	0.000146
246	0.006391	-0.000183
247	0.003926	-0.000183
248	0.001296	-0.000183
249	0.00294	-0.000347
250	0.005076	-0.001498
251	0.004748	-0.000347
252	0.006062	0.000146
253	0.004583	0.000474
254	0.002611	0.000146
255	0.006227	0.000474
256	0.004419	0.000146
257	0.002282	-1.9e-05
258	0.004583	-0.000183
259	0.003926	-0.000512
260	0.001625	0.000146
261	0.002118	-0.000512
262	0.004748	-0.000347
263	0.001789	-0.000183
264	0.006227	0.00031
265	0.003268	-1.9e-05
266	0.003926	0.000474
267	0.003433	-0.000183
268	0.005898	0.000967
269	0.003433	-0.000676
270	0.005405	-0.000676
271	0.005076	-0.000512
272	0.004255	-0.000512
273	0.005734	0.00031
274	0.002775	0.000474
275	0.005405	0.00031
276	0.00031	0.00031
277	0.002775	0.000474
278	0.003761	0.00031
279	0.007377	0.00031
280	0.000967	-0.000183
281	0.002447	-0.000512
282	0.000474	-0.000676
283	0.004748	-0.000676
284	0.003433	-0.000676
285	0.00294	-1.9e-05
286	0.004419	-1.9e-05
287	0.004912	0.000146
288	0.003268	-1.9e-05
289	0.007213	-1.9e-05
290	0.005898	0.000474
291	0.004255	-0.000512
292	0.005569	-0.000347
293	0.002282	-0.001005
294	0.004419	0.000146
295	0.002447	-1.9e-05
296	0.004583	0.00031
297	0.003104	0.000146
298	0.003104	0.00031
299	0.003104	0.000639
300	0.001625	0.000146
301	0.00031	-1.9e-05
302	0.001296	0.000146
303	0.004748	-0.000676
304	0.003433	-0.001005
305	0.003926	-0.001005
306	0.002118	-1.9e-05
307	0.005898	0.000146
308	0.001296	0.000146
309	0.000803	0.00031
310	-0.001005	-0.000347
311	0.003926	0.000639
312	0.000803	-0.000347
313	0.002775	-1.9e-05
314	0.002775	-0.000676
315	0.003926	-0.000347
316	0.002611	-0.000676
317	0.002447	-0.000676
318	0.002775	-0.000841
319	0.003104	-1.9e-05
320	0.005076	-1.9e-05
321	0.005076	0.000474
322	0.004255	0.00031
323	0.004255	-0.000347
324	0.005076	-1.9e-05
325	0.001954	-0.000512
326	0.001132	-0.000512
327	-0.002484	-0.000347
328	-0.000183	0.000146
329	-0.000347	-0.000183
330	-0.000512	0.000474
331	-0.001498	-0.000347
332	0.000474	0.000474
333	-0.000841	0.000146
334	-0.000347	-1.9e-05
335	0.000803	-0.000512
336	0.000146	-0.000676
337	-1.9e-05	-0.000512
338	0.00146	-0.001169
339	0.001789	-0.000676
340	0.002775	-0.000347
341	0.000639	0.000474
342	-0.000841	-0.000183
343	0.002447	0.000146
344	-0.000512	0.000146
345	0.001625	-1.9e-05
346	0.004748	-1.9e-05
347	-0.000512	-0.000183
348	0.002118	-0.000183
349	0.000967	-0.000512
350	-0.001827	-0.001169
351	-0.001498	-1.9e-05
352	0.001625	0.000146
353	-0.001662	-1.9e-05
354	0.001789	-0.000183
355	-0.002813	0.00031
356	-0.001169	-1.9e-05
357	0.000639	-0.000183
