Frequency,Z,?°
200 kHz,268.38 m?,88.5602 °
300 kHz,402.615 m?,88.697 °
400 kHz,536.681 m?,88.4454 °
500 kHz,660.605 m?,88.1678 °
600 kHz,788.562 m?,88.264 °
700 kHz,915.859 m?,88.3972 °
800 kHz,1.0258 ?,88.4495 °
900 kHz,1.1451 ?,88.2938 °
