Oil	Temp	Load	Pressung	Speed	Film	Cap
SHC320	80	20	508934359.4004964	0.1	7.098565054334493e-08	1.7858231977203365e-11
SHC320	80	20	508934359.4004964	0.12	8.020879680008202e-08	1.580472797286057e-11
SHC320	80	20	508934359.4004964	0.144	9.063030393992774e-08	1.3987354773696861e-11
SHC320	80	20	508934359.4004964	0.17279999999999998	1.02405874666297e-07	1.2378959884739443e-11
SHC320	80	20	508934359.4004964	0.20735999999999996	1.1571144209248571e-07	1.0955513054988264e-11
SHC320	80	20	508934359.4004964	0.24883199999999994	1.3074579827332115e-07	9.695747253045125e-12
SHC320	80	20	508934359.4004964	0.29859839999999993	1.4773356426121403e-07	8.58084092667195e-12
SHC320	80	20	508934359.4004964	0.3583180799999999	1.6692854606078549e-07	7.594136799071697e-12
SHC320	80	20	508934359.4004964	0.4299816959999999	1.8861752662176517e-07	6.7208930005631e-12
SHC320	80	20	508934359.4004964	0.5159780352	2.1312455052449445e-07	5.948062817427742e-12
SHC320	80	20	508934359.4004964	0.6191736422399999	2.408157653734518e-07	5.264099767263403e-12
SHC320	80	20	508934359.4004964	0.743008370688	2.7210489223172023e-07	4.658785088568753e-12
SHC320	80	20	508934359.4004964	0.8916100448256	3.074594068275174e-07	4.123075067164572e-12
SHC320	80	20	508934359.4004964	1.06993205379072	3.4740752388320716e-07	3.648965918429328e-12
SHC320	80	20	508934359.4004964	1.2839184645488642	3.925460889162793e-07	3.2293742066198784e-12
SHC320	80	20	508934359.4004964	1.5407021574586368	4.4354949541988285e-07	2.858031014680126e-12
SHC320	80	20	508934359.4004964	1.8488425889503644	5.011797606501992e-07	2.5293882833798782e-12
SHC320	80	20	508934359.4004964	2.218611106740437	5.662979105581268e-07	2.2385359204422263e-12
