Oil	Temp	Load	Pressung	Speed	Film	Cap
SHC320	40	20	508934359.4004964	0.1	2.1138047557042106e-07	5.9971395704113684e-12
SHC320	40	20	508934359.4004964	0.12	2.388450832352362e-07	5.3075332231445676e-12
SHC320	40	20	508934359.4004964	0.144	2.6987815989959677e-07	4.6972241656285276e-12
SHC320	40	20	508934359.4004964	0.17279999999999998	3.0494335576947424e-07	4.157094065082904e-12
SHC320	40	20	508934359.4004964	0.20735999999999996	3.4456456299592195e-07	3.6790730986191086e-12
SHC320	40	20	508934359.4004964	0.24883199999999994	3.893337428946056e-07	3.2560193859151633e-12
SHC320	40	20	508934359.4004964	0.29859839999999993	4.399197701538357e-07	2.8816122858321438e-12
SHC320	40	20	508934359.4004964	0.3583180799999999	4.970784261681445e-07	2.5502579627685026e-12
SHC320	40	20	508934359.4004964	0.4299816959999999	5.616636908029744e-07	2.2570058118647975e-12
SHC320	40	20	508934359.4004964	0.5159780352	6.346405012952786e-07	1.997474494408188e-12
SHC320	40	20	508934359.4004964	0.6191736422399999	7.170991689146046e-07	1.7677864783674105e-12
SHC320	40	20	508934359.4004964	0.743008370688	8.102716687770305e-07	1.564510106059976e-12
SHC320	40	20	508934359.4004964	0.8916100448256	9.155500461901912e-07	1.3846083234126181e-12
SHC320	40	20	508934359.4004964	1.06993205379072	1.0345072145297045e-06	1.2253933048036236e-12
SHC320	40	20	508934359.4004964	1.2839184645488642	1.1689204553780225e-06	1.0844862955587389e-12
SHC320	40	20	508934359.4004964	1.5407021574586368	1.3207979720299286e-06	9.597820721267891e-13
SHC320	40	20	508934359.4004964	1.8488425889503644	1.4924088930877745e-06	8.494174889516613e-13
SHC320	40	20	508934359.4004964	2.218611106740437	1.6863171744156847e-06	7.517436421146579e-13
