Oil	Temp	Load	Pressung	Speed	Film	Cap
FVA3	40	20	508934359.4004964	0.1	9.391003314445525e-08	1.1499027296426156e-14
FVA3	40	20	508934359.4004964	0.12	1.0611173819380824e-07	1.0176763220710186e-14
FVA3	40	20	508934359.4004964	0.144	1.1989880745959584e-07	9.006545247752175e-15
FVA3	40	20	508934359.4004964	0.17279999999999998	1.3547722688301114e-07	7.970889716165221e-15
FVA3	40	20	508934359.4004964	0.20735999999999996	1.530797461025284e-07	7.0543233969901375e-15
FVA3	40	20	508934359.4004964	0.24883199999999994	1.7296935585380745e-07	6.243152315656874e-15
FVA3	40	20	508934359.4004964	0.29859839999999993	1.954432171872208e-07	5.525257156926213e-15
FVA3	40	20	508934359.4004964	0.3583180799999999	2.2083710120754515e-07	4.889912196055763e-15
FVA3	40	20	508934359.4004964	0.4299816959999999	2.4953040566782245e-07	4.327625050928326e-15
FVA3	40	20	508934359.4004964	0.5159780352	2.819518233678964e-07	3.829994860956564e-15
FVA3	40	20	508934359.4004964	0.6191736422399999	3.1858574704642797e-07	3.3895867738835292e-15
FVA3	40	20	508934359.4004964	0.743008370688	3.5997950645878754e-07	2.9998208652469665e-15
FVA3	40	20	508934359.4004964	0.8916100448256	4.067515457665082e-07	2.6548738309067603e-15
FVA3	40	20	508934359.4004964	1.06993205379072	4.596006634127239e-07	2.3495919838711006e-15
FVA3	40	20	508934359.4004964	1.2839184645488642	5.193164525321119e-07	2.079414255548936e-15
FVA3	40	20	508934359.4004964	1.5407021574586368	5.867910978804539e-07	1.8403040510276744e-15
FVA3	40	20	508934359.4004964	1.8488425889503644	6.630327055360473e-07	1.6286889402587186e-15
FVA3	40	20	508934359.4004964	2.218611106740437	7.491803645255921e-07	1.441407284105999e-15
