Oil	Temp	Load	Pressung	Speed	Film	Cap
FVA3	80	40	1043379956.2090447	0.02218611106740437	1.005943478912753e-08	1.0472462102482633e-13
FVA3	40	20	828131220.0443854	0.026623333280885245	3.668473848445411e-08	1.8090488145845424e-14
FVA3	60	20	828131220.0443854	0.026623333280885245	1.8793006547117192e-08	3.531339304451305e-14
FVA3	80	20	828131220.0443854	0.026623333280885245	1.1906771635339972e-08	5.573675610916406e-14
FVA3	40	30	947973602.2878757	0.026623333280885245	3.570156985040456e-08	2.4358053100150673e-14
FVA3	60	30	947973602.2878757	0.026623333280885245	1.8289344933597898e-08	4.754794320584887e-14
FVA3	80	30	947973602.2878757	0.026623333280885245	1.1587664429229783e-08	7.504711061370416e-14
FVA3	40	40	1043379956.2090447	0.026623333280885245	3.502002225547988e-08	3.0081948216080556e-14
FVA3	60	40	1043379956.2090447	0.026623333280885245	1.7940198968743354e-08	5.872122699702288e-14
FVA3	80	40	1043379956.2090447	0.026623333280885245	1.1366454413658259e-08	9.268241948425482e-14
FVA3	40	20	828131220.0443854	0.031947999937062294	4.1451176572186666e-08	1.601027718792802e-14
FVA3	60	20	828131220.0443854	0.031947999937062294	2.1234776773369347e-08	3.125273384172031e-14
FVA3	80	20	828131220.0443854	0.031947999937062294	1.345381523355639e-08	4.932763050225332e-14
FVA3	40	30	947973602.2878757	0.031947999937062294	4.034026510507907e-08	2.155713979344678e-14
FVA3	60	30	947973602.2878757	0.031947999937062294	2.066567454347427e-08	4.208044273345523e-14
FVA3	80	30	947973602.2878757	0.031947999937062294	1.30932465149996e-08	6.641750257880324e-14
FVA3	40	40	1043379956.2090447	0.031947999937062294	3.9570164216625304e-08	2.6622848726332082e-14
FVA3	60	40	1043379956.2090447	0.031947999937062294	2.027116413842435e-08	5.196891943756019e-14
FVA3	80	40	1043379956.2090447	0.031947999937062294	1.2843294742305975e-08	8.202494119715163e-14
