Ladekurvenmessung
Zeit: 2018_05_23 14.35.10
Info: T40, F20N, 0.5
Ladewiderstand[Ohm]: 10000000
Strkapazitt[pF]: 100.000000
Entladezeit[ms]: 100
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 3000.000000
Verzgerung[ms]: 1
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12	Kurve_13	Kurve_14	Kurve_15	Kurve_16	Kurve_17	Kurve_18	Kurve_19	Kurve_20	Kurve_21	Kurve_22	Kurve_23	Kurve_24	Kurve_25	Kurve_26	Kurve_27	Kurve_28	Kurve_29	Kurve_30	Kurve_31	Kurve_32	Kurve_33	Kurve_34	Kurve_35	Kurve_36	Kurve_37	Kurve_38	Kurve_39	Kurve_40	Kurve_41	Kurve_42	Kurve_43	Kurve_44	Kurve_45	Kurve_46	Kurve_47	Kurve_48	Kurve_49	Kurve_50	Kurve_51	Kurve_52	Kurve_53	Kurve_54	Kurve_55	Kurve_56	Kurve_57	Kurve_58	Kurve_59	Kurve_60	Kurve_61	Kurve_62	Kurve_63	Kurve_64	Kurve_65	Kurve_66	Kurve_67	Kurve_68	Kurve_69	Kurve_70	Kurve_71	Kurve_72	Kurve_73	Kurve_74	Kurve_75	Kurve_76	Kurve_77	Kurve_78	Kurve_79	Kurve_80	Kurve_81	Kurve_82	Kurve_83	Kurve_84	Kurve_85	Kurve_86	Kurve_87	Kurve_88	Kurve_89	Kurve_90	Kurve_91	Kurve_92	Kurve_93	Kurve_94	Kurve_95	Kurve_96	Kurve_97	Kurve_98	Kurve_99	Kurve_100
0	0.05011	0.003433	-0.006593	0.000146	-0.012346	-0.003306	0.012965	0.011486	-0.007415	0.002775	-0.001498	-0.001662	-0.007579	-0.002484	-0.001169	-0.044395	-0.004785	-0.019577	0.037126	-0.007744	0.000474	0.000639	0.001296	0.00031	-0.004128	-0.005114	0.000967	-0.003799	-0.015304	-0.002977	-0.000841	-1.9e-05	0.001132	-0.005114	-0.000183	0.004912	-0.003306	-0.007744	-0.000347	-0.003306	-0.016619	-0.005114	-0.003142	-0.000183	-0.001334	-0.014318	-0.014811	-0.010045	-0.008072	-0.026645	-0.008401	-0.013989	-0.016948	-0.002813	-0.003306	-0.016948	-0.011359	-0.009387	0.00031	-0.006757	-0.006593	-1.9e-05	0.00031	0.009514	0.002611	0.000474	-0.002648	-0.000841	0.000803	-0.009223	-0.007086	-0.004621	-0.009387	-0.00873	-0.014482	-0.000676	-0.060666	-0.004621	-0.004456	-0.033383	0.004583	-0.002813	0.00031	-0.002813	0.002775	-0.002977	0.001954	-0.002484	-0.000676	-0.02155	0.001132	-0.001662	-0.076445	-0.007579	-0.012346	0.00031	0.010664	-1.9e-05	-0.018591	-0.00988
1	0.050603	0.004912	-0.004949	0.00031	-0.010538	-0.001169	0.01428	0.013294	-0.005771	0.001625	-0.001005	-0.001005	-0.004949	0.000967	0.003597	-0.043409	-0.004621	-0.017934	0.04107	-0.007086	0.000803	0.001625	0.001296	0.000967	-0.003142	-0.004785	-0.000347	-0.005114	-0.015468	-0.001662	-0.000347	0.000639	-0.000841	-0.002977	-1.9e-05	0.007542	-0.002977	-0.005771	-1.9e-05	-0.002155	-0.013496	-0.003142	-0.001991	-0.000183	0.00146	-0.00988	-0.013167	-0.008565	-0.007908	-0.024837	-0.009058	-0.012017	-0.014811	-1.9e-05	-0.000841	-0.012674	-0.010702	-0.006429	0.000474	-0.006593	-0.007086	0.000146	0.00031	0.010336	0.003104	0.000474	0.00031	-0.00232	0.00031	-0.008072	-0.004949	-0.004456	-0.008072	-0.007086	-0.010538	0.002775	-0.063296	-0.002813	-0.002648	-0.032068	0.004583	-0.001005	0.000639	-0.000512	0.003926	-0.000512	-0.001169	-0.000512	0.001132	-0.020235	0.00294	0.002447	-0.075787	-0.008237	-0.009716	0.000474	0.011815	0.002118	-0.017769	-0.007744
2	0.050932	0.003926	-0.005443	0.000639	-0.009223	-0.002484	0.015924	0.011979	-0.00873	0.001789	-0.001169	0.00031	-0.006264	-0.002484	0.002611	-0.04193	-0.004456	-0.018427	0.040742	-0.006429	-0.000183	0.001296	0.003104	0.000803	-0.002484	-0.003142	0.00146	-0.004785	-0.009716	-1.9e-05	0.000146	-0.000841	-1.9e-05	-0.002648	0.000474	0.005898	-0.000347	-0.006593	0.000146	-0.003142	-0.01629	-0.003635	-0.001334	0.00031	0.001954	-0.013332	-0.013989	-0.00725	-0.007908	-0.025001	-0.010045	-0.013496	-0.018427	-0.003799	-0.000512	-0.014647	-0.010538	-0.009058	0.000474	-0.006429	-0.006429	0.000474	0.000474	0.011815	0.002447	0.000639	-1.9e-05	-0.001169	-1.9e-05	-0.008237	-0.006922	-0.004785	-0.006757	-0.005278	-0.010538	0.00146	-0.058694	-0.000841	-0.001005	-0.031082	0.002447	-0.001334	0.001132	-0.006593	0.002775	-0.001005	0.000146	-0.000347	0.001296	-0.018427	0.003268	0.002775	-0.075459	-0.005607	-0.010538	-1.9e-05	0.010993	0.000803	-0.018262	-0.010702
3	0.049781	0.00294	-0.004456	0.000474	-0.011195	-0.00232	0.013459	0.014938	-0.013496	0.002118	-0.000841	-0.001334	-0.005114	-0.000841	0.004255	-0.041437	-0.004949	-0.02155	0.042714	-0.005278	-0.000347	0.002282	0.005569	0.00031	-0.00232	-0.003799	0.000967	-0.006429	-0.008401	-0.002484	0.00031	-0.001334	-0.001334	-0.002977	0.000146	0.006884	-0.002977	-0.007744	-0.000347	-0.001005	-0.014647	0.000803	-0.002155	-0.001334	0.001296	-0.01251	-0.013496	-0.00873	-0.007744	-0.023851	-0.011524	-0.01251	-0.016454	-0.001498	-0.001334	-0.013989	-0.00873	-0.008401	0.000474	-0.007744	-0.005443	0.000474	0.00031	0.010993	0.002611	0.00031	0.000967	-0.003306	0.00031	-0.010209	-0.005278	-0.003799	-0.010373	-0.006757	-0.008894	0.001954	-0.060338	-0.002155	-0.001498	-0.032726	0.005405	-0.000347	0.001132	-1.9e-05	0.00146	0.000146	-0.002977	-1.9e-05	0.000474	-0.019249	0.003104	0.001789	-0.062967	-0.006264	-0.011524	-0.000347	0.012637	0.001625	-0.016948	-0.010045
4	0.052082	0.002282	-0.005607	0.00031	-0.010045	-0.004621	0.012472	0.011651	-0.017276	0.002118	0.00031	-0.001827	-0.007579	-0.001827	0.002447	-0.044395	-0.004785	-0.015797	0.040742	-0.005936	0.000146	0.00146	0.001789	-0.000347	-0.002155	-0.006593	-0.000676	-0.003799	-0.008072	-0.000183	0.000639	-0.002155	-0.000512	-0.000347	0.000474	0.007213	-0.002813	-0.008565	-0.000183	-0.003635	-0.016454	-0.00232	-0.000183	-0.001334	-0.000183	-0.013003	-0.012674	-0.006593	-0.007415	-0.028781	-0.016454	-0.013825	-0.010702	-0.002648	0.001296	-0.012674	-0.0061	-0.009058	0.000474	-0.00725	-0.004621	0.000639	0.00031	0.010171	0.003597	-0.000347	-0.000841	-0.003142	0.00031	-0.008894	-0.0061	0.001296	-0.007579	-0.0061	-0.011031	-0.00347	-0.059187	-0.000347	-0.001169	-0.033219	0.001132	-0.002813	-0.001498	-0.001827	0.003597	0.000474	-0.001334	-1.9e-05	0.000474	-0.015961	0.00294	0.000967	-0.029603	-0.00347	-0.010045	-0.000512	0.010993	0.00146	-0.018427	-0.010209
5	0.051589	0.002611	-0.006922	0.00031	-0.010373	-0.001827	0.013623	0.012965	-0.014975	0.000803	-0.001169	-0.001662	-0.002648	-0.001169	0.002611	-0.04193	-0.001991	-0.018262	0.040577	-0.0061	-1.9e-05	0.00146	0.000803	-1.9e-05	-0.001169	-0.005114	0.000639	-0.007908	-0.0061	-0.000676	0.000146	-0.00347	-0.000347	-0.001498	0.000146	0.006884	-0.004128	-0.003142	-0.000512	-0.002648	-0.016454	-0.002484	0.00146	-0.002155	-0.004128	-0.012839	-0.013167	-0.008072	-0.008401	-0.02648	-0.01514	-0.012346	-0.014647	-0.001498	-0.001005	-0.013989	-0.010866	-0.009058	0.000474	-0.0061	-0.006922	0.000474	-0.000183	0.009514	0.001789	-0.000347	0.000146	-0.006757	0.000474	-0.008401	-0.006264	0.000474	-0.009716	-0.004292	-0.00873	-0.000841	-0.059516	-0.002813	0.001954	-0.034369	0.001296	-0.000347	0.000967	-0.001991	0.002611	0.000146	-0.001498	0.000639	0.000146	-0.01892	0.003597	0.002282	-0.031082	-0.004785	-0.011195	-0.000347	0.012472	0.000639	-0.017934	-0.008565
6	0.048467	0.002447	-0.006593	-0.000183	-0.011031	-0.003799	0.014609	0.012144	-0.016619	0.001132	-0.000347	-0.000347	-0.006757	-0.001827	0.002611	-0.010866	-0.003799	-0.018427	0.041235	-0.003963	-0.000512	-1.9e-05	0.002447	-0.001005	-0.000676	-0.004128	-0.000512	-0.002813	-0.004292	0.00031	0.000474	-0.003963	-1.9e-05	-0.003963	0.00031	0.007213	-0.001334	-0.005443	-0.000347	-0.001662	-0.014482	-0.002813	-0.001662	-0.001005	0.001625	-0.013825	-0.012346	-0.007579	-0.007908	-0.026152	-0.015961	-0.01366	-0.013496	-0.002484	-0.00232	-0.016454	-0.010866	-0.009716	-0.000183	-0.007086	-0.009223	0.000146	-0.000512	0.010829	0.002775	-0.000347	-0.001169	-0.005607	-0.001005	-0.008072	-0.005607	-0.002648	-0.010702	-0.005443	-0.010702	-0.003799	-0.056558	-0.002813	-0.003142	-0.03289	0.000639	-0.001005	-0.000347	-0.001005	0.00294	0.000474	-0.001334	-0.000676	0.004419	-0.017934	0.00294	0.002282	-0.022536	-0.006593	-0.009551	-0.000512	0.011815	-0.000183	-0.017934	-0.010866
7	0.051096	0.004255	-0.007908	-0.000347	-0.010045	-0.002813	0.011486	0.014445	-0.008072	0.001789	-0.001662	0.000639	-0.005278	0.000967	0.001789	-0.00232	-0.002977	-0.017441	0.03992	-0.00347	-0.001498	0.002775	0.003597	-0.000512	-0.001334	0.000146	-0.009387	-0.006593	-0.006593	-0.000183	0.001789	-0.000512	0.001132	-0.001991	-1.9e-05	0.007706	-0.00232	-0.005771	0.000146	-0.003306	-0.016126	-0.002977	-0.001662	-0.005114	0.001132	-0.013332	-0.013332	-0.008565	-0.007908	-0.027138	-0.018427	-0.01251	-0.01629	-0.001498	-0.001827	-0.016454	-0.010045	-0.011359	-0.000183	-0.005114	-0.00725	-0.000347	-0.000512	0.0105	-1.9e-05	-0.000512	-0.002155	-0.006264	-0.001991	-0.008237	-0.008565	-0.000841	-0.00873	-0.006922	-0.010045	-0.003306	-0.060502	-0.002648	-0.001991	-0.033219	0.002118	-0.001005	0.000474	-0.000841	0.003268	0.000967	-0.000841	0.000639	0.002118	-0.019084	0.005241	0.002775	-0.011195	-0.00725	-0.012017	0.000146	0.011979	-0.000347	-0.01892	-0.009551
8	0.05274	0.003761	-0.007579	-0.000512	-0.009223	-0.001827	0.013294	0.011651	-0.006922	-0.001827	-0.000512	-1.9e-05	-0.006593	-0.000512	0.000474	-0.000512	-0.004128	-0.014647	0.040249	-0.003799	0.000146	-0.001334	0.002447	-0.001498	-0.001498	0.000146	-0.004292	-0.003799	-0.005607	0.00294	-0.000676	-0.002813	0.000639	-0.003799	-0.000347	0.006062	-0.001169	-0.006429	0.000474	-0.002648	-0.015633	-0.001991	-0.002155	-0.005443	0.000474	-0.013332	-0.01251	-0.008565	-0.008072	-0.027302	-0.022536	-0.012017	-0.018262	-0.001827	-0.003963	-0.010209	-0.010209	-0.007579	-0.000512	-0.0061	-0.009223	-0.000183	-0.000183	0.005076	0.002282	-0.000183	-0.000512	-0.004292	-0.001498	-0.008894	-0.007744	-0.000841	-0.007908	-0.005114	-0.009716	-0.004128	-0.060338	-0.004949	-0.002813	-0.03174	0.002447	-0.000183	-0.000841	-0.000841	0.003268	-0.000183	-0.001169	-0.000676	0.000967	-0.02007	0.002611	0.002611	-0.00873	-0.006264	-0.011852	0.000146	0.011322	-0.003306	-0.01892	-0.010209
9	0.049288	0.004419	-0.006429	-0.000347	-0.009551	0.000146	0.012637	0.012637	-0.010045	0.000803	-0.001498	-0.001827	-0.012674	-0.001827	0.000803	-0.000512	0.000639	-0.017112	0.041235	-0.004128	-1.9e-05	0.002118	0.005734	-0.001498	-0.004621	-1.9e-05	-0.001169	-0.005607	-0.005278	-1.9e-05	0.001132	-0.003142	0.000474	-0.003142	-0.000841	0.007377	-0.003635	-0.005607	0.000474	-0.003306	-0.015468	-0.003306	-0.002977	-0.006593	-1.9e-05	-0.012674	-0.013825	-0.007908	-0.008401	-0.025001	-0.019249	-0.013496	-0.021221	-0.003142	-0.00347	-0.010373	-0.010538	-0.009387	-0.000512	-0.006757	-0.010538	-0.000676	0.000146	0.005076	0.001789	0.000146	-0.002484	-0.000841	-0.001827	-0.008894	-0.007579	-0.004949	-0.010045	-0.006264	-0.00873	-0.003963	-0.059516	-0.004456	-0.002648	-0.031904	0.00031	-0.001662	0.001296	0.00031	0.005405	-0.001827	-0.000347	0.00031	0.001296	-0.018755	0.004583	0.002775	-0.005443	-0.00873	-0.011031	0.00031	0.012801	-0.001334	-0.016948	-0.010866
