Ladekurvenmessung
Zeit: 2018_05_23 14.52.40
Info: T40, F27N, 0.595
Ladewiderstand[Ohm]: 10000000
Strkapazitt[pF]: 100.000000
Entladezeit[ms]: 100
Abtastrate[Hz]: 250000
Anzahl der Messwerte: 3000.000000
Verzgerung[ms]: 1
Ladespannung[V]: 0.200000
	Kurve_1	Kurve_2	Kurve_3	Kurve_4	Kurve_5	Kurve_6	Kurve_7	Kurve_8	Kurve_9	Kurve_10	Kurve_11	Kurve_12	Kurve_13	Kurve_14	Kurve_15	Kurve_16	Kurve_17	Kurve_18	Kurve_19	Kurve_20	Kurve_21	Kurve_22	Kurve_23	Kurve_24	Kurve_25	Kurve_26	Kurve_27	Kurve_28	Kurve_29	Kurve_30	Kurve_31	Kurve_32	Kurve_33	Kurve_34	Kurve_35	Kurve_36	Kurve_37	Kurve_38	Kurve_39	Kurve_40	Kurve_41	Kurve_42	Kurve_43	Kurve_44	Kurve_45	Kurve_46	Kurve_47	Kurve_48	Kurve_49	Kurve_50	Kurve_51	Kurve_52	Kurve_53	Kurve_54	Kurve_55	Kurve_56	Kurve_57	Kurve_58	Kurve_59	Kurve_60	Kurve_61	Kurve_62	Kurve_63	Kurve_64	Kurve_65	Kurve_66	Kurve_67	Kurve_68	Kurve_69	Kurve_70	Kurve_71	Kurve_72	Kurve_73	Kurve_74	Kurve_75	Kurve_76	Kurve_77	Kurve_78	Kurve_79	Kurve_80	Kurve_81	Kurve_82	Kurve_83	Kurve_84	Kurve_85	Kurve_86	Kurve_87	Kurve_88	Kurve_89	Kurve_90	Kurve_91	Kurve_92	Kurve_93	Kurve_94	Kurve_95	Kurve_96	Kurve_97	Kurve_98	Kurve_99	Kurve_100
0	-0.001005	-0.0061	-0.011195	-0.037163	-0.001169	-0.009716	-0.006593	-0.00347	-0.007415	-0.008401	-0.004456	-0.000347	-0.006922	-0.018262	-0.006922	-0.01892	-0.005443	0.000474	-0.006757	-0.009551	-0.004949	-0.015468	-0.013167	-0.004785	-0.016454	-0.005771	-0.008894	-0.012181	-0.014811	-0.007579	-0.00347	-0.000512	-0.015304	-0.014153	-0.060173	-0.00347	-0.005771	-0.0061	-0.02007	-0.016948	-0.016783	-0.012839	-0.007579	-0.020563	-0.00873	-0.005771	-0.017112	0.000146	-0.024179	-0.013332	0.000639	0.000146	-0.00725	-0.015797	-0.000183	-0.005278	-0.011031	-0.014975	-0.010373	-0.015304	-0.006593	-0.011852	0.000639	-0.016126	-0.005443	-0.014482	-0.017605	-0.015304	-0.00873	-0.019084	-0.016619	-1.9e-05	-0.001005	-0.007744	-0.012017	-0.014975	-0.008401	-0.000512	-0.000347	-0.017934	-0.012346	-0.011195	-0.013167	-0.001662	-0.010209	-0.014975	-0.00873	-0.009551	-0.004949	-0.029767	-0.018591	-0.005771	-0.01366	-0.005771	-0.019249	-0.017441	-0.002813	0.001789	-0.013825	-0.006264
1	-0.000183	-0.004621	-0.012017	-0.034534	0.000474	-0.00725	-0.004785	-0.000183	-0.005607	-0.00873	-0.002813	0.001625	-0.006922	-0.019742	-0.004621	-0.018262	-0.005443	-1.9e-05	-0.003799	-0.007579	-0.003635	-0.012017	-0.010702	-0.004292	-0.016126	-0.003306	-0.004949	-0.011359	-0.014975	-0.00873	-0.004128	0.000639	-0.013332	-0.013496	-0.058037	-0.001498	-0.006429	-0.00725	-0.019577	-0.01366	-0.014647	-0.011524	-0.006264	-0.017112	-0.006922	-0.00347	-0.013003	0.000474	-0.024672	-0.012839	0.002118	0.00294	-0.005936	-0.015633	0.000803	-0.004292	-0.013496	-0.014153	-0.010045	-0.01251	-0.005771	-0.007579	0.000967	-0.01629	-0.001662	-0.014482	-0.015961	-0.014318	-0.007908	-0.020235	-0.013496	0.000474	0.000474	-0.00873	-0.009551	-0.013989	-0.005443	-0.003142	0.000146	-0.015304	-0.01366	-0.009058	-0.010045	-0.001498	-0.009058	-0.014482	-0.0061	-0.008237	-0.004292	-0.03174	-0.016948	-0.004785	-0.013003	-0.004456	-0.017112	-0.018591	-0.001334	0.00294	-0.01514	-0.005771
2	-1.9e-05	-0.003963	-0.011524	-0.034534	-0.001005	-0.010866	-0.0061	0.00031	-0.004785	-0.008237	-0.002155	0.000967	-0.006429	-0.020399	-0.006429	-0.018591	-0.004785	-0.000183	-0.006593	-0.006922	-0.005936	-0.011852	-0.011688	-0.002813	-0.015797	-0.004456	-0.007086	-0.009551	-0.014482	-0.010866	-0.002648	0.000639	-0.013003	-0.008894	-0.057708	-0.001169	-0.005278	-0.0061	-0.019577	-0.014482	-0.015633	-0.013332	-0.007908	-0.018262	-0.006757	-0.004949	-0.014811	-0.000512	-0.022864	-0.011852	0.003104	0.005898	-0.006429	-0.014318	0.00146	-0.006429	-0.009551	-0.012839	-0.008072	-0.012181	-0.004785	-0.009551	-0.003142	-0.014153	-0.001662	-0.014318	-0.015468	-0.014975	-0.006593	-0.021878	-0.015304	0.001954	0.000474	-0.005114	-0.007579	-0.01514	-0.008237	-0.000841	-0.002648	-0.016948	-0.013496	-0.007908	-0.011852	-0.000841	-0.00873	-0.013825	-0.009223	-0.006757	-0.003635	-0.021385	-0.017605	-0.004128	-0.012017	-0.003799	-0.017769	-0.017441	-0.000512	0.002118	-0.017605	-0.004621
3	0.001296	-0.001991	-0.012839	-0.034369	-0.001005	-0.00873	-0.004292	-0.000676	-0.004949	-0.005936	-0.003306	0.000474	-0.007415	-0.014482	-0.005936	-0.018098	-0.0061	0.002118	-0.008401	-0.006593	-0.000512	-0.012181	-0.010866	-0.002813	-0.014647	-0.003306	-0.008894	-0.009551	-0.011195	-0.009716	-0.004128	0.000146	-0.013332	-0.01251	-0.055736	-0.002155	-0.005443	-0.008237	-0.026645	-0.014318	-0.014811	-0.012674	-0.005114	-0.018262	-0.005278	-0.003799	-0.013989	-0.000347	-0.027795	-0.019413	0.002611	0.001789	-0.003799	-0.014318	-0.000183	-0.005607	-0.009551	-0.013167	-0.010373	-0.013496	-0.00725	-0.007579	-0.00347	-0.014647	-0.002813	-0.014153	-0.015468	-0.014975	-0.006757	-0.00232	-0.012017	-1.9e-05	-1.9e-05	-0.006757	-0.009551	-0.015961	-0.008894	-0.002484	-0.004785	-0.015468	-0.016619	-0.010702	-0.010045	-0.000512	-0.010045	-0.015468	-0.007086	-0.008072	-0.003799	-0.018591	-0.017112	-0.003963	-0.014811	-0.005278	-0.01629	-0.015797	-0.001334	0.003433	-0.014975	-0.004785
4	-0.000183	-0.003142	-0.010866	-0.033712	-0.000347	-0.000183	-0.004621	0.000639	-0.004785	-0.007908	-0.002484	0.000803	-0.006593	-0.004785	-0.005443	-0.018262	-0.004621	0.001625	-0.005936	-0.007086	-0.002648	-0.012181	-0.010209	-0.003306	-0.01366	-0.003635	-0.007086	-0.009387	-0.014811	-0.008237	-0.003306	0.001296	-0.012181	-0.012346	-0.057051	-0.001498	-0.005443	-0.008072	-0.019742	-0.015633	-0.013332	-0.013332	-0.0061	-0.017934	-0.007908	-0.003799	-0.013825	-0.000512	-0.025823	-0.012839	0.004255	0.002447	-0.00347	-0.015797	-0.002977	-0.007086	-0.00988	-0.013989	-0.011852	-0.012839	-0.005936	-0.009551	-0.006593	-0.013332	-0.001662	-0.014153	-0.016783	-0.014318	-0.007415	-0.012674	-0.014318	0.000474	0.001296	-0.008237	-0.010373	-0.012839	-0.008565	-0.005443	-0.006429	-0.017112	-0.016948	-0.008894	-0.009716	0.000474	-0.010702	-0.012674	-0.009387	-0.009716	-0.002648	-0.018427	-0.016619	-0.004456	-0.013167	-0.004456	-0.018262	-0.017605	-0.001334	0.003597	-0.016454	-0.004949
5	-0.000183	-0.004785	-0.011031	-0.033712	-0.001827	-0.001334	-0.005443	0.000474	-0.00347	-0.0061	-0.002977	0.002118	-0.006593	-0.002813	-0.005443	-0.017605	-0.0061	0.00031	-0.006429	-0.005278	-0.004128	-0.01366	-0.010373	-0.002813	-0.015961	-0.003635	-0.007579	-0.009387	-0.014318	-0.008565	-0.004456	0.000146	-0.01366	-0.012346	0.000146	-0.001334	-0.004949	-0.00725	-0.019742	-0.014318	-0.013332	-0.013989	-0.006429	-0.01892	-0.00725	-0.005114	-0.014811	-0.000512	-0.024344	-0.012839	0.003104	0.001954	-0.00347	-0.014975	0.00031	-0.006264	-0.009716	-0.012839	-0.010373	-0.011031	-0.005278	-0.009223	-0.004128	-0.013825	-0.002484	-0.013496	-0.01514	-0.014482	-0.007415	-0.010373	-0.013825	-0.000183	-0.001005	-0.008072	-0.009223	-0.015468	-0.009223	-0.007744	-0.007744	-0.017276	-0.019577	-0.009223	-0.011195	-1.9e-05	-0.009551	-0.013825	-0.006264	-0.009551	-0.003635	-0.022536	-0.016783	-0.004292	-0.01514	-0.004128	-0.017441	-0.017112	-0.002484	0.004255	-0.013825	-0.005607
6	-0.000347	-0.004949	-0.011031	-0.033876	-0.003306	-1.9e-05	-0.004128	-0.000841	-0.00347	-0.008565	-0.002977	0.000146	-0.007579	-0.002813	-0.005936	-0.016948	-0.004128	0.000639	-0.004456	-0.004949	-0.005771	-0.011524	-0.009551	-0.004456	-0.014318	-0.003799	-0.008072	-0.009058	-0.011359	-0.007415	-0.00347	-0.000676	-0.011852	-0.011688	-0.001005	-0.001169	-0.004292	-0.006757	-0.019577	-0.014975	-0.014153	-0.012839	-0.004456	-0.017605	-0.010209	-0.005443	-0.014153	-0.000347	-0.027138	-0.013825	-1.9e-05	0.003433	-0.005114	-0.016126	0.000474	-0.006757	-0.008237	-0.009551	-0.010538	-0.014153	-0.0061	-0.007744	-0.001662	-0.013496	-0.002648	-0.01514	-0.016126	-0.014647	-0.004949	-0.007415	-0.013332	-0.000347	0.001132	-0.007579	-0.009551	-0.014153	-0.010045	-0.011195	-0.010045	-0.015633	-0.020235	-0.010045	-0.010538	0.000803	-0.010373	-0.01514	-0.006922	-0.007908	-0.003799	-0.022536	-0.015633	-0.001991	-0.013003	-0.005278	-0.019084	-0.016783	-0.001169	0.002775	-0.015633	-0.005607
7	0.001296	-0.006429	-0.010373	-0.034205	-0.005278	-0.002813	-0.004456	0.00031	-0.004456	-0.008565	-0.003799	0.001625	-0.007415	-0.002155	-0.005443	-0.017441	-0.006757	0.000639	-0.005771	-0.006757	-0.005936	-0.012674	-0.010045	-0.002155	-0.015304	-0.005443	-0.007908	-0.011195	-0.015961	-0.00873	-0.004785	-1.9e-05	-0.01251	-0.013003	0.001132	-0.001498	-0.004128	-0.009387	-0.019577	-0.012839	-0.014975	-0.013167	-0.006757	-0.019084	-0.007579	-0.004292	-0.01366	-1.9e-05	-0.023193	-0.012674	0.000474	0.003926	-0.00347	-0.015797	-0.000347	-0.006922	-0.010045	-0.01366	-0.007744	-0.012017	-0.007086	-0.010209	-0.001662	-0.015468	-0.001662	-0.013003	-0.015633	-0.013989	-0.006757	-0.012674	-0.014153	-0.002155	0.00031	-0.00873	-0.008894	-0.015633	-0.008072	-0.013496	-0.010866	-0.018427	-0.023029	-0.00873	-0.010373	-0.000841	-0.010045	-0.014482	-0.006593	-0.009223	-0.004621	-0.025823	-0.015633	-0.005114	-0.014482	-0.004456	-0.018262	-0.015468	-0.002155	0.001954	-0.015304	-0.005771
8	-0.000512	-0.005114	-0.011195	-0.034041	-0.003635	-1.9e-05	-0.004785	-0.001334	-0.003142	-0.007744	-0.002155	0.001296	-0.005936	-0.001005	-0.005607	-0.016948	-0.0061	0.001132	-0.004949	-0.005278	-0.0061	-0.012181	-0.009387	-0.004456	-0.015961	-0.004785	-0.007908	-0.010373	-0.013332	-0.009058	-0.005114	0.001132	-0.011524	-0.014153	-0.001498	-0.002484	-0.005771	-0.008401	-0.019577	-0.013989	-0.014811	-0.012181	-0.004292	-0.019906	-0.007086	-0.004292	-0.014318	-0.002155	-0.024344	-0.011852	0.001296	0.003433	-0.006429	-0.01366	0.002282	-0.006757	-0.009387	-0.011852	-0.00988	-0.011852	-0.006264	-0.00873	-0.002977	-0.013989	-0.001169	-0.013496	-0.014318	-0.01514	-0.004292	-0.011031	-0.013825	0.000146	0.00031	-0.00725	-0.007744	-0.018262	-0.009387	-0.016948	-0.012346	-0.017276	-0.023357	-0.00873	-0.011031	0.000967	-0.011031	-0.013989	-0.00725	-0.010209	-0.001827	-0.026316	-0.017605	-0.004785	-0.012181	-0.003799	-0.017441	-0.017112	-0.001334	0.00409	-0.016454	-0.006429
9	-0.000183	-0.004128	-0.013003	-0.03552	-0.003142	-0.001827	-0.005607	-0.001169	-0.003306	-0.008237	-0.005443	0.000803	-0.007579	-0.002484	-0.006429	-0.016783	-0.006264	-0.001334	-0.004128	-0.006593	0.000146	-0.013825	-0.00988	-0.003963	-0.016454	-0.004128	-0.009058	-0.00988	-0.013496	-0.008894	-0.006264	0.000474	-0.014647	-0.010702	-0.000183	-0.001991	-0.0061	-0.00725	-0.017112	-0.01514	-0.016454	-0.011852	-0.003799	-0.018262	-0.007579	-0.005443	-0.014153	-0.003799	-0.023686	-0.01251	-1.9e-05	0.001789	-0.003142	-0.01514	0.000803	-0.007744	-0.010209	-0.013825	-0.009058	-0.013167	-0.005443	-0.010045	0.000146	-0.015961	-0.00232	-0.012181	-0.014975	-0.014975	-0.007579	-0.000183	-0.015961	-1.9e-05	0.000146	-0.009223	-0.010538	-0.015797	-0.00988	-0.019906	-0.014318	-0.018098	-0.023686	-0.009058	-0.009551	0.000474	-0.011359	-0.012839	-0.007086	-0.00873	-0.003635	-0.02911	-0.016619	-0.004292	-0.01514	-0.004292	-0.018427	-0.018427	-0.003142	0.001625	-0.015633	-0.006593
