Frequency,Z,?°
200 kHz,421.653 m?,90.7472 °
300 kHz,637.998 m?,90.5016 °
400 kHz,851.992 m?,89.9872 °
500 kHz,1.0573 ?,89.5984 °
600 kHz,1.2657 ?,89.5465 °
700 kHz,1.4702 ?,89.4829 °
800 kHz,1.66 ?,89.3579 °
900 kHz,1.8556 ?,89.2671 °
