Frequency,Z,?°
200 kHz,253.404 m?,86.935 °
300 kHz,383.026 m?,87.3894 °
400 kHz,510.943 m?,87.0252 °
500 kHz,628.416 m?,86.5391 °
600 kHz,745.976 m?,86.5154 °
700 kHz,864.411 m?,86.5539 °
800 kHz,964.677 m?,86.3135 °
900 kHz,1.0718 ?,86.0395 °
