Frequency,Z,?°
200 kHz,505.71 m?,90.7843 °
300 kHz,763.793 m?,90.534 °
400 kHz,1.0206 ?,90.1246 °
500 kHz,1.2678 ?,89.7895 °
600 kHz,1.517 ?,89.669 °
700 kHz,1.7667 ?,89.6864 °
800 kHz,1.9961 ?,89.5822 °
900 kHz,2.2342 ?,89.5102 °
