Frequency,Z,?°
200 kHz,409.876 m?,90.5435 °
300 kHz,620.943 m?,90.247 °
400 kHz,827.697 m?,89.7558 °
500 kHz,1.0266 ?,89.2849 °
600 kHz,1.2265 ?,89.21 °
700 kHz,1.4255 ?,89.2268 °
800 kHz,1.6071 ?,89.0998 °
900 kHz,1.7954 ?,88.9551 °
